cid,class,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
679,Unknown,0,0.0,53602.376747578746,7.433764726911056e-10,nan,1.6210188268669299,6.887199080907066e-11,103.28816802719506,61,Minimization exited successfully.
682,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
688,Unknown,0,0.0,53605.48118514354,1.30358151764071e-09,nan,0.6058961554917914,6.697766776195555e-11,100.62915772844792,60,Minimization exited successfully.
691,Unknown,0,0.0,53602.56727785588,3.0517540161459596e-09,nan,0.5391363447961339,1.0803644008197677e-10,267.65628584015053,61,Minimization exited successfully.
692,Variable,0,0.0,53634.28365588442,2.277065327691195e-09,nan,0.38138189524033805,6.664977844700937e-11,1085.6051399572625,62,Minimization exited successfully.
694,Unknown,0,0.0,53612.869636099414,4.596523822226207e-09,nan,0.16120652481913567,4.085006823584264e-11,1854.5404226194569,112,Minimization exited successfully.
695,Variable,0,0.0,53636.568405999045,-1.01897127091156e-09,nan,0.9065952923629084,6.933388362335736e-11,510.3371481160103,60,Minimization exited successfully.
697,Unknown,0,0.0,53577.464825939765,6.880167155482024e-09,nan,2.377308488539711,6.96402041633079e-10,228.475809636741,123,Minimization exited successfully.
700,AGN,0,0.0,53609.03688972635,1.8376617630225806e-09,nan,0.4544630538766796,8.706617365556639e-11,829.9627252376388,63,Minimization exited successfully.
701,Unknown,0,0.0,53604.84253919293,1.605029327774275e-09,nan,0.8068801583358436,9.287007580431091e-11,107.25253103849965,64,Minimization exited successfully.
702,AGN,0,0.0,53662.059689730864,1.3905644416892494e-09,nan,0.4919065490066714,5.900841674915652e-11,1079.6075686021427,64,Minimization exited successfully.
703,zSNIa,0,0.0,53610.59057390858,1.3863294367474025e-09,nan,0.6879489272541832,5.516516983956235e-11,193.81989862472815,64,Minimization exited successfully.
704,Unknown,0,0.0,53604.572100191355,1.3109693764543683e-09,nan,0.6017466973280534,5.690841514867361e-11,105.58057182928977,63,Minimization exited successfully.
708,AGN,0,0.0,53635.95972695284,8.56559961694185e-09,nan,0.127714897163969,7.734002711596877e-11,12881.585297458194,64,Minimization exited successfully.
710,Variable,0,0.0,53619.33834947931,1.6142028566630556e-09,nan,0.39157049070490757,1.0841625803407798e-10,456.3760375384518,64,Minimization exited successfully.
711,Unknown,0,0.0,53667.05492482791,1.4325997086460771e-09,nan,111.77526087035221,1.2618771718564567e-09,436.67332754547874,58,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
716,zSNII,0,0.0,53617.9553700943,4.540630665543428e-09,nan,0.12493507642648183,4.7315144016483286e-11,8618.505103519106,120,Minimization exited successfully.
717,Unknown,0,0.0,53604.290834489846,1.2965602878550286e-09,nan,0.8679319516159012,6.913328813834205e-11,102.70944358178326,58,Minimization exited successfully.
718,Variable,0,0.0,53682.168337114024,9.043266812480655e-10,nan,0.9576255077045062,8.825879969516822e-11,1007.5466642849074,58,Minimization exited successfully.
719,AGN,0,0.0,53687.22730656119,1.1686977362171268e-09,nan,0.7616202965000411,1.1594639843749572e-10,469.77153889948295,58,Minimization exited successfully.
722,SNIa,0,0.0,53570.191303098545,5.174187362018807e-08,nan,1.0353185793173907,1.6239304908691415e-09,784.8922443907377,61,Minimization exited successfully.
728,Variable,0,0.0,53604.646410017536,3.6580697565641054e-10,nan,1.1935700572357746,7.236174346841094e-11,331.6501608462477,61,Minimization exited successfully.
730,AGN,0,0.0,53685.54720701893,6.5666499346164096e-09,nan,0.11292405076892464,8.27863073749132e-11,10574.985852576316,61,Minimization exited successfully.
734,AGN,0,0.0,53685.13843598741,2.0058131391760653e-09,nan,0.3135120622573595,6.516609808529393e-11,3527.6706942743003,60,Minimization exited successfully.
735,zSNIa,0,0.0,53604.42737370492,1.578605067158446e-09,nan,0.5084288485923025,7.096133914350349e-11,55.12960455994073,59,Minimization exited successfully.
739,SNIa,0,0.0,53603.9362408085,5.900406030979026e-09,nan,0.16965124350826954,7.155097190344836e-11,735.0607848932088,58,Minimization exited successfully.
742,Variable,0,0.0,53604.36248010331,1.565007760166058e-09,nan,0.5116522646494559,7.267588497741322e-11,163.60683722282636,61,Minimization exited successfully.
744,SNIa,0,0.0,53604.17666628334,4.914564983175494e-09,nan,0.22031294995031203,6.803543514251811e-11,986.1896485218836,61,Minimization exited successfully.
752,Variable,0,0.0,53660.176984172525,9.362527230817413e-10,nan,0.7288565119706618,4.6057406294638486e-11,547.1759290297313,64,Minimization exited successfully.
762,SNIa,0,0.0,53613.71017065921,2.668801500063091e-09,nan,0.6498961233774025,5.178111772195848e-11,582.1207048432057,58,Minimization exited successfully.
764,zSNII,0,0.0,53606.6850947973,1.0644348702789028e-09,nan,0.5485257007931068,5.937148624034148e-11,252.64353755965345,61,Minimization exited successfully.
765,zSNII,0,0.0,53618.460145561694,8.83379305433417e-10,nan,0.6031081542423635,4.953247913443904e-11,255.80489560411795,70,Minimization exited successfully.
768,AGN,0,0.0,53607.917673222655,6.918687411047711e-08,nan,0.05674435547553003,2.5020719306762515e-10,86371.31146060498,61,Minimization exited successfully.
770,Unknown,0,0.0,53606.698171779026,1.5875842516122668e-09,nan,0.4722248063335428,6.27100551598866e-11,566.1406899401804,70,Minimization exited successfully.
772,zSNII,0,0.0,53606.48179398255,1.3135217352360323e-09,nan,0.4866908654330473,6.359477251841226e-11,191.841132794952,69,Minimization exited successfully.
774,SNIa,0,0.0,53605.495892601386,9.311595540943663e-09,nan,0.22681420760272886,1.2280859848801003e-10,2244.585016432512,67,Minimization exited successfully.
779,zSNIa,0,0.0,53616.66394543997,1.862696342323823e-09,nan,0.34996725634482573,5.0688859642197206e-11,330.8454592562715,66,Minimization exited successfully.
782,Unknown,0,0.0,53650.01382105152,1.6524537731245898e-09,nan,0.5140646448926418,5.259106918520259e-11,2452.296108941421,69,Minimization exited successfully.
785,AGN,0,0.0,53610.70299194056,1.362955114671519e-09,nan,0.640372903100797,5.673750366342021e-11,1289.4658626176395,67,Minimization exited successfully.
792,Unknown,0,0.0,53605.35683682498,1.3892139748001116e-09,nan,0.49646714868140407,6.297633652659369e-11,254.3532804777841,64,Minimization exited successfully.
799,zSNII,0,0.0,53595.00465387652,1.4500105060209813e-09,nan,2.4561359558501863,2.895215806785916e-10,69.82808650115449,64,Minimization exited successfully.
800,AGN,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
818,Unknown,0,0.0,53605.82558266113,1.306385390951206e-09,nan,0.585216220413713,6.71544970957452e-11,66.26956537377251,68,Minimization exited successfully.
820,Variable,0,0.0,53619.377322614186,2.6041334682748285e-09,nan,0.23436742148260237,6.341899590371817e-11,1154.0132040053722,56,Minimization exited successfully.
822,zSNIa,0,0.0,53608.16607433281,1.7121140699781853e-09,nan,0.36053556222032057,6.395468177022572e-11,129.8516430134472,67,Minimization exited successfully.
824,Variable,0,0.0,53658.77948971137,1.9395529183388383e-09,nan,0.28634297713506385,3.913638273919196e-11,2170.4733157618216,67,Minimization exited successfully.
829,Variable,0,0.0,53637.39951638927,3.4270569771641595e-09,nan,0.14900936571939383,1.0656044401238013e-10,1222.2624479208282,67,Minimization exited successfully.
830,Unknown,0,0.0,53661.078364163855,1.6158404302304278e-09,nan,0.3348261177416134,4.0518191367112426e-11,1008.6399812072448,67,Minimization exited successfully.
835,AGN,0,0.0,53607.159803181145,3.769283969133189e-09,nan,0.2759845575346844,8.359859447126992e-11,2110.4487874605306,58,Minimization exited successfully.
837,Variable,0,0.0,53603.369979527146,1.731967676477825e-09,nan,0.9954830818642222,9.725113238902454e-11,608.0829540473405,64,Minimization exited successfully.
841,zSNIa,0,0.0,53617.709825542064,1.1807043227453908e-09,nan,0.545313197075302,5.466394046683178e-11,172.29343492307493,64,Minimization exited successfully.
846,Variable,0,0.0,53617.853530927874,4.423516413478275e-09,nan,0.25346532777984976,7.566337771791921e-11,2189.166642084766,67,Minimization exited successfully.
853,AGN,0,0.0,53616.61748373448,1.6704000414899261e-09,nan,0.38703558726410847,6.295377415029226e-11,402.24515164591463,58,Minimization exited successfully.
854,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
859,zSNIa,0,0.0,53615.30997203234,1.7514589621282112e-09,nan,0.2947473121676012,5.542080072898518e-11,260.6869472419528,64,Minimization exited successfully.
860,Variable,0,0.0,53661.098593088,5.289263878049061e-10,nan,0.7998050679270818,4.427552167241579e-11,266.67828378905347,60,Minimization exited successfully.
861,Variable,0,0.0,53638.34238240069,8.027650126812697e-10,nan,0.7862629587943957,7.181351549342058e-11,234.64343206998623,61,Minimization exited successfully.
863,zSNII,0,0.0,53606.503173823854,1.315012081522452e-09,nan,0.6429880594077986,5.8036373470995995e-11,498.5025839167472,58,Minimization exited successfully.
870,AGN,0,0.0,53609.07376492062,3.1056256461400055e-09,nan,0.3039293815236306,1.3101836118014754e-10,805.4571789653087,66,Minimization exited successfully.
875,Unknown,0,0.0,53605.623255429804,1.407775569643735e-09,nan,0.6131146239349619,5.843029117883056e-11,996.5632901619178,64,Minimization exited successfully.
879,Unknown,0,0.0,53608.88431437982,3.5471094366932373e-09,nan,0.19709260454692412,8.600925089549e-11,3309.1126150943737,59,Minimization exited successfully.
883,Variable,0,0.0,53647.92676781347,1.0658828452458151e-09,nan,0.6239564635288843,6.591212153199816e-11,221.2524467294198,63,Minimization exited successfully.
884,Variable,0,0.0,53617.66638918054,8.862788217832176e-10,nan,0.8009418859328434,4.5996404154563365e-11,877.6872848933453,115,Minimization exited successfully.
893,zSNIa,0,0.0,53605.829407799676,1.7296422385429858e-09,nan,0.400099994501943,5.358812293086197e-11,87.46512598538348,61,Minimization exited successfully.
894,Variable,0,0.0,53611.882397559886,3.742375644834304e-09,nan,0.4694817319577851,2.780398937429516e-10,1275.9140279756593,60,Minimization exited successfully.
895,Unknown,0,0.0,53605.94916634883,1.122498523335753e-09,nan,0.7343233010506083,7.752798363678803e-11,120.88581877127532,58,Minimization exited successfully.
896,Unknown,0,0.0,53630.094257627024,1.1513639114859304e-09,nan,0.5861264435625344,7.78882398283931e-11,428.187642292807,58,Minimization exited successfully.
904,zSNIa,0,0.0,53607.7791940318,1.3949953138476067e-09,nan,0.5558965832606191,7.842226681475394e-11,102.8562435574564,61,Minimization exited successfully.
907,Unknown,0,0.0,53606.961249876455,3.981200385768184e-09,nan,0.23000768982092268,7.727539558858031e-11,3596.5584142798484,70,Minimization exited successfully.
908,Variable,0,0.0,53619.672516001636,2.681205263960352e-09,nan,0.2781840946081502,9.833806873644137e-11,1563.113464109746,73,Minimization exited successfully.
