cid,class,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
679,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
682,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
688,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
691,Unknown,0,0.0,53596.56734736113,7.52934842301943e-09,nan,0.9363721330628323,5.755142306292384e-10,38.24625135505042,40,Minimization exited successfully.
692,Variable,0,0.0,53637.82508357345,1.4364868144363317e-09,nan,0.5220347435533768,1.5303068973795297e-10,127.39522405132686,38,Minimization exited successfully.
694,Unknown,0,0.0,53614.13313008158,5.654015882028454e-09,nan,0.1924755037689465,8.425649066913188e-11,365.6754599359999,70,Minimization exited successfully.
695,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
697,Unknown,0,0.0,53606.95072346037,1.2232624442786083e-09,nan,1.1143124351510778,1.2847583705314276e-10,138.33056341571316,81,Minimization exited successfully.
700,AGN,0,0.0,53607.92940958353,2.5403775022243242e-08,nan,0.15234969946322963,1.7818920313383043e-09,944.1178621706046,42,Minimization exited successfully.
701,Unknown,0,0.0,53602.51069879504,2.3906173589339697e-09,nan,1.2176829119052854,2.9981427449452553e-10,31.060866626743554,41,Minimization exited successfully.
702,AGN,0,0.0,53664.43611622664,1.6459911074660294e-08,nan,0.17238734759303043,6.368444236825291e-10,1085.0409549839378,41,Minimization exited successfully.
703,zSNIa,0,0.0,53609.73746448192,2.8385361852551297e-09,nan,0.37185872727059177,1.6196501833581914e-10,74.20876105007957,40,Minimization exited successfully.
704,Unknown,0,0.0,53604.89304556563,1.3792530402478546e-09,nan,1.4348633936460828,1.767116169302684e-10,45.205874690940135,42,Minimization exited successfully.
708,AGN,0,0.0,53609.637492957234,2.7261102012789484e-08,nan,0.04781811043721973,2.6805761007703466e-10,16894.067929733228,40,Minimization exited successfully.
710,Variable,0,0.0,53624.375239507775,1.6435499379626057e-08,nan,0.548521561340749,1.924164018902275e-09,814.6222589357919,42,Minimization exited successfully.
711,Unknown,0,0.0,53666.50729720678,1.7358295497967666e-07,nan,0.49632414149527904,2.135431131844108e-08,295.78485664796005,38,Minimization exited successfully.
716,zSNII,0,0.0,53576.451591077865,1.249200081761062e-07,nan,0.27332414932971005,1.4857216059639966e-09,674.8369388006327,80,Minimization exited successfully.
717,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
718,Variable,0,0.0,53685.635503369354,1.7405077009837058e-09,nan,0.5678552790159301,1.550248759920921e-10,767.9586404878753,38,Minimization exited successfully.
719,AGN,0,0.0,53688.91223164447,9.188879339259827e-09,nan,0.27699987031519413,9.663340674960528e-10,443.0872032149389,38,Minimization exited successfully.
722,SNIa,0,0.0,53604.93847398512,1.707911658003645e-08,nan,0.2322127473562432,4.82720967486098e-10,163.39732869365514,40,Minimization exited successfully.
728,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
730,AGN,0,0.0,53700.24069499991,1.0867862568375833e-07,nan,0.18667134440329392,1.1301059656997385e-08,22410.3129503921,40,Minimization exited successfully.
734,AGN,0,0.0,53638.11857685156,1.83563325835945e-08,nan,0.07299777736625401,4.5262121287458834e-10,3222.690687564311,39,Minimization exited successfully.
735,zSNIa,0,0.0,53604.519064108026,2.2528979917451595e-09,nan,0.9694377261512273,1.8625828015369406e-10,31.654380269254855,39,Minimization exited successfully.
739,SNIa,0,0.0,53604.54354315553,8.703335714659033e-09,nan,0.20578203235709225,1.617152007394255e-10,64.155873213122,38,Minimization exited successfully.
742,Variable,0,0.0,53604.249585981794,1.7881990981745193e-09,nan,1.4637342424794042,1.7513886150806124e-10,55.33223263349878,40,Minimization exited successfully.
