cid,class,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
679,Unknown,0,0.124957,53577.86302786514,2.2917041000344594e-09,nan,2.3874313606429496,2.765411599704421e-10,125.83739182326651,102,Minimization exited successfully.
680,Variable,1,0.002000000253669656,53658.01790687483,5.236555766175447e-10,0.0015102275300871368,0.3952721947898681,1.696596730260688e-11,1319.1138507123483,195,Minimization exited successfully.
682,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
685,pSNII,1,0.002000005053657654,53636.475412145905,1.1703055299612462e-09,0.003815781070552355,0.28819209570792736,4.0847883055273306e-11,1163.845193541723,106,Minimization exited successfully.
688,Unknown,0,0.067866,53604.070804090654,1.058829166108385e-09,nan,0.5689152601080423,5.207409455922295e-11,159.4776104089181,100,Minimization exited successfully.
689,Variable,1,0.0020000018743745007,53702.84561887292,6.309874134521585e-08,0.002921782996445462,0.7689558766142,5.468923132691187e-08,5139.319262830036,98,Minimization exited successfully.
691,Unknown,0,0.130903,53601.1602829374,2.549959396573743e-09,nan,0.489857576409122,8.805840900416744e-11,304.9503053347226,103,Minimization exited successfully.
692,Variable,0,0.197275,53632.644963553845,1.6072313614164915e-09,nan,0.37347807436526637,4.387946171926054e-11,1128.930425284222,102,Minimization exited successfully.
694,Unknown,0,0.127493,53611.16973499376,4.11982554954458e-09,nan,0.13280929759639548,2.964615667700386e-11,2001.6195579130283,184,Minimization exited successfully.
695,Variable,0,0.058267,53496.70878545458,-1.762873957056629e-08,nan,9.446825269977126,9.488504557918688e-10,527.2568436721681,101,Minimization exited successfully.
696,pSNIa,1,0.08299525275527932,53588.05012617989,2.5208221434476772e-09,0.01630684049061254,1.4817922556685517,2.0824725599353266e-10,215.5636067988499,97,Minimization exited successfully.
697,Unknown,0,0.156675,53574.348224889494,5.141857872282104e-09,nan,1.6017382101272233,3.338858008838827e-10,347.9941886908846,206,Minimization exited successfully.
698,Variable,1,0.4014114968909261,53446.631906090464,2.922702029972449e-08,0.6818331510636992,247.50957445901804,3.7102664060864297,1469.8988698551302,103,Covariance may not be accurate.
699,Variable,1,0.002000269192999602,53487.20740261045,2.335283511488172e-08,0.0010985608524952094,148.09791380144816,6.796089588274713e-09,396.04583456076364,210,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
700,AGN,0,0.595712,53525.02592158234,1.4736901555522712e-08,nan,2.3481838461812004,6.686700272481406e-10,1550.8636591778477,107,Minimization exited successfully.
701,Unknown,0,0.20657,53600.79744336612,1.337518376455045e-09,nan,0.7325379163521575,6.820362314138228e-11,131.00766508563316,107,Minimization exited successfully.
702,AGN,0,0.578379,53697.12348259219,5.400131428403044e-09,nan,0.6990494523997768,1.2779626605508103e-09,3186.262480287857,107,Minimization exited successfully.
703,zSNIa,0,0.298042,53608.27693250995,1.1379617423831321e-09,nan,0.5410402469206019,3.759125808288379e-11,256.65253638860406,106,Minimization exited successfully.
