cid,class,num_points_sdssr,num_points_sdssi,num_points_sdssz,fit_z,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
679,Unknown,21,20,20,0,0.123663,53586.3181802797,6.15289229451574e-06,1.0348683130372411,1.1171848775416233,nan,11.462988705854514,4.2308665295337075e-06,6.220998316594754,0.3166728970448884,87.21871358706005,37,Minimization exited successfully.
682,Unknown,37,35,36,0,0.047317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
688,Unknown,20,20,19,0,0.066563,53621.84817248895,4.296377963473625e-06,1.1625959870845144,1.049070540775937,nan,0.005546722462895559,1.5725917469229291e-06,0.9998378199194221,0.25640980312670747,70.2205516460595,36,Covariance may not be accurate.
691,Unknown,20,21,19,0,0.129587,53602.48712156865,6.599291389033773e-05,-0.0003835498805072118,-0.020313575209600903,nan,1.9546433787763817,1.0604680215334802e-05,0.37506958861328304,0.09606633917271755,207.73648905643063,37,Minimization exited successfully.
694,Unknown,34,36,35,0,0.126178,53623.83879543799,4.5562263491887396e-05,1.394199283190946,0.32268515089268746,nan,0.0010746812440629583,1.7534572668538084e-06,0.17502199375050498,0.030911464185183157,636.5448058856302,66,Covariance may not be accurate.
697,Unknown,0,40,40,0,0.155294,53613.49106267397,2.8383656555714725e-05,0.6672911619809152,0.01013177149425044,nan,0.0024996621141326614,9.84929892256575e-07,0.8028599356526964,0.02299701874120701,141.16517006544723,36,Minimization exited successfully.
701,Unknown,0,20,21,0,0.205128,53624.30761578452,19.342467972881263,0.9236260381005624,-10.733085640023914,nan,2.48658650652942,15.990473547133398,1.5211140739156392,0.6786844487849617,14.656464744719305,16,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
703,zSNIa,0,21,20,0,0.296481,53628.78337467287,4.691460106860364e-06,2.6380951416074288,0.7900480377040254,nan,1.7872447794252366,2.70546439514204e-06,1.2630734973339792,0.4486224844543127,29.40389026923598,37,Minimization exited successfully.
704,Unknown,0,20,20,0,0.204966,53622.9663547262,4901478.936427764,2.659768734552136,-21.342992624988305,nan,1.4356794436207565,3568295.4215764534,1.4123043582885333,0.6378110369385369,11.835385339417432,16,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
716,zSNII,0,39,37,0,0.322376,53639.072240513226,9.729107041102117e-06,6.761530640078534,1.0727707222400837,nan,0.0015732027641206514,1.0387250163091723e-06,0.3539639005111043,0.08592317801239001,468.5369763222831,72,Minimization exited successfully.
717,Unknown,20,20,20,0,0.12901,53616.75908704353,5.194917802264705e-06,-0.3557612833682242,1.0288938055347914,nan,0.002875612237403402,1.1066031837119468e-06,0.8676234047682926,0.1583495612869531,53.080596628473096,36,Minimization exited successfully.
722,SNIa,20,20,20,0,0.085038,53620.97235480763,9.887587513724361e-05,-0.2750021629144773,0.14672295071111355,nan,0.14734633966509136,1.0000436773692831,1.0079229440484085,1.0001123235173648,959.637946142929,36,Covariance may not be accurate.
735,zSNIa,0,20,20,0,0.189482,53616.097297229135,0.31101838485513544,-3.250544157574008,-6.864397778961322,nan,2.080317633564846,0.27818747370620456,1.2629401302915644,0.6723191194292314,10.318720781758731,16,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
739,SNIa,20,20,20,0,0.106421,53612.97364224157,8.81978049006906e-05,-0.975282184037769,0.04917910469835992,nan,0.0008216204041673336,6.093392099281844e-06,0.21936927943150433,0.05251759641331093,439.63661595786533,36,Covariance may not be accurate.
744,SNIa,20,20,19,0,0.12694,53613.828946928035,6.655790895472539e-05,1.037631148532908,0.07970027738884698,nan,0.0008123565639834851,3.5383178984489736e-06,0.25768602976305505,0.04334117018412071,422.42027706994133,36,Minimization exited successfully.
762,SNIa,0,20,20,0,0.190088,53624.77489138199,3.458454225778792e-05,1.1528541252079265,-0.02176593424130989,nan,0.8075875678441662,1.3704495114606518e-05,0.5504936694063209,0.2759541637797824,27.420560976881447,16,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
764,zSNII,0,21,20,0,0.185808,53631.67130279637,0.010514390668492567,9.593392903103664,-5.094859911429026,nan,1.7500109584798338,0.009458996479038705,2.897519851207019,0.6747429454795281,41.79854718646966,17,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
765,zSNII,0,23,24,0,0.259902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
