cid,class,num_points_sdssu,num_points_sdssg,num_points_sdssr,num_points_sdssi,num_points_sdssz,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
16098,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16099,SNIa,42,43,43,43,43,0,0.196948,54039.45528763144,2.399565250484781e-09,nan,0.13224329792137723,2.3171477005335647e-11,2926.13429883701,212,Minimization exited successfully.
16100,SNIa,19,19,19,19,19,0,0.195,54030.46415697419,1.8536156587565082e-09,nan,0.21360864216694608,3.432291015643414e-11,601.3563330726975,93,Minimization exited successfully.
16101,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16103,zSNIa,47,47,48,48,48,0,0.2024,54033.80667740956,1.5371196522833405e-09,nan,0.30125308562855935,2.7169209083000983e-11,1073.9397533503509,236,Minimization exited successfully.
16104,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16105,Unknown,23,23,23,23,23,0,0.139636,54031.65575593383,2.3649328329347843e-09,nan,0.19945848000133992,4.090609844307143e-11,1145.0522172363362,113,Minimization exited successfully.
16106,SNIa,23,24,24,24,24,0,0.2512,54027.158600029186,1.6414262904958789e-09,nan,0.27739379167178413,4.1832221713586014e-11,619.0764338684933,117,Minimization exited successfully.
16108,SNIa,0,0,0,0,24,0,0.186,54030.157284640154,2.5409351925018553e-09,nan,1.4133138896322635,3.0195472873744394e-10,47.370603843310064,22,Minimization exited successfully.
16109,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16111,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16114,pSNIbc,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16116,SNIa,23,23,24,24,24,0,0.156492,54039.652319428,4.097820879763711e-09,nan,0.1296847445446474,3.982827496035215e-11,2795.2227974481293,116,Minimization exited successfully.
16118,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16119,zSNIa,21,22,22,21,22,0,0.157064,54027.14491075162,1.093640267866367e-09,nan,0.4212989932821074,4.0100783488093077e-11,126.68181197199345,106,Minimization exited successfully.
16120,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16121,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16123,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16125,zSNIbc,22,23,23,23,23,0,0.116275,54029.857448792834,1.571900056453837e-09,nan,0.21527643378067296,4.2390716782243956e-11,215.18290448400165,112,Minimization exited successfully.
16127,zSNIa,26,26,26,26,26,0,0.375227,54021.76155573349,5.694766359978771e-10,nan,0.5553666695013817,2.9019428557042876e-11,271.7396805300857,128,Minimization exited successfully.
16128,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16129,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16130,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16136,zSNIa,24,24,24,24,24,0,0.342718,54026.729114646594,9.379979354088144e-10,nan,0.47321614712200244,3.824625528881594e-11,338.82355193517606,118,Minimization exited successfully.
16138,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16142,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16144,zSNII,42,42,42,42,42,0,0.299828,53986.16970652238,1.2120210685348641e-09,nan,0.21005892843095353,2.5046135960040742e-11,2035.2719150043672,208,Minimization exited successfully.
16148,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16152,zSNIa,26,26,26,26,26,0,0.272,54031.315378712556,1.3990650950803893e-09,nan,0.2559354939876357,3.4997579087239385e-11,858.1550809529906,128,Minimization exited successfully.
16153,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16160,zSNIbc,20,20,20,20,20,0,0.320367,54023.27953611106,4.878841009623073e-10,nan,0.7809243885349133,3.3315047336110345e-11,123.29428370172386,98,Minimization exited successfully.
16163,zSNIa,19,19,19,19,19,0,0.155041,54032.85446367166,1.5331789829427557e-09,nan,0.2305868122020911,3.877237816119902e-11,218.7578882300873,93,Minimization exited successfully.
16165,SNIa,20,20,20,20,20,0,0.157,54038.394312878154,3.6058010325595714e-09,nan,0.19433273419417674,3.483604739138334e-11,3655.913944171526,98,Minimization exited successfully.
16169,zSNIbc,20,20,20,20,20,0,0.35913,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
16170,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16172,zSNIa,24,24,24,24,24,0,0.219365,54039.1446356121,8.419622605115873e-10,nan,0.6035051346188993,2.896398446919082e-11,268.6493021277089,118,Minimization exited successfully.
16173,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16177,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16179,SNIc,25,26,26,26,26,0,0.125,54039.08705066578,3.5007876173354647e-09,nan,0.13430115100709372,3.180272388420697e-11,614.6390111326109,127,Minimization exited successfully.
16185,SNIa,22,22,22,22,22,0,0.101366,54040.2559676134,5.125699525499755e-09,nan,0.07854161440991447,3.5663399217660326e-11,1598.7193703268867,108,Minimization exited successfully.
16192,SNII,22,0,23,23,23,0,0.07852,54063.12924285224,3.0046711244811165e-08,nan,1.2292409788315126,1.677715138176197e-08,8322.975927291971,89,Minimization exited successfully.
16193,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16199,zSNIa,20,21,21,21,21,0,0.282392,54029.650949002054,1.187881760578303e-09,nan,0.5212136073387228,4.438289182839023e-11,307.3303308812191,102,Minimization exited successfully.
16200,zSNII,21,22,22,22,22,0,0.090465,54040.61665162976,2.3002241773869767e-09,nan,0.18815946704125963,3.163970195865212e-11,978.6178149823834,107,Minimization exited successfully.
16201,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16202,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16204,Unknown,22,22,22,22,22,0,0.054544,54040.42262869689,3.40520563077244e-09,nan,0.11435234493910684,4.102333209973948e-11,1221.6203976553934,108,Minimization exited successfully.
16206,SNIa,22,22,22,22,22,0,0.159729,54042.27349133335,3.0573381294717197e-09,nan,0.18081589152643573,3.669163475736017e-11,1165.5437061204493,108,Minimization exited successfully.
16211,SNIa,19,18,19,19,19,0,0.310991,54022.57063256083,6.73678516789189e-10,nan,0.5271779762515507,3.745481616722123e-11,114.67442446066755,92,Minimization exited successfully.
16212,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16213,SNIa,20,22,22,22,22,0,0.25,54038.72755171978,1.6113314773955495e-09,nan,0.20987995031828177,2.874998676976803e-11,1043.3752663957848,106,Minimization exited successfully.
16215,SNIa,42,42,42,42,42,0,0.047032,54042.90481195701,1.0607233900152145e-08,nan,0.040197693600930506,3.7983435250417666e-11,4662.756466257851,208,Minimization exited successfully.
16219,zSNIa,21,22,22,22,22,0,0.258864,54027.71294346137,1.125017267989445e-09,nan,0.37652191265078727,4.407982863018826e-11,347.1175902605842,107,Minimization exited successfully.
16220,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16222,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16225,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16226,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16230,zSNII,0,20,21,21,21,0,0.690995,54024.30882498846,7.920354789141478e-10,nan,0.9776786391303176,5.435879096903952e-11,585.8834502563698,81,Minimization exited successfully.
16232,SNIa,20,20,20,20,20,0,0.375724,54026.23772057882,6.591085811524335e-10,nan,0.7132384257638478,3.5243968722722974e-11,173.18151607418406,98,Minimization exited successfully.
16234,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16236,zSNIa,0,21,21,21,21,0,0.405999,54024.11134948772,6.975521973137552e-10,nan,0.8253340889968968,4.0067442863438e-11,158.43818699787778,82,Minimization exited successfully.
16237,zSNIa,33,38,40,40,39,0,0.313153,54031.709235419505,8.440110108660748e-10,nan,0.45971145682779024,2.559700038755425e-11,518.267034797793,188,Minimization exited successfully.
16238,zSNIa,19,19,19,19,19,0,0.335098,54029.648211139865,5.935426504555382e-10,nan,0.7374712061719038,3.303355021791078e-11,124.69382078375405,93,Minimization exited successfully.
16241,Unknown,22,22,22,22,22,0,0.097566,54039.66697201391,2.4173044240992963e-09,nan,0.1306702520159888,3.003921054344846e-11,893.8512568888004,108,Minimization exited successfully.
16247,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16259,SNIa,20,21,21,21,21,0,0.119078,54038.86968246561,4.277999424523694e-09,nan,0.1473936706643144,3.933305762998028e-11,1067.2762067199023,102,Minimization exited successfully.
16276,SNIa,21,22,22,22,22,0,0.193,54041.98377546802,2.3309014296967426e-09,nan,0.20691970720145036,3.279953523815807e-11,1089.6950272605714,107,Minimization exited successfully.
16277,zSNIa,0,24,24,24,24,0,0.396301,54025.96317108709,6.45994680748313e-10,nan,0.6706604479877569,4.162511621482367e-11,121.41903299745775,94,Minimization exited successfully.
16280,SNIa,21,23,23,23,22,0,0.03816,54042.89165074155,2.4235929200801035e-08,nan,0.03860342823463725,9.933745121913747e-11,4477.354573190139,110,Minimization exited successfully.
16281,SNIa,21,21,22,22,22,0,0.186515,54040.249359874346,2.785297624724564e-09,nan,0.17262880348789622,4.178821744921337e-11,1048.135311652231,106,Minimization exited successfully.
16282,zSNIbc,21,22,22,22,22,0,0.086602,54033.54808418755,1.8684406288675144e-09,nan,0.3541860788791382,4.810781194769829e-11,357.48794983755806,107,Minimization exited successfully.
16287,SNIa,25,26,26,26,26,0,0.107356,53850.29563473788,4.540969707663303e-08,nan,0.18377113774840836,5.447976244966864e-10,30111.457771200723,127,Minimization exited successfully.
16290,Unknown,47,46,47,46,47,0,0.1511,54040.84630286297,1.7269166144530285e-09,nan,0.1735400929064781,2.4400429000915443e-11,946.8908591878921,231,Minimization exited successfully.
16292,Unknown,23,24,24,24,24,0,-5e-05,54018.84414665385,-3.834755744819968e-10,nan,0.7242756841951632,3.4709150199982277e-11,1244.9880213530723,117,Minimization exited successfully.
16293,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16295,Unknown,23,23,23,23,23,0,0.0001,54029.7246068771,3.89045104356921e-10,nan,0.6748824507267273,4.7265708935663327e-11,1352.5141269496885,113,Minimization exited successfully.
16298,zSNIa,24,24,24,24,24,0,0.282787,54021.905587418674,7.73517872992536e-10,nan,0.5161296482619946,4.5014046702914016e-11,189.14249246621276,118,Minimization exited successfully.
16301,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16302,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16309,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16311,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16312,Unknown,20,21,21,21,21,0,0.28907,54040.832487976564,1.2348294117370148e-09,nan,0.42765309320384404,3.283586685404711e-11,378.10796829396816,102,Minimization exited successfully.
16314,SNIa,43,43,44,44,43,0,0.062573,54047.72912405938,2.2335586199569035e-08,nan,0.022445097740273923,6.769184741503706e-11,23074.15410822559,215,Minimization exited successfully.
16333,SNIa,22,24,24,22,24,0,0.071915,54045.999264577484,1.2571568856654699e-08,nan,0.06011574276635656,8.013142951502194e-11,2146.156631991585,114,Minimization exited successfully.
16350,SNIa,23,22,23,22,23,0,0.238217,54039.051973056296,1.4408697100060043e-09,nan,0.25618065730668604,3.048538918927461e-11,647.3706894890943,111,Minimization exited successfully.
16352,SNIa,18,19,19,19,19,0,0.25227,54041.87841633639,2.0484625398010175e-09,nan,0.20684327376147849,3.253011588867161e-11,1260.7233055429706,92,Minimization exited successfully.
16354,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16356,zSNIa,0,23,23,23,23,0,0.399335,54037.64865980914,5.924909949686911e-10,nan,0.6027821940442664,2.9247942060318666e-11,205.8501631546037,90,Minimization exited successfully.
16357,SNIa,21,20,21,21,21,0,0.368,54040.72668722171,9.893654161823877e-10,nan,0.49595762068929616,3.450194809018055e-11,395.9027323103737,102,Minimization exited successfully.
16360,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16362,zSNIa,20,20,20,20,20,0,0.180119,54037.27006776257,1.2504568019925735e-09,nan,0.3708695060486207,3.4815973614347155e-11,290.8779547253987,98,Minimization exited successfully.
16391,SNII,20,20,20,20,20,0,0.057,54044.29268298027,3.646893920276077e-09,nan,0.09175166573550086,3.494759328412955e-11,1656.2055678156376,98,Minimization exited successfully.
16392,SNIa,19,19,19,19,19,0,0.058596,54047.18426561814,1.8616159695241408e-08,nan,0.03692539138137363,8.733301099263424e-11,6536.4088864908335,93,Minimization exited successfully.
16393,zSNIa,21,21,21,22,22,0,0.31643,54038.61774842071,1.158344242411116e-09,nan,0.3732221919672156,3.412754912556204e-11,416.50777144991366,105,Minimization exited successfully.
16395,Unknown,19,19,19,19,19,0,0.108114,54041.948027978164,1.2270441961114174e-09,nan,0.29743065988077433,2.6809702467907804e-11,216.0507790201787,93,Minimization exited successfully.
16396,zSNIa,20,20,20,20,20,0,0.300839,53968.60409829577,4.7063622498356105e-11,nan,4.027362409349735,5.3553122479839006e-11,732.8503708472763,98,Minimization exited successfully.
16398,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16402,SNIa,18,19,19,20,19,0,0.29,54042.202336296075,1.924397348622237e-09,nan,0.23542346563044703,3.876603709401114e-11,982.4607228833684,93,Minimization exited successfully.
16404,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16405,zSNIa,21,21,21,21,21,0,0.275679,54039.87221125623,1.4060558701809197e-09,nan,0.309541626360442,3.260848586516642e-11,397.8530814756189,103,Minimization exited successfully.
16406,Unknown,21,21,21,21,21,0,0.173639,54042.018399795146,1.6998634869814258e-09,nan,0.31211246235397994,3.1086698607015765e-11,774.074681463919,103,Minimization exited successfully.
16408,zSNIa,0,22,23,23,23,0,0.2667,54027.30883222115,6.354203790567385e-10,nan,0.6142467966237746,3.9444678701426406e-11,191.89620299387866,89,Minimization exited successfully.
16409,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16410,zSNIa,23,23,23,23,23,0,0.287998,54032.39982249161,8.810184368296169e-10,nan,0.7803838320796785,4.046180950301789e-11,331.7208900352962,113,Minimization exited successfully.
16412,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16413,Unknown,18,18,19,19,19,0,0.231097,54038.0184319925,4.5744553677371043e-10,nan,0.9039088480567443,3.511906550770002e-11,469.4976467542465,91,Minimization exited successfully.
16414,SNIa,19,19,19,19,19,0,0.307732,54041.82557729,1.1002689824300207e-09,nan,0.38549334775234456,3.3751398786599506e-11,254.92473687975328,93,Minimization exited successfully.
16417,zSNIa,23,23,23,23,23,0,0.292421,54037.505033709254,8.903926537471222e-10,nan,0.49674817774939584,3.206864075535829e-11,260.13020116650586,113,Minimization exited successfully.
16418,Unknown,19,19,19,19,19,0,0.167374,54044.38202876783,1.3844681203887765e-09,nan,0.3351262082469475,3.4968815662005476e-11,525.0283251223506,93,Minimization exited successfully.
16420,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16421,SNIa,20,20,20,20,20,0,0.302,54037.976022291805,7.756547774782321e-10,nan,0.6722149147281016,3.778060737634556e-11,207.3787253476125,98,Minimization exited successfully.
16431,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16432,zSNIa,0,24,24,24,24,0,0.399981,54033.77404006544,6.190852163075648e-10,nan,1.1316512145967863,4.423831790628277e-11,161.1888554530815,94,Minimization exited successfully.
16433,zSNIa,0,23,23,23,23,0,0.402876,54038.68984859453,7.082033999283596e-10,nan,0.8469842482954846,3.205901123769487e-11,290.20426740248854,90,Minimization exited successfully.
16434,zSNIa,25,25,26,26,26,0,0.345377,54028.16574634752,6.244049182934778e-10,nan,0.5424211116151127,3.2762768759258195e-11,206.1938123613808,126,Minimization exited successfully.
16436,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16439,zSNIa,0,45,46,45,46,0,0.396513,54037.78881875928,4.924150932055632e-10,nan,0.7628541706508258,2.2115314649849397e-11,249.62082624627953,180,Minimization exited successfully.
16441,zSNIa,24,24,24,24,24,0,0.2915,54040.836183340885,1.0401993431658352e-09,nan,0.34127174334571464,3.0923005528232955e-11,397.18845243306646,118,Minimization exited successfully.
16442,SNIa,24,24,24,24,24,0,0.280828,54042.07106968791,1.0946976456242142e-09,nan,0.40491536877743783,3.175754646754424e-11,271.27559693612204,118,Minimization exited successfully.
16451,zSNIa,0,22,22,22,22,0,0.191029,54042.12432380385,1.757319584394279e-09,nan,0.32494370008134865,4.1760384910334903e-11,219.40369200943599,86,Minimization exited successfully.
16452,zSNIbc,23,23,23,23,23,0,0.206111,54026.99387014985,9.696488432983664e-10,nan,0.49261725428368663,4.394275897927096e-11,373.7599966713601,113,Minimization exited successfully.
16454,zSNIa,23,23,23,23,23,0,0.229863,54042.0560114926,1.0498806144486761e-09,nan,0.430993094414589,3.311489058771781e-11,269.94803383776093,113,Minimization exited successfully.
16455,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16457,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16458,zSNIa,22,22,22,21,22,0,0.186372,54026.158127266346,7.08140797990999e-10,nan,0.575684876392188,4.383127527019841e-11,153.66736911815036,107,Minimization exited successfully.
16459,Unknown,22,22,22,22,22,0,0.316534,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
16460,zSNIa,22,23,23,23,23,0,0.281988,54039.75259075289,1.280194160349225e-09,nan,0.38108033003663877,3.517769923849298e-11,340.4812529328274,112,Minimization exited successfully.
16461,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16462,zSNIa,21,22,22,22,22,0,0.244616,54037.50239532589,1.2465540296812362e-09,nan,0.3955195812523016,3.4668880591158436e-11,354.4444555541394,107,Minimization exited successfully.
16465,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16466,Unknown,23,23,23,23,23,0,0.187801,54039.77704819288,1.0516464011918224e-09,nan,0.3986772333992121,2.948596617853682e-11,717.2200608906371,113,Minimization exited successfully.
16467,zSNIa,21,23,23,23,23,0,0.221151,54035.690508257096,1.0845800710275497e-09,nan,0.7579353504661412,4.017695827149436e-11,465.61641504385136,111,Minimization exited successfully.
16468,zSNIa,22,22,22,22,22,0,0.226581,54032.15599847688,8.961534579215358e-10,nan,0.6399658300906594,4.377310799526812e-11,150.91270250822495,108,Minimization exited successfully.
16470,zSNII,22,22,22,22,22,0,0.225262,54040.22460549248,6.262045841776462e-10,nan,0.8731109126783849,3.544020629523416e-11,249.2228686484778,108,Minimization exited successfully.
16472,zSNIa,21,22,22,22,22,0,0.309946,53827.34028089227,1.212259442005281e-08,nan,2.7911787319535506,6.849289788661493e-10,739.1727657841723,107,Minimization exited successfully.
16473,SNIa,22,23,23,23,23,0,0.217547,54044.91582388195,1.9762827482177515e-09,nan,0.30477111785148736,5.094689657573738e-11,757.4364473317735,112,Minimization exited successfully.
16477,zSNIa,0,23,23,23,22,0,0.401058,54022.64832704093,6.48733474632986e-10,nan,1.1688478921423666,4.6547347591342744e-11,137.82247616781646,89,Minimization exited successfully.
16478,zSNIa,22,21,22,22,22,0,0.363696,54023.5091567191,6.615481734671888e-10,nan,1.354038916531863,4.231268638006079e-11,138.58847441940054,107,Minimization exited successfully.
16481,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16482,SNIa,22,23,23,23,23,0,0.210771,54042.706264453875,1.6108523741464803e-09,nan,0.3227693581429776,3.3938481049405375e-11,593.9693217164878,112,Minimization exited successfully.
16484,zSNIa,24,24,24,24,24,0,0.25664,54029.28040625606,6.392761372471829e-10,nan,0.528943900437298,3.983945557539826e-11,235.52136088535354,118,Minimization exited successfully.
16485,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16540,Unknown,0,0,20,20,20,0,1.02605,54031.0946557348,9.595619920682079e-10,nan,1.01474501867051,6.390318187432787e-11,330.2682467610681,58,Minimization exited successfully.
16541,SNIa,18,18,18,18,18,0,0.1316,54047.92357165407,3.3967844016098474e-09,nan,0.14946107280411525,5.319140185610789e-11,496.89094714650986,88,Minimization exited successfully.
16543,zSNII,20,20,20,20,20,0,0.289376,54038.602522361645,9.3971941942196e-10,nan,0.46465905827790266,3.938345609028567e-11,252.20853542284686,98,Minimization exited successfully.
16546,zSNIa,23,23,23,23,23,0,0.366312,54039.21129760237,5.280755963374156e-10,nan,1.1428464333839656,3.9772154143907666e-11,187.72526655620987,113,Minimization exited successfully.
16547,zSNIa,21,22,22,22,22,0,0.361097,54025.930487527425,6.344266878768593e-10,nan,0.6891889158614504,3.799241605601442e-11,133.1821577422357,107,Minimization exited successfully.
16548,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16550,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16551,zSNIa,23,23,23,23,23,0,0.300106,54027.04254723573,8.936190526877012e-10,nan,0.46876808772140066,4.487695087458442e-11,190.55897867551838,113,Minimization exited successfully.
16552,Unknown,23,23,23,23,23,0,0.110034,54032.921335481034,1.3978547665550087e-09,nan,0.2439477759107831,3.9587661159763515e-11,152.1684090980359,113,Minimization exited successfully.
16553,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16554,zSNIa,0,21,22,22,22,0,0.509847,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
16556,Unknown,22,22,22,22,22,0,0.078497,54033.96496637818,2.434650729208679e-09,nan,0.2525672466654214,4.9962261415170946e-11,807.6243076416924,108,Minimization exited successfully.
16563,Unknown,20,20,20,20,20,0,0.345032,53837.27660345659,1.4688609787408418e-08,nan,5.102098736624612,7.469080309816447e-10,366.453312074024,98,Minimization exited successfully.
16565,zSNIa,20,20,20,20,20,0,0.371812,54039.4094036983,8.345892319441807e-10,nan,0.5298251652275212,3.3390561270279883e-11,237.32350153436857,98,Minimization exited successfully.
16566,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16567,SNIa,19,20,20,20,20,0,0.365913,54040.46732328844,9.369416744857552e-10,nan,0.6443148478065268,3.3895109251767045e-11,359.5315378407147,97,Minimization exited successfully.
16569,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16570,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16572,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16573,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16576,Unknown,20,20,20,20,20,0,0.133064,54041.601469559006,1.394318910993314e-09,nan,0.34513091428379994,3.597455222405882e-11,392.98993798601504,98,Minimization exited successfully.
16577,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16578,SNIa,0,21,22,22,22,0,0.1747,54042.33423750613,1.901253347132218e-09,nan,0.2800246150800376,4.37199617754958e-11,452.3112836959352,85,Minimization exited successfully.
16579,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16582,pSNIa,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16584,zSNIa,0,19,19,19,19,0,0.393346,54037.39004400344,5.735948503105245e-10,nan,0.6628456631442532,2.8971844284245634e-11,119.07606833271933,74,Minimization exited successfully.
16585,pSNII,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16586,zSNIa,21,21,21,21,20,0,0.319595,54038.60556017393,8.14745394756338e-10,nan,0.48670487657000194,3.054447908299397e-11,190.50734082202612,102,Minimization exited successfully.
16588,Unknown,0,0,0,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
16590,zSNIa,23,23,23,23,23,0,0.30637,54037.964717651055,5.38528501854359e-10,nan,0.9532678394025424,3.1038614511296245e-11,144.56856601666848,113,Minimization exited successfully.
