cid,class,num_points_sdssr,num_points_sdssi,num_points_sdssz,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
4706,zSNII,0,0,18,0,0.589746,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4737,zSNIa,0,0,21,0,0.464087,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4742,Unknown,47,46,45,0,0.132938,53500.46511548892,-1.0005038777137601e-08,nan,2.615578412733157,6.7687521251942e-10,830.7628423010194,136,Minimization exited successfully.
4757,zSNIa,0,0,23,0,0.435253,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4772,Unknown,22,21,21,0,0.104714,53650.42777089837,1.5275170994706443e-09,nan,0.542196397895168,3.5788821370720616e-11,480.59367416412255,62,Minimization exited successfully.
4779,zSNIa,0,0,21,0,0.533743,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4808,zSNIbc,0,33,32,0,0.34803,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4857,zSNIa,0,0,22,0,0.515438,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4864,zSNII,17,17,17,0,0.135858,53630.81565702821,8.673069815166803e-10,nan,0.5939723728297395,5.889327312412574e-11,161.84523625095488,49,Minimization exited successfully.
4866,zSNII,0,18,17,0,0.3762,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4927,zSNII,0,0,19,0,0.501885,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
4928,zSNII,20,20,19,0,0.125181,53644.661132934634,9.920363964250804e-10,nan,0.6554269256193948,5.064793084801002e-11,329.7009802868454,57,Minimization exited successfully.
4968,zSNII,0,20,20,0,0.180827,53646.419639191685,1.254410127547454e-09,nan,0.7735439867101377,7.608369297345949e-11,143.71759402424365,38,Minimization exited successfully.
4969,zSNIa,0,18,18,0,0.305176,53634.96323965906,6.144001400164533e-10,nan,1.1595237460787757,5.423262703273336e-11,44.53974584527347,34,Minimization exited successfully.
4978,zSNIa,0,21,20,0,0.28063,53637.25656819632,7.252742688934303e-10,nan,1.605213818635093,5.262840145164062e-11,34.968955146120685,39,Minimization exited successfully.
4986,zSNII,0,20,21,0,0.266426,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5017,Unknown,0,0,24,0,0.548834,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5039,zSNII,19,18,20,0,0.081389,53646.24900658332,1.5895667344040951e-09,nan,0.5281301494542276,5.385510650625904e-11,635.9954821310394,55,Minimization exited successfully.
5103,SNIa,0,20,20,0,0.160592,53636.64729898848,2.4430981910264703e-09,nan,0.5913077827717643,6.740662340056354e-11,135.4110425910909,38,Minimization exited successfully.
5104,zSNII,0,20,19,0,0.212305,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5114,zSNII,0,0,20,0,0.563293,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5141,zSNII,0,0,18,0,0.441746,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5172,zSNII,0,19,19,0,0.156791,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5183,SNIa,0,0,21,0,0.389088,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5199,zSNIa,0,18,19,0,0.220456,53631.609583692756,1.0733145859327613e-09,nan,0.9588836686889408,6.156745692573903e-11,54.003314238557,35,Minimization exited successfully.
5209,zSNIa,0,21,20,0,0.28274,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5230,zSNIa,0,39,40,0,0.320475,53628.16884015198,6.82953565150065e-10,nan,0.8014506170147797,4.813124831319258e-11,59.60455126919295,77,Minimization exited successfully.
5233,zSNII,0,20,20,0,0.215864,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5235,zSNIa,0,24,30,0,0.250714,53630.86583067723,9.248123920014452e-10,nan,1.1366176550400269,5.546945717307385e-11,59.47990918241976,52,Minimization exited successfully.
5247,zSNIbc,0,21,21,0,0.375936,53634.53725282051,8.209331405474234e-10,nan,0.7281434778269613,6.190438187665225e-11,27.98552456632598,40,Minimization exited successfully.
5286,zSNII,0,22,23,0,0.184077,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5318,Unknown,0,0,23,0,0.625591,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5339,zSNIbc,0,10,16,0,0.13695,53633.971221972686,2.0804204231171205e-09,nan,0.5568447080840997,8.242202521849344e-11,49.23155764704147,24,Minimization exited successfully.
5340,zSNIa,0,14,16,0,0.192595,53625.81588641668,2.007009337615148e-09,nan,0.8960722565389005,8.50411490018529e-11,1030.337721920448,28,Minimization exited successfully.
5350,SNIa,0,12,15,0,0.17431,53641.44320842876,1.7213602046226012e-09,nan,0.6531258453069313,7.425519258518886e-11,46.289917631372916,25,Minimization exited successfully.
5378,zSNIa,0,22,21,0,0.250112,53641.863478432926,1.164804270834989e-09,nan,0.9496257573118783,5.72849123042561e-11,63.62386670867645,41,Minimization exited successfully.
5391,SNIa,0,26,25,0,0.300212,53638.94466923154,7.334530647569856e-10,nan,1.1912915227730991,5.139851393305412e-11,36.607796523832505,49,Minimization exited successfully.
5395,SNIa,25,24,23,0,0.116348,53648.08314145752,5.4979855326486965e-09,nan,0.10817756046162685,4.046843812003173e-11,2240.095278755209,70,Minimization exited successfully.
5461,zSNII,35,37,36,0,0.114578,53641.33856058607,4.5950500882344223e-10,nan,1.8051101446581015,4.265102707775526e-11,271.89066443741456,106,Minimization exited successfully.
5470,zSNII,0,19,19,0,0.290104,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5473,zSNIa,0,20,20,0,0.275583,53638.316230201286,7.146656608814244e-10,nan,1.7144688044318173,5.690998425122427e-11,40.50881721118743,38,Minimization exited successfully.
5486,zSNIa,0,18,19,0,0.22813,53635.907579406856,1.2330547210425401e-09,nan,0.9915990244189743,7.081137116833903e-11,60.57322991248805,35,Minimization exited successfully.
5501,Unknown,0,19,19,0,0.238531,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5507,Unknown,20,19,18,0,0.109693,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5533,SNIa,0,35,35,0,0.218868,53647.910386024545,1.1577647786125062e-09,nan,0.7202519057791505,4.110455381844645e-11,130.60410189640118,68,Minimization exited successfully.
5536,zSNII,20,19,20,0,0.128205,53645.23073909782,8.786783872349252e-10,nan,0.4907801387926156,3.6397260353736215e-11,213.81592333776092,57,Minimization exited successfully.
5543,Unknown,19,19,19,0,0.070322,53643.271846465876,7.114289348530349e-10,nan,1.184153756719752,4.1267962457559806e-11,64.53434054778002,55,Minimization exited successfully.
5549,SNIa,20,19,18,0,0.119914,53650.491178252945,4.953014950614488e-09,nan,0.1520836156742007,3.7744288384978146e-11,2219.7252171224036,55,Minimization exited successfully.
5550,SNIa,0,19,21,0,0.154924,53653.45318643549,3.3880503576646765e-09,nan,0.31989478739342303,4.70096052293552e-11,376.261904827978,38,Minimization exited successfully.
5552,zSNII,0,0,20,0,0.423476,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5553,Unknown,0,20,20,0,0.242856,53652.69554453156,6.12545689289154e-10,nan,1.2157603031701,3.856858385209499e-11,68.46592675668614,38,Minimization exited successfully.
5564,Unknown,20,21,21,0,0.107715,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5588,SNIa,0,0,20,0,0.40946,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5590,zSNIa,0,0,19,0,0.446093,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5607,zSNII,0,21,19,0,0.216462,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5635,SNIa,0,20,18,0,0.178391,53642.27629963268,1.4181426172598014e-09,nan,0.6978549086816201,6.092390990465255e-11,39.657595603862575,36,Minimization exited successfully.
5659,zSNIa,0,0,20,0,0.489078,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5673,Unknown,0,20,20,0,0.378252,53643.91420463653,6.688537197748817e-10,nan,1.0874805482781085,4.810691100064648e-11,53.069658372749075,38,Minimization exited successfully.
5686,zSNII,0,20,19,0,0.262255,53629.683732584796,5.928753925725399e-10,nan,1.089879297207517,5.613401871874858e-11,133.23733464411504,37,Minimization exited successfully.
5689,zSNIa,0,20,20,0,0.169789,53644.3275027303,1.5239958471124577e-09,nan,0.6564959325078235,6.121615757251535e-11,57.799522923262316,38,Minimization exited successfully.
5690,zSNIa,0,20,20,0,0.221088,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5691,zSNIa,0,21,20,0,0.284349,53633.00414856687,8.359354757414716e-10,nan,1.1305139130017778,5.760270429820041e-11,41.654316915961914,39,Minimization exited successfully.
5717,SNIa,0,37,37,0,0.250368,53645.70058016826,1.1033902424139429e-09,nan,0.5715179227627232,3.686920265529508e-11,148.0129338410668,72,Minimization exited successfully.
5736,SNIa,0,38,38,0,0.25174,53646.90287931941,1.0202533212992232e-09,nan,0.5905518945692165,3.3349282936573063e-11,110.81077688735306,74,Minimization exited successfully.
5737,SNIa,0,0,22,0,0.391599,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5751,SNIa,36,37,37,0,0.129282,53651.83743143712,3.869109920156827e-09,nan,0.18120977425496676,3.18559306070162e-11,1983.846060541359,108,Minimization exited successfully.
5776,zSNIa,0,17,17,0,0.23722,53632.067403658846,1.0494401046081364e-09,nan,1.5196790431436966,1.1169788378848406e-10,42.72207482529373,32,Minimization exited successfully.
5785,Unknown,0,18,17,0,0.147069,53641.40775374564,1.996749045569222e-09,nan,0.6460581314568117,8.04276827201659e-11,121.15750155296368,33,Minimization exited successfully.
5802,zSNIa,0,29,32,0,0.299152,53640.48059663673,9.08671793578557e-10,nan,0.9500406586485042,5.1270886071936126e-11,79.90979699681952,59,Minimization exited successfully.
5806,zSNII,21,21,21,0,0.122306,53644.4730582556,1.8482760869327751e-09,nan,0.5665494528984709,6.874233978737711e-11,487.670144187543,61,Minimization exited successfully.
5807,zSNIa,0,21,21,0,0.194027,53650.43330476392,1.175881699587203e-09,nan,1.3112610327880247,6.437695931100631e-11,63.86109467169337,40,Minimization exited successfully.
5821,SNIa?,0,0,17,0,0.399403,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5844,SNIa,0,38,38,0,0.309294,53643.01122161459,7.102952970372847e-10,nan,1.4272358671551046,4.889115152854558e-11,122.01892287290329,74,Minimization exited successfully.
5856,Unknown,0,15,16,0,0.302011,53661.500777664216,1.092623462741418e-09,nan,0.8705444789229659,6.537864502761622e-11,176.9251421140865,29,Minimization exited successfully.
5859,zSNIa,0,15,16,0,0.238695,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5869,zSNIa,0,18,19,0,0.15728,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5879,Unknown,0,19,19,0,0.152184,53638.893560231416,1.16398660100464e-09,nan,0.9485352255542239,6.964134842100397e-11,133.58094179286675,36,Minimization exited successfully.
5890,zSNIa,0,19,17,0,0.178575,53636.98650057586,2.027570507217898e-09,nan,0.7805536481500894,8.397241901170793e-11,133.6224706825873,34,Minimization exited successfully.
5897,zSNIa,0,22,22,0,0.367892,53648.253694093604,5.930551870440551e-10,nan,1.5038897468293726,3.5286333591757144e-11,52.01762080397249,42,Minimization exited successfully.
5909,zSNIa,0,17,17,0,0.346141,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5916,SNIa?,0,16,16,0,0.172701,53645.843749146625,2.3653227913247637e-09,nan,0.4708747457880236,7.599453842811389e-11,93.46832821254205,30,Minimization exited successfully.
5917,zSNIa,0,16,15,0,0.2949,53647.789375838,1.0219034426532163e-09,nan,1.1267637196942815,5.249915525700735e-11,39.773006027501566,29,Minimization exited successfully.
5920,Unknown,17,16,16,0,0.080598,53638.772353241475,2.3128951266894943e-09,nan,0.5695877965954423,6.022355142746781e-11,213.44584327662847,47,Minimization exited successfully.
5925,zSNIa,0,0,19,0,0.395188,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5944,SNIa,37,41,39,0,0.04495,53651.26609582594,3.414004361776211e-08,nan,0.045382275224255864,7.138187249930881e-11,48506.8163563628,115,Minimization exited successfully.
5957,SNIa,0,20,19,0,0.279228,53647.29250016761,7.955059392141659e-10,nan,0.9720767166181759,3.9245687875304486e-11,49.948257955714006,37,Minimization exited successfully.
5959,zSNIa,0,22,22,0,0.206754,53647.89540791333,1.4824628774712149e-09,nan,0.5649458691914333,4.55215092536777e-11,64.72820144735734,42,Minimization exited successfully.
5963,zSNIa,0,17,17,0,0.23552,53649.11661956189,1.3598013811955795e-09,nan,1.0817011439576163,6.519049320623386e-11,78.23286292104673,32,Minimization exited successfully.
5966,SNIa,0,17,17,0,0.308214,53641.88648599275,7.284605311390254e-10,nan,1.6037693939397286,6.669132938401385e-11,88.46009508389503,32,Minimization exited successfully.
5976,zSNII,0,23,23,0,0.140367,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5978,zSNIa,0,19,19,0,0.279422,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
5988,zSNII,0,17,16,0,0.175961,53661.629486022895,5.443701046039848e-10,nan,1.265243608806486,5.2663875982360636e-11,35.932764629527334,31,Minimization exited successfully.
5993,zSNIa,0,19,19,0,0.376415,53636.96824330589,7.771409881556815e-10,nan,1.013919624252594,5.618807945622518e-11,48.15085705524125,36,Minimization exited successfully.
5994,SNIa,0,21,21,0,0.185813,53646.01368009804,1.9963487476568017e-09,nan,0.44363883851110586,6.880467264500625e-11,123.39699451396133,40,Minimization exited successfully.
5999,zSNII,0,22,22,0,0.182966,53641.855949469085,7.274740417046964e-10,nan,1.3825367581557657,5.739053283192412e-11,105.6309926510168,42,Minimization exited successfully.
6003,zSNII,0,0,19,0,0.476857,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6032,Unknown,24,24,24,0,5.2e-05,53615.46192002207,5.87611391494636e-10,nan,0.8770940813374182,4.5109408122507394e-11,228.58749560386156,70,Minimization exited successfully.
6057,SNIa,23,21,22,0,0.066511,53649.01099556379,1.0861918156046883e-08,nan,0.0771606374073599,5.582127782084692e-11,3484.6902592919178,64,Minimization exited successfully.
6100,SNIa,0,20,19,0,0.316132,53648.191962122066,5.917312184411899e-10,nan,1.7050791576111806,4.780153835590083e-11,30.307291304310453,37,Minimization exited successfully.
6108,SNIa,0,20,19,0,0.257998,53654.85521345721,8.137385893402424e-10,nan,0.8653343847581709,3.937679753254125e-11,61.24383293091981,37,Minimization exited successfully.
6120,zSNIa,0,0,19,0,0.468398,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6121,zSNIa,0,22,22,0,0.35547,53647.56836989403,4.034420675330123e-10,nan,3.7422892452887027,4.37695932329004e-11,47.76363690684287,42,Minimization exited successfully.
6127,SNIa,0,20,20,0,0.287037,53652.06580299921,6.5679510855104e-10,nan,1.3584578116206103,3.919422175036301e-11,41.63261043499768,38,Minimization exited successfully.
6137,SNIa,0,19,19,0,0.298878,53653.41109662358,6.549359566167506e-10,nan,2.1220552093982405,4.2908468698251355e-11,54.57270610026348,36,Minimization exited successfully.
6192,SNIa,0,19,19,0,0.270906,53652.921932027515,6.696390248544862e-10,nan,1.0660404030459176,4.3459898988861927e-11,39.39806222796808,36,Minimization exited successfully.
6196,SNIa,0,20,21,0,0.2798,53649.63204059982,8.088843712248867e-10,nan,0.835251530585083,4.170369716572884e-11,42.52920637688762,39,Minimization exited successfully.
6213,zSNIbc,20,20,21,0,0.107865,53648.92869400228,9.131439008263758e-10,nan,0.6753718446088897,4.37794059766128e-11,98.86955474948336,59,Minimization exited successfully.
6216,zSNIa,0,20,19,0,0.174125,53655.44441064471,6.307831748488584e-10,nan,1.4063402137180674,4.203617621735733e-11,48.44437123785037,37,Minimization exited successfully.
6225,zSNIa,0,20,21,0,0.335997,53652.076211276704,4.258763051076561e-10,nan,1.4726027648830495,3.783878646250067e-11,37.72225608213077,39,Minimization exited successfully.
6249,SNIa,0,19,21,0,0.29353,53654.72437014028,7.491695266354545e-10,nan,0.8699039191888005,3.753643127156162e-11,49.4862687023886,38,Minimization exited successfully.
6260,zSNII,20,20,20,0,0.128787,53652.87289283678,6.492479564318237e-10,nan,0.920113665095414,3.09066993959763e-11,161.81034596448757,58,Minimization exited successfully.
6274,zSNIa,0,20,21,0,0.206287,53648.60265586116,6.58295099276047e-10,nan,1.709199656470446,5.555301377209416e-11,43.6286288773299,39,Minimization exited successfully.
6275,zSNIa,0,22,21,0,0.272185,53653.55794067921,9.46860947871575e-10,nan,0.7014556330250343,4.240074031133636e-11,45.80459312547775,41,Minimization exited successfully.
6288,zSNII,0,21,20,0,0.207766,53652.035591599335,6.963164164286101e-10,nan,2.049643170354102,4.531801576252346e-11,66.74328130814683,39,Minimization exited successfully.
6289,zSNII,36,38,37,0,0.10911,53655.271433123984,7.51248351943163e-10,nan,0.4610386204003589,1.9914936636503566e-11,362.38492244955836,109,Minimization exited successfully.
6295,SNIa,21,21,21,0,0.078489,53650.62626183011,2.9720354879723263e-09,nan,0.18191399764691596,3.407804038851971e-11,67.61828862838075,61,Minimization exited successfully.
6300,zSNIa,0,22,22,0,0.357037,53645.70718631017,3.7816496183985393e-10,nan,2.550732989471726,4.503017025177108e-11,48.780825158911114,42,Minimization exited successfully.
6304,SNIa,0,23,22,0,0.189787,53654.49526821588,1.5233777764282052e-09,nan,0.43253515930337016,4.2355351276047936e-11,73.48473549971793,43,Minimization exited successfully.
6305,Unknown,0,21,21,0,0.360231,53654.64946382905,4.6004479644380633e-10,nan,2.1059510784652957,4.51813426219142e-11,83.64727552187144,40,Minimization exited successfully.
6315,SNIa,0,20,21,0,0.265764,53657.41968849818,1.1203591702093262e-09,nan,0.9181552441514214,4.779535314961245e-11,51.80521034219578,39,Minimization exited successfully.
6326,zSNIa,0,17,16,0,0.221589,53652.05876274652,1.1771398007605643e-09,nan,0.8047117036694544,5.572442962788559e-11,61.039380653496565,31,Minimization exited successfully.
6332,zSNII,0,18,18,0,0.150921,53645.803220568734,1.0307198345066158e-09,nan,0.9065488095147884,5.91451532489371e-11,87.91669815424217,34,Minimization exited successfully.
6406,SNIa,25,24,25,0,0.123762,53657.56913760613,4.759850640499656e-09,nan,0.09861474033459672,3.524099611757743e-11,1273.6489900649867,72,Minimization exited successfully.
6415,Unknown,0,21,19,0,0.182275,53649.398344894034,7.948311204442017e-10,nan,1.3761349285305187,5.854857301432501e-11,64.61362701635497,38,Minimization exited successfully.
6422,SNIa,0,18,18,0,0.185002,53651.04689782792,2.135495243906629e-09,nan,0.4832451505753852,4.4777980458466034e-11,156.07546525706147,34,Minimization exited successfully.
6431,zSNIa,0,15,15,0,0.253904,53639.71676001706,7.477709322309727e-10,nan,2.3732564275451296,9.894186641317586e-11,37.19305886875454,28,Minimization exited successfully.
6465,zSNII,24,23,23,0,0.086189,53655.9651041349,1.3769269471109447e-09,nan,0.45090450005227467,3.171452563076051e-11,479.60595076543063,68,Minimization exited successfully.
6479,zSNIa,0,17,17,0,0.233205,53647.67413388653,1.1809185803108207e-09,nan,1.1807727039486053,5.453388985958186e-11,48.73420321231446,32,Minimization exited successfully.
6491,zSNIa,17,17,17,0,0.109018,53649.00782546305,1.5284046485682402e-09,nan,0.4435332838547765,4.6181029614772395e-11,80.9339303511619,49,Minimization exited successfully.
6496,zSNIa,0,15,16,0,0.307516,53647.206758020155,6.090380322334972e-10,nan,2.0941575656761415,4.724066687016473e-11,46.678079639647024,29,Minimization exited successfully.
6502,zSNII,16,17,15,0,0.113482,53655.933994008,1.377948670840519e-09,nan,0.2864973250616458,3.153993376081672e-11,178.76862388859806,46,Minimization exited successfully.
6520,zSNIbc,19,19,19,0,0.107708,53668.18342822105,2.726337296604781e-09,nan,0.19592289847059874,6.189451362259534e-11,757.4381665075198,55,Minimization exited successfully.
6530,zSNIa,0,17,16,0,0.193511,53639.58849690364,1.4564993561691298e-09,nan,1.1674087966384832,8.719355371386605e-11,36.780276767110394,31,Minimization exited successfully.
6535,zSNIa,0,16,18,0,0.304471,53653.49142676554,9.522470012338534e-10,nan,0.7523460074335162,4.239478145700213e-11,58.05609659308786,32,Minimization exited successfully.
6556,zSNIa,0,17,16,0,0.256778,53644.24964411442,1.1651217821046662e-09,nan,1.1973931738757528,7.694020189608413e-11,34.49743048483162,31,Minimization exited successfully.
6558,SNIa,17,17,16,0,0.056309,53660.49552835673,2.4617647027071556e-08,nan,0.052481510410871124,7.060753371212888e-11,16102.477378173908,48,Minimization exited successfully.
6560,zSNIa,0,17,17,0,0.271865,53640.562890232686,5.809502624269567e-10,nan,2.547362733454065,8.361838130738363e-11,49.88184421645113,32,Minimization exited successfully.
6584,Unknown,0,19,20,0,0.225,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6614,zSNIbc,0,18,19,0,0.168062,53651.03529181293,1.0062022381511286e-09,nan,1.5009408674595761,6.802470086960748e-11,36.30709200852777,35,Minimization exited successfully.
6635,zSNII,0,24,24,0,0.172914,53657.21897316645,7.771382645640626e-10,nan,0.8342367300174374,4.5214534327738825e-11,58.68575047060865,46,Minimization exited successfully.
6638,zSNIa,0,23,24,0,0.32485,53647.71726241954,5.889603576074161e-10,nan,1.3857128513773205,3.9669718744747194e-11,59.877825658442994,45,Minimization exited successfully.
6649,SNIa,0,20,20,0,0.312883,53656.356454168206,7.801716907192697e-10,nan,0.8311374475997582,4.3090471169912834e-11,37.93637751139185,38,Minimization exited successfully.
6683,zSNIa,0,0,18,0,0.507232,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6687,zSNIa,0,0,18,0,0.393986,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6690,Unknown,0,17,18,0,0.355058,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6696,SNIa?,0,19,20,0,0.237417,53656.58567923527,6.936036287064037e-10,nan,0.7971305837199907,4.150707447502129e-11,50.47322871959418,37,Minimization exited successfully.
6699,SNIa,0,22,21,0,0.309149,53654.50440343165,5.704423133105151e-10,nan,1.3426265407397295,3.997354735612487e-11,41.89228253738873,41,Minimization exited successfully.
6709,zSNIa,0,20,18,0,0.27893,53647.106382102094,4.978961751636876e-10,nan,2.1309340276930016,5.0788510165665005e-11,43.156872079638845,36,Minimization exited successfully.
6712,zSNII,18,19,19,0,0.090509,53657.00954009469,7.351527420044161e-10,nan,0.671220206648286,3.2529696816494714e-11,148.64907841245537,54,Minimization exited successfully.
6714,zSNIa,0,0,36,0,0.411986,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6743,zSNIa,0,19,20,0,0.360485,53648.69720675175,3.6024718180229723e-10,nan,2.040374357751716,4.176042576981631e-11,31.951765568338878,37,Minimization exited successfully.
6773,SNIa,18,18,18,0,0.08932,53661.295653188194,8.543563365299282e-09,nan,0.10640781241818331,7.968630402028786e-11,2088.9378044732653,52,Minimization exited successfully.
6777,SNIa,0,0,19,0,0.402761,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6780,SNIa,0,20,20,0,0.202674,53647.65765898323,1.2074599772838842e-09,nan,0.7866626105787873,6.428535729602293e-11,30.14741445454235,38,Minimization exited successfully.
6807,zSNIa,0,19,20,0,0.293439,53655.90890749383,6.283054742111258e-10,nan,1.003622121999797,4.267547600848083e-11,55.24499255050215,37,Minimization exited successfully.
6813,zSNIbc,0,19,18,0,0.284915,53635.5665262659,1.0043293603346697e-09,nan,1.1182200030925742,6.613733366532694e-11,39.73855486179691,35,Minimization exited successfully.
6815,Unknown,47,45,45,0,0.099577,53671.39707703674,-7.916165140178315e-10,nan,0.5673080886626849,4.9357374817668986e-11,1154.1483791434443,135,Minimization exited successfully.
6816,zSNIa,0,22,21,0,0.352338,53654.81897074483,5.51040004551766e-10,nan,0.8601539063856762,3.785622407273999e-11,52.140587916425886,41,Minimization exited successfully.
6831,zSNIa,0,23,24,0,0.210437,53655.04702258022,7.403882443825878e-10,nan,1.3647285020997515,4.03287822827252e-11,50.48395562645528,45,Minimization exited successfully.
6851,zSNIa,0,22,20,0,0.304122,53654.54303850265,7.143411481839463e-10,nan,0.9232753567484906,4.039604618439158e-11,42.722008261838326,40,Minimization exited successfully.
6852,SNIa?,0,22,21,0,0.299936,53659.15304005249,9.867598669397722e-10,nan,0.621528911338828,4.741091089112346e-11,101.6733082510195,41,Minimization exited successfully.
6861,zSNIbc,0,19,19,0,0.189589,53654.200842250175,8.22602463783573e-10,nan,0.9230041509836155,4.358844188144609e-11,25.407692981053764,36,Minimization exited successfully.
6875,Unknown,0,25,25,0,0.166639,53659.19020519607,6.633603350276079e-10,nan,2.2171485601429595,6.25063512204198e-11,67.6870129481863,48,Minimization exited successfully.
6895,zSNIa,0,18,18,0,0.216121,53659.97548383673,1.3813751098365493e-09,nan,0.6143290033978701,5.921510425572048e-11,57.19068233174064,34,Minimization exited successfully.
6896,zSNIa,0,17,17,0,0.333477,53649.2414693722,5.422568372687516e-10,nan,2.070399870077381,4.6178467646219334e-11,33.85760592948196,32,Minimization exited successfully.
6903,zSNIa,0,20,19,0,0.251778,53659.57322605566,9.31387061974241e-10,nan,0.950961942646245,5.689501260012831e-11,46.23047848392482,37,Minimization exited successfully.
6913,zSNIa,0,0,19,0,0.379467,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6914,zSNIa,0,0,15,0,0.412769,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6921,Unknown,0,18,19,0,0.140712,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6924,SNIa,0,19,19,0,0.326398,53654.153185177245,7.681029155826697e-10,nan,1.0260562530565949,4.136719526279894e-11,33.59699023568166,36,Minimization exited successfully.
6933,SNIa,0,20,20,0,0.21163,53659.68954240552,1.531289720776364e-09,nan,0.5188325505660032,5.630056212908548e-11,57.30661209454164,38,Minimization exited successfully.
6936,SNIa,0,16,17,0,0.178899,53660.473998287314,1.8421344181060771e-09,nan,0.3707815023881267,6.04535786918857e-11,70.56220051343128,31,Minimization exited successfully.
6939,Unknown,0,20,20,0,0.348022,53639.3444035738,6.152401176088052e-10,nan,1.4350995358799992,4.970368828856799e-11,97.030212725087,38,Minimization exited successfully.
6944,Unknown,20,21,21,0,0.078822,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
6957,Unknown,0,25,25,0,0.210861,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
