cid,class,num_points_sdssr,num_points_sdssi,num_points_sdssz,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
1298,Unknown,0,37,37,0,0.225088,53596.04889545625,1.1816542090365872e-09,nan,2.5848617569754424,2.0062745274590617e-10,337.98327645401594,72,Minimization exited successfully.
1311,Unknown,0,18,18,0,0.260328,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1316,SNIa,0,19,19,0,0.215653,53603.139099350024,1.2347750334337336e-09,nan,2.572238222517626,1.24070378458362e-10,56.69193155233159,36,Minimization exited successfully.
1329,Unknown,20,20,20,0,0.087806,53583.204451474165,6.247606854123953e-09,nan,1.3554199075442739,4.725607455446525e-10,190.5888217342501,58,Minimization exited successfully.
1351,Unknown,0,18,17,0,0.174548,53608.25630212945,1.1274835879087817e-09,nan,1.2768787356471876,7.151280945768007e-11,30.79989518048848,33,Minimization exited successfully.
1354,zSNIa,0,19,19,0,0.247914,53607.92403680125,6.70414090134915e-10,nan,1.8773345998924924,6.147435471991276e-11,30.133821495666155,36,Minimization exited successfully.
1364,zSNII,0,16,17,0,0.217423,53609.33195402771,1.1097418158824955e-09,nan,1.4719896936985606,6.323516900028034e-11,78.8973517991544,31,Minimization exited successfully.
1371,SNIa,20,19,19,0,0.117969,53615.56886776761,7.862493354044629e-09,nan,0.10125283932939055,6.756415498536035e-11,2237.2923567332564,56,Minimization exited successfully.
1372,zSNII,16,16,17,0,0.067849,53659.349540432406,1.88425453048156e-09,nan,0.31852996579982573,3.71506483129448e-11,2052.228242804713,47,Minimization exited successfully.
1378,zSNIa,19,19,19,0,0.124747,53613.347022861824,1.134103017406136e-09,nan,0.3992329925422382,4.128513302776843e-11,95.7995901882554,55,Minimization exited successfully.
1385,zSNIa,0,16,17,0,0.335346,53608.774862091894,6.880332828483631e-10,nan,1.2754298841282434,5.5838396497321085e-11,30.612784238924654,31,Minimization exited successfully.
1395,zSNIa,0,16,18,0,0.184968,53608.345617846775,1.8447144546297788e-09,nan,0.8463465267122956,7.694752693115286e-11,81.52359449561807,32,Minimization exited successfully.
1396,Unknown,0,17,16,0,0.271554,53608.99043884653,1.2900690003549572e-09,nan,1.1185986424607108,6.929065744381052e-11,152.7591376288025,31,Minimization exited successfully.
1400,Unknown,0,17,16,0,0.277262,53611.921369783755,7.283806142851218e-10,nan,1.3061349878371402,6.34602031634701e-11,75.84704742568627,31,Minimization exited successfully.
1403,zSNIa,0,19,18,0,0.359741,53610.94277663999,7.241053036595717e-10,nan,1.2834307721132063,5.6084659071009155e-11,35.413585430950135,35,Minimization exited successfully.
1415,zSNIa,0,17,16,0,0.210449,53613.02792126002,1.6444317143118777e-09,nan,0.6067589464328194,7.264522888971377e-11,88.45410659325628,31,Minimization exited successfully.
1427,Unknown,0,16,17,0,0.338832,53574.33185727542,2.862672281519472e-09,nan,4.680012000655552,5.750210140969347e-10,28.727822135499597,31,Minimization exited successfully.
1450,Unknown,0,0,23,0,0.399415,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1452,Unknown,0,22,23,0,0.324156,53613.20416269869,3.9844536099818476e-10,nan,1.4272061416922952,5.0954873227550567e-11,50.96549749159966,43,Minimization exited successfully.
1456,zSNII,0,24,23,0,0.198268,53613.43403683721,8.740915858593046e-10,nan,0.7730809343483998,5.571215409724556e-11,90.94889643195262,45,Minimization exited successfully.
1457,zSNIa,0,24,24,0,0.359187,53597.87777992624,6.459966953048123e-10,nan,3.574688213666377,1.401125556052642e-10,35.788742039273146,46,Minimization exited successfully.
1461,zSNIa,0,39,38,0,0.33986,53612.17042526312,6.473182474357815e-10,nan,0.9198986236078781,3.507149099663529e-11,98.71601136392522,75,Minimization exited successfully.
1464,zSNIa,0,20,18,0,0.288787,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1469,Unknown,20,20,20,0,0.086745,53612.8142313395,9.945211691511616e-10,nan,1.7496381004566501,4.3407382597901103e-11,213.48027409359517,58,Minimization exited successfully.
1470,zSNII,40,38,40,0,0.08672,53632.30596383212,1.8537104753647535e-09,nan,0.18597135866002645,3.6554292555239075e-11,1984.3345911467609,116,Minimization exited successfully.
1472,SNII,24,25,25,0,0.012942,53654.92097762303,2.7098218802768715e-08,nan,0.03954894571143086,5.0983057451642594e-11,230656.79384935257,72,Minimization exited successfully.
1478,zSNIa,0,20,21,0,0.200911,53605.545059007956,1.197884318290001e-09,nan,1.2944074561819434,6.677007403877304e-11,124.44781813062013,39,Minimization exited successfully.
1495,Unknown,0,19,21,0,0.204013,53612.75178530343,8.283112384030444e-10,nan,0.7715234795905417,6.07857231226989e-11,63.814598402471404,38,Minimization exited successfully.
1504,zSNIa,0,47,45,0,0.316373,53611.82289127623,5.292522427043012e-10,nan,1.0206085205209092,3.3997602614325377e-11,92.84598120555873,90,Minimization exited successfully.
1511,Unknown,0,23,24,0,0.185727,53605.32995546382,8.310995344566935e-10,nan,2.4190301984199323,6.766889289654346e-11,37.025548776219175,45,Minimization exited successfully.
1514,Unknown,22,23,24,0,0.041224,53614.147363630225,1.130884354129209e-08,nan,0.045233265936985845,4.916626622996904e-11,7834.4940243307665,67,Minimization exited successfully.
1525,Unknown,24,25,25,0,0.106504,53614.19524987752,4.585753693086453e-09,nan,0.08728554808840272,4.140659005381915e-11,1898.532188928913,72,Minimization exited successfully.
1533,Unknown,0,18,18,0,0.143081,53527.19933529703,2.4130433090013775e-08,nan,2.9383804627832433,1.5227088512386559e-09,45.25203300282659,34,Minimization exited successfully.
1535,zSNII,0,25,26,0,0.234585,53612.21627796874,2.2947258278550076e-09,nan,0.3173532902619627,5.153048306940825e-11,766.0919016031299,49,Minimization exited successfully.
1545,Unknown,16,16,16,0,0.097666,53607.10842028079,2.4130016425569796e-09,nan,0.5906756637050421,7.149595620032995e-11,73.39698927144084,46,Minimization exited successfully.
1546,Unknown,21,22,22,0,0.036428,53543.96996631319,7.164349934161287e-08,nan,0.6554191471950617,1.1036506120023508e-09,511.6443589004182,63,Minimization exited successfully.
1555,Unknown,26,26,24,0,0.022961,53610.964122947844,4.87897125041581e-09,nan,0.14957628448973992,4.8182474496713126e-11,1328.1468120194504,74,Minimization exited successfully.
1576,zSNIa,0,0,24,0,0.475687,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1577,zSNII,0,0,24,0,0.548885,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1580,SNIa,0,23,24,0,0.183217,53615.0277735447,2.376270981631502e-09,nan,0.27379465027115657,5.7693330415308244e-11,219.65001207990795,45,Minimization exited successfully.
1583,Unknown,0,25,25,0,0.316788,53609.7610791146,7.119542676027515e-10,nan,1.0372643802402308,5.099215040840489e-11,68.8708009408358,48,Minimization exited successfully.
1588,Unknown,0,45,42,0,0.14989,53604.3398323473,1.7493357139286976e-09,nan,0.8080862463175436,6.147399519637986e-11,330.99372115580167,85,Minimization exited successfully.
1595,zSNIa,0,20,20,0,0.212269,53612.179579112715,1.8964029022823368e-09,nan,0.6036563301859132,5.940601003028266e-11,99.41868365191519,38,Minimization exited successfully.
1601,Unknown,0,20,20,0,0.327813,53608.91677359235,4.954501787807729e-10,nan,1.5523974432362593,4.5825456858824e-11,47.148050881593164,38,Minimization exited successfully.
1609,zSNII,0,0,21,0,0.423845,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1627,Unknown,0,18,20,0,0.337473,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1631,zSNII,0,19,19,0,0.142885,53659.54093888755,7.769296067566392e-10,nan,1.3083938106465212,5.622231499854324e-11,309.87256682465033,36,Minimization exited successfully.
1632,zSNII,20,20,19,0,0.056351,53615.809391720126,3.330324455416061e-09,nan,0.1472523053344048,4.940143016984859e-11,2498.2215599636315,57,Minimization exited successfully.
1650,zSNIa,0,19,20,0,0.302746,53602.45627701421,5.932968908160417e-10,nan,1.9321684101487335,5.4732229193313636e-11,29.626547211656735,37,Minimization exited successfully.
1658,zSNIa,0,19,20,0,0.275748,53618.38117995993,8.594006926593556e-10,nan,1.669223898799828,5.240504750591742e-11,46.95325527367924,37,Minimization exited successfully.
1662,zSNII,0,10,10,0,0.205317,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1668,Unknown,0,20,20,0,0.21401,53619.47210631106,3.030606395266859e-10,nan,3.9053626375498425,5.596317495745179e-11,71.3319106721743,38,Minimization exited successfully.
1686,SNIa?,37,37,36,0,0.135049,53555.72149953011,7.981464076690227e-09,nan,10.361464315086778,1.925995324854726e-09,95.16585367814753,108,Minimization exited successfully.
1688,SNIa,0,20,19,0,0.357669,53611.92044873054,5.231111709432016e-10,nan,1.8688427652268729,4.737987971842546e-11,33.77349216589465,37,Minimization exited successfully.
1709,Unknown,0,20,18,0,0.143989,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1740,zSNIa,0,21,21,0,0.166272,53613.3538601602,2.355354287361818e-09,nan,0.49908175815289724,6.642018905799785e-11,153.51074367534412,40,Minimization exited successfully.
1741,zSNII,0,19,19,0,0.203484,53607.29271050733,9.031324197285062e-10,nan,1.0849083764514944,5.5383159010361137e-11,62.85267059102402,36,Minimization exited successfully.
1742,zSNII,17,19,19,0,0.110276,53682.43302387692,5.871183144446052e-10,nan,1.3690203233381908,6.40070706343493e-11,1453.0508544303482,53,Minimization exited successfully.
1748,zSNIa,0,21,21,0,0.337892,53611.91623992916,5.274339817918702e-10,nan,1.7333117251764634,4.4468760523946996e-11,64.76033472306553,40,Minimization exited successfully.
1749,Unknown,20,20,19,0,0.074924,53614.36369104075,3.319548445076065e-09,nan,0.18772308343977784,4.8576596934758406e-11,1213.9609001090748,57,Minimization exited successfully.
1750,zSNIa,0,20,20,0,0.258435,53607.95175641806,7.429587347369497e-10,nan,0.979460336286138,4.755606958106557e-11,36.007203143667205,38,Minimization exited successfully.
1770,Unknown,20,21,20,0,0.104044,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1773,zSNII,20,21,20,0,0.118987,53626.47619904349,9.985338782726903e-10,nan,0.46742843204992823,4.2606987755770254e-11,417.18076546694857,59,Minimization exited successfully.
1775,zSNIa,0,21,20,0,0.302486,53614.913802402705,6.131523799876976e-10,nan,1.198726674214413,5.7396492653526e-11,42.79107308125512,39,Minimization exited successfully.
1776,Unknown,0,0,20,0,0.50551,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1794,SNIa,0,21,21,0,0.1407,53609.747021503914,2.530152626707135e-09,nan,0.4291365520366526,5.608207791457269e-11,143.64714807464898,40,Minimization exited successfully.
1808,Unknown,19,19,19,0,-0.000612,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1821,zSNII,21,20,21,0,0.09504,53612.83078221692,1.8705865431475154e-09,nan,0.2716683342005126,3.852214915233578e-11,829.9575314730686,60,Minimization exited successfully.
1825,zSNIa,0,20,19,0,0.155096,53609.18743900215,8.687736745030628e-10,nan,1.4710176062144455,5.7524610940823536e-11,56.83531805565713,37,Minimization exited successfully.
1826,Unknown,0,0,20,0,0.434105,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1832,zSNII,0,0,34,0,0.448729,53613.24698144797,1.2694488771711093e-09,nan,1.60507722881448,1.273693243173612e-10,88.57220321811309,32,Minimization exited successfully.
1835,zSNIa,0,21,21,0,0.270324,53577.13399530191,3.717794454868409e-09,nan,3.4052648834040156,5.827543072860223e-10,32.32430591819058,40,Minimization exited successfully.
1902,Unknown,0,18,18,0,0.215307,53608.02864726716,1.0649818007851563e-09,nan,1.3622994681281853,5.47451290928034e-11,63.95475110058464,34,Minimization exited successfully.
1903,zSNII,41,40,39,0,0.088843,53628.47238769917,2.764250527021775e-09,nan,0.19373592188276234,3.5886362586729825e-11,3779.4791559942014,118,Minimization exited successfully.
1906,Unknown,0,16,16,0,0.199072,53608.49587392766,9.517444635028045e-10,nan,1.4513253349614388,6.360292385119604e-11,24.053732907907467,30,Minimization exited successfully.
1941,Unknown,0,17,17,0,0.229542,53609.316028299836,7.915174680713897e-10,nan,1.4852688419632614,6.220015400732719e-11,43.335778897241134,32,Minimization exited successfully.
1958,zSNIbc,0,17,17,0,0.368223,53609.13349102986,5.489201296705361e-10,nan,1.8990936893460457,6.08346320021454e-11,15.244937363462919,32,Minimization exited successfully.
1978,zSNIa,0,18,18,0,0.296478,53609.903090282416,8.255682600564374e-10,nan,1.340507460572553,6.123766892484386e-11,55.4763356232199,34,Minimization exited successfully.
1979,zSNIa,0,19,17,0,0.285356,53609.98602527534,6.571501237569425e-10,nan,1.1969184878471424,5.931971737981186e-11,43.093268052453496,34,Minimization exited successfully.
1981,zSNII,19,18,20,0,0.055563,53614.72916332955,1.6258537091338986e-09,nan,0.405146566190524,6.176005048814331e-11,499.10872537915657,55,Minimization exited successfully.
1985,zSNII,0,22,21,0,0.199844,53610.87186788235,5.289817918329707e-10,nan,1.7469006367464317,5.607335386715892e-11,53.14828587446942,41,Minimization exited successfully.
1991,zSNIa,0,21,19,0,0.313884,53609.93495754263,8.238371177107647e-10,nan,0.8678294181445381,5.397303388190066e-11,48.072183743448235,38,Minimization exited successfully.
2000,SNIb,17,17,17,0,0.022141,53615.625720969554,3.113273271860927e-08,nan,0.02426662419748027,7.820622178692012e-11,23217.125491581195,49,Minimization exited successfully.
2002,Unknown,17,17,17,0,0.050476,53655.638777672946,7.798218390764578e-10,nan,0.6458220445310872,3.963438084624742e-11,364.27630689230466,49,Minimization exited successfully.
2017,SNIa,0,18,17,0,0.261621,53615.8201447981,1.0308293045732746e-09,nan,0.6960153249201539,7.012754614398657e-11,52.16169395479165,33,Minimization exited successfully.
2030,SNIa,0,17,16,0,0.232382,53608.857903523356,1.0861231537232662e-09,nan,1.4413507707140525,5.6134418180022466e-11,57.02544252288364,31,Minimization exited successfully.
2031,SNIa,0,17,16,0,0.151859,53617.532075250936,3.447002944993955e-09,nan,0.2710180443718855,7.01190431146785e-11,308.6147108443383,31,Minimization exited successfully.
2041,zSNIa,0,16,14,0,0.208513,53605.37923190354,1.0413750407976364e-09,nan,2.1031764212530106,6.90762117307746e-11,33.96036048000625,28,Minimization exited successfully.
2053,SNIc,0,16,17,0,0.232293,53612.24357833676,8.449411775150329e-10,nan,0.9012021501075651,5.967903157729366e-11,31.367677496970323,31,Minimization exited successfully.
2056,Unknown,0,17,17,0,0.188194,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
2057,Unknown,0,17,17,0,0.210271,53616.04245169559,1.5345262080670383e-09,nan,0.6080908053845633,7.738646983848883e-11,76.23269975096963,32,Minimization exited successfully.
2063,zSNII,0,17,17,0,0.191544,53645.72242299872,2.2184887888561296e-09,nan,0.5704156506253639,6.705509908892791e-11,810.7711255179559,32,Minimization exited successfully.
