cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1248677,0,13,17,0,0,0.3502,56554.475120048424,3.3344546097634775e-05,1.0303720036381845,-0.08766089132447355,0.001,0.14908562694108696,1.26483268639516e-06,0.1389904179323794,0.03878301114956196,279.24137463697446,26,Minimization exited successfully.
1250017,0,16,0,0,0,0.1817,56553.43556194376,4.7966912709025763e-05,0.16145868565883056,0.928542527303001,0.001,0.33247836335795,8.171521567780527e-05,0.421717774856547,1.7331665152464586,20.03970202501414,12,Minimization exited successfully.
1253039,0,0,18,0,0,0.4535,56576.05477639683,5.381407861510271e-05,0.8890517185110195,-1.4868340793450394,0.006,0.7519972720110673,2.3459935754716837e-05,0.6550441087017878,0.5488177492439579,7.880153027687463,14,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1253101,0,0,18,0,0,0.4596,56577.074598492996,1.4989085732359514e-05,0.7119263021405997,0.03782023913972138,0.0005,0.00010348169234930538,1.5039399012725577e-05,1.0247768968749897,1.0972290960266482,25.137994133439868,14,Covariance may not be accurate.
1253920,0,15,0,0,0,0.1956,56583.31910010784,6.923585043216617e-05,-0.6220669264583992,0.3067176468727207,0.001,0.43049376728595234,0.00012664323651490492,0.5163418342487477,2.0344798282346166,58.321458466320806,11,Minimization exited successfully.
1255502,6,4,0,0,0,0.1482,56592.68562204336,0.00023164164349997104,0.9623686930585337,-0.03180905981166498,0.001,0.3200287591571396,3.140660043132107e-05,0.730587919936567,0.07006934654337185,74.15402735994554,6,Minimization exited successfully.
1257366,0,8,0,0,0,0.2114,56613.35939671756,0.00010631095025651469,-0.07088519437477173,-0.9415156056566448,0.001,0.19090914244225132,7.320730150838515e-05,0.9041490628837922,0.9309005959449032,9.86286213957642,4,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1257695,0,11,0,0,0,0.1838,56612.94133413891,1.7164634288014778e-05,-0.04354783586276831,1.946750889159598,0.001,0.14868402207503095,4.866568455413469e-06,0.176229188821987,0.26883276306965836,42.30743315854207,7,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1258906,0,15,13,0,0,0.3492,56621.34874768844,2.2934718538141324e-05,-0.06611636679270214,-0.10283599727970483,0.001,0.4182361948842299,1.5130196081947027e-06,0.3928672057762797,0.06628148643611168,18.68374825085757,24,Minimization exited successfully.
1258940,0,18,17,0,0,0.4259,56619.612866782896,1.5716968806368066e-05,0.15724720020819286,-0.07257016012454306,0.001,0.5641981271292025,1.0115077437022231e-06,0.5162843044803187,0.07687079899253041,29.949020088154533,31,Minimization exited successfully.
1259412,0,11,0,0,0,0.3047,56625.903101886404,0.00016091681947071648,3.2364533793013295,-4.513792541701664,0.001,1.2029565947996161,0.00013134216077077536,1.7431895835280509,3.6467278306052915,1.314390996959487,7,Minimization exited successfully.
