cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1248677,0,13,17,16,0,0.3502,56554.471875929165,3.3730263393974766e-05,1.005231154702077,-0.10309639693166706,0.001,0.13725600858742837,1.1340888210247807e-06,0.11963692247031876,0.029630419048321043,359.2439227055516,42,Minimization exited successfully.
1250017,0,16,15,0,0,0.1817,56553.64768124168,0.00012200136530785092,0.5881965591893039,-0.0747693618156166,0.001,0.1338059805566445,7.832941762608089e-06,0.1952098510498852,0.05283409024284384,33.58472669645823,27,Minimization exited successfully.
1253039,0,0,18,20,0,0.4535,56575.463344428295,1.7616740757510624e-05,-0.07036343980972533,-0.12278743598416984,0.006,0.5218123870945419,1.804926008249992e-06,0.4598308760394199,0.08924184772929014,27.806133214538306,34,Minimization exited successfully.
1253101,0,0,18,17,0,0.4596,56576.9908145743,1.5184293223123071e-05,1.487771876953022,-0.010297163619450997,0.0005,0.7482101203568163,1.911800487829049e-06,0.6123608664129043,0.1104179553594373,52.88451562821547,31,Minimization exited successfully.
1253920,0,15,14,0,0,0.1956,56583.44771146925,9.195929059271914e-05,-0.5143669945180281,-0.014350043072317515,0.001,0.1599566352997499,6.023255565371824e-06,0.20178289781582684,0.05583278178935778,96.12668277056584,25,Minimization exited successfully.
1255502,6,4,4,0,0,0.1482,56592.72356065531,0.00022871215169247396,1.0772974342456014,-0.04491552432362615,0.001,0.19018373789003817,1.54863228142209e-05,0.29774289187296715,0.04539568411381656,75.25113795672631,10,Minimization exited successfully.
1257366,0,8,10,0,0,0.2114,56611.96016166177,4.7214292279635796e-05,-0.20777568667482035,0.09700944724321799,0.001,0.5527936068247072,6.100161944244118e-06,0.4761648655934083,0.10093296075687067,25.974252637777013,14,Minimization exited successfully.
1257695,0,11,13,0,0,0.1838,56613.311564475836,0.00012206634924776845,0.4028169319978792,-0.06738945368592973,0.001,0.13214603277810966,7.790920020727921e-06,0.1281992358209546,0.05209430993912616,80.14601413765284,20,Minimization exited successfully.
1258906,0,15,13,15,0,0.3492,56621.18748121261,2.2554192450082012e-05,-0.24805737031939357,-0.05374368217172991,0.001,0.3622633986778965,1.3963374422615246e-06,0.3374074500349503,0.0516856927092846,27.206262449455206,39,Minimization exited successfully.
1258940,0,18,17,18,0,0.4259,56619.55898725135,1.593918798996206e-05,-0.11326831271705251,-0.06162493160300918,0.001,0.4768926759934402,9.051356834582895e-07,0.4189363983989072,0.050986054454109454,50.20004856499273,49,Minimization exited successfully.
1259412,0,11,12,0,0,0.3047,56624.30311470976,3.616087327167235e-05,0.9238285673276561,-0.00125349349288154,0.001,0.2735322989829001,1.4424665695935295e-06,0.16697625456021734,0.040541844585412955,74.091137229493,19,Minimization exited successfully.
1261579,0,10,10,0,0,0.3222,56638.56859031781,3.0184501863543217e-05,-0.21275312145513722,0.011812071297842239,0.001,0.13564858941026614,1.1772596247046499e-06,0.14238266047462259,0.03883723762346726,18.97464805680989,16,Minimization exited successfully.
1262214,0,0,23,0,0,0.6894,56657.78949765825,1.2294719244700102e-05,0.3282064260089809,-5.23732688868798,0.01,0.6422957007780496,4.478404743176842e-06,0.5605953694375773,5.558654493306803,28.753423914819955,19,Minimization exited successfully.
1262715,0,0,12,13,0,0.6894,56661.49906855679,6.859926893107917e-06,1.215759597570145,-0.08662962391910448,0.01,0.6330437952565262,3.6144463772929444e-07,0.5244573849142634,0.07610691788273069,9.603825386790097,21,Minimization exited successfully.
1263369,0,9,9,0,0,0.3125,56665.879867376076,3.569380681928216e-05,-0.13257847000493136,-0.16560284222358293,0.001,0.39360641540406505,2.2352528783228707e-06,0.41644969277378124,0.06627792625562541,5.33116811797906,14,Minimization exited successfully.
1263715,0,9,9,0,0,0.2919,56667.242057034106,3.944369818452188e-05,0.5275341817453301,-0.04191088466623238,0.001,0.3188297675624199,2.3874471988257785e-06,0.4172443562142675,0.05371118294814055,11.236150789193301,14,Minimization exited successfully.
1275946,0,18,19,0,0,0.2321,57261.6319923448,8.444520525100465e-05,1.458710884551286,-0.08622281102195124,0.005,0.17344877293362515,4.276781273915677e-06,0.1991434361053795,0.04498057669088113,364.14949242634873,33,Minimization exited successfully.
1279500,0,12,12,0,0,0.235,57251.6174081398,5.851801132180596e-05,0.6622918494564946,0.00818855496038074,0.005,0.4108279380161548,2.6812632127143334e-06,0.17304648669203315,0.04159556789427161,39.351350323972426,20,Minimization exited successfully.
1280217,0,16,16,17,0,0.359,57251.33652268733,1.920442640179738e-05,1.8776584705250796,0.15987014268746394,0.005,1.8272342647214828,1.0445553602718889e-06,0.647479881837612,0.04928763743842645,104.8471652659859,45,Minimization exited successfully.
1281668,0,20,21,0,0,0.3071,57271.03272463508,3.963220978087428e-05,0.06140404778727856,-0.1149605083253291,0.005,0.3964147148763004,1.970426230364977e-06,0.32663366140756783,0.04934196846077223,60.04901413655321,37,Minimization exited successfully.
1281886,0,18,18,19,0,0.384,57268.36649750451,1.985996957825912e-05,1.1968497760689647,0.01488036579377161,0.005,0.4960853960728855,1.3820789972776451e-06,0.43626489189592343,0.05681444447200655,51.665110425326056,51,Minimization exited successfully.
1282736,0,19,16,20,0,0.3689,57266.57869506158,1.4463791458692635e-05,-0.4635572405776232,0.12433336890248267,0.005,0.5003111881378572,1.0447048980945402e-06,0.44453249292392316,0.06070474933773467,39.30204483807438,51,Minimization exited successfully.
1283373,0,13,15,0,0,0.2075,57268.84132058278,7.35338828991866e-05,-0.9377541380355484,-0.17158632054172382,0.001,0.0004593194098561071,5.4634530980795036e-06,0.28537636528865223,0.06777866520116671,33.21248997653354,24,Minimization exited successfully.
1283878,0,15,14,0,0,0.3135,57265.498009294395,2.4991536069535125e-05,-0.8184733280835859,0.02309527133279794,0.001,0.6809834571140527,4.443852410106776e-06,0.8400778513302614,0.14124650158322344,3.8886412619270376,25,Minimization exited successfully.
1283936,0,21,21,23,0,0.369,57268.64299732089,1.0225500785365009e-05,0.15836362763445863,0.21116175622298308,0.005,0.7005108567536809,9.31739774508644e-07,0.6053408779890184,0.0733329207490369,40.903010734747554,61,Minimization exited successfully.
1285160,0,0,0,17,0,0.7493,57271.45520337107,6.009244013179336e-07,-1.4918069944786188,2.4460279103733953,0.005,1.0170272809446033,3.4685065692561903e-07,0.643696471375399,0.660170892323452,21.20555390443446,13,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1285317,0,0,23,24,0,0.5649,57268.92728782357,9.245247603169947e-06,0.07338615103227497,-0.050406916697330065,0.005,0.991252791176521,9.541341964241647e-07,0.7292652808246779,0.10771220711498557,23.17556651007788,43,Minimization exited successfully.
1286398,12,14,13,0,0,0.1503,57270.882872877264,0.00010674475813789452,-1.8391838238410667,-0.01885686082392698,0.001,0.3519377208322112,6.299985612462102e-06,0.22509841093996918,0.04291959456638159,67.67921697774574,35,Minimization exited successfully.
1287626,0,5,7,0,0,0.304,56682.727344005245,3.637229970148309e-05,-0.6350128679086123,-0.004203888470631264,0.005,0.45152773373774835,1.7856927359510165e-06,0.5151540763975465,0.04894634500669678,6.5059987879955345,8,Minimization exited successfully.
1289288,0,19,21,0,0,0.2897,57273.092235417505,2.7858435653970042e-05,-1.3149004936002118,0.006485131279447103,0.001,0.9713597825721081,2.730410954626602e-06,0.795760309126868,0.09785435258769064,28.250694848618032,36,Minimization exited successfully.
1289555,0,0,20,21,0,0.5588,57276.2451955564,1.1343491317154983e-05,0.18704578994858007,-0.14467088523584837,0.005,1.2280109347084363,1.3869159124783393e-06,0.7494316609211916,0.13382249594541856,28.654983313171236,37,Minimization exited successfully.
1289600,0,17,17,16,0,0.4196,57282.99904828148,1.2103832687764519e-05,1.3212654792023044,0.0760075886126919,0.001,0.3832168187982461,4.4035158902161474e-07,0.2810267825694487,0.0360354826112168,118.92878186448534,46,Minimization exited successfully.
1289656,0,0,19,21,0,0.5394,57270.78561629495,8.77195882400086e-06,-0.45915397518596707,-0.002414318347326546,0.005,1.2445109858854266,1.2126325108863613e-06,0.7237900974391196,0.1316226958637507,39.49068133298154,36,Minimization exited successfully.
1289664,0,17,17,0,0,0.2491,57278.8995682445,4.787223230843647e-05,-1.0068984936885776,0.019236449221650704,0.005,0.3000621580176812,2.468371913035353e-06,0.1976377760918894,0.046251581173429056,88.70115412233642,30,Minimization exited successfully.
1290779,0,11,11,12,0,0.3895,56891.28494325722,1.6618408281436734e-05,-0.4911760269765068,-0.010452777215826322,0.01,0.7431783240572258,7.711560547907214e-07,0.43434432254240457,0.044110479373118724,31.299626856644558,30,Minimization exited successfully.
1290816,0,10,10,0,0,0.2185,56891.6194635657,6.498633393065882e-05,1.2840356516230642,-0.002199875805569188,0.001,0.49232297676280723,3.721334177363735e-06,0.28648207270191645,0.05136170877693347,158.2617755916146,16,Minimization exited successfully.
1291080,0,0,13,14,0,0.4438,56889.03643156871,1.4593571922709391e-05,-1.6527342450549236,-0.23544673866282567,0.005,2.0550659814507526,2.778526620558275e-06,0.8998074472378129,0.1697311952615094,33.3807894204061,23,Minimization exited successfully.
1291090,0,13,11,0,0,0.292,56904.956623534716,5.110164057068682e-05,1.142798453794869,-0.12240088109868756,0.001,0.29411843661000603,3.073117626838779e-06,0.30211358654502585,0.05654897153327057,70.95202674381812,20,Minimization exited successfully.
