cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1248677,0,13,17,16,0,0.3502,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1250017,0,16,15,0,0,0.1817,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1253039,0,0,18,20,0,0.4535,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1253101,0,0,18,17,0,0.4596,nan,nan,nan,nan,0.0005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1253920,0,15,14,0,0,0.1956,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1255502,6,4,4,0,0,0.1482,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1257366,0,8,10,0,0,0.2114,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1257695,0,11,13,0,0,0.1838,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1258906,0,15,13,15,0,0.3492,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1258940,0,18,17,18,0,0.4259,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1259412,0,11,12,0,0,0.3047,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1261579,0,10,10,0,0,0.3222,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1262214,0,0,23,0,0,0.6894,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1262715,0,0,12,13,0,0.6894,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1263369,0,9,9,0,0,0.3125,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1263715,0,9,9,0,0,0.2919,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1275946,0,18,19,0,0,0.2321,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1279500,0,12,12,0,0,0.235,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1280217,0,16,16,17,0,0.359,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1281668,0,20,21,0,0,0.3071,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
