cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1281886,0,18,18,19,0,0.384,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1282736,0,19,16,20,0,0.3689,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1283373,0,13,15,0,0,0.2075,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1283878,0,15,14,0,0,0.3135,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1283936,0,21,21,23,0,0.369,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1285160,0,0,0,17,0,0.7493,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1285317,0,0,23,24,0,0.5649,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1286398,12,14,13,0,0,0.1503,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1287626,0,5,7,0,0,0.304,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1289288,0,19,21,0,0,0.2897,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1289555,0,0,20,21,0,0.5588,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1289600,0,17,17,16,0,0.4196,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1289656,0,0,19,21,0,0.5394,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1289664,0,17,17,0,0,0.2491,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1290779,0,11,11,12,0,0.3895,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1290816,0,10,10,0,0,0.2185,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1291080,0,0,13,14,0,0.4438,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1291090,0,13,11,0,0,0.292,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1291794,0,18,19,18,0,0.3951,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1291957,0,15,14,15,0,0.36,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1292145,0,0,19,19,0,0.4925,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1292195,0,0,0,19,0,0.8293,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1292332,0,12,13,0,0,0.2735,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1292336,0,12,13,0,0,0.2336,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1292560,0,11,14,0,0,0.2248,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1293319,0,14,14,0,0,0.2969,nan,nan,nan,nan,0.0005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1293758,10,7,1,0,0,0.1472,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1294014,0,13,9,6,0,0.3627,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1294743,0,11,11,0,0,0.3126,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1295027,0,18,17,19,0,0.4254,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1295256,0,0,16,17,0,0.4425,nan,nan,nan,nan,0.007,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1295305,0,0,15,18,0,0.6117,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1295921,0,0,14,13,0,0.5239,nan,nan,nan,nan,0.007,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1296273,0,16,15,16,0,0.397,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1296321,0,13,12,0,0,0.1844,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1296657,4,4,10,0,0,0.1462,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1297026,0,13,13,0,0,0.2585,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1297465,0,14,16,0,0,0.2778,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1298281,0,15,14,0,0,0.2351,nan,nan,nan,nan,0.003,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1298893,0,4,5,0,0,0.1962,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1299643,0,17,16,17,0,0.38,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1299775,0,6,9,0,0,0.1598,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1299785,0,16,17,15,0,0.3813,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1300516,0,17,18,0,0,0.3104,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1300912,0,15,17,0,0,0.3376,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1301933,0,16,15,0,0,0.3299,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1302058,0,14,16,0,0,0.1984,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1302141,0,0,22,24,0,0.6088,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1302187,0,9,15,0,0,0.2195,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1302523,0,15,13,15,0,0.4239,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1302648,0,13,15,0,0,0.2319,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1303004,0,18,18,0,0,0.2949,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1303279,0,8,9,0,0,0.1724,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1303496,0,10,9,0,0,0.1798,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1303883,0,17,18,0,0,0.2591,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1303952,0,0,21,21,0,0.5626,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1304127,0,0,0,21,0,0.7286,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1304442,0,2,2,0,0,0.2171,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1304678,0,10,13,0,0,0.2188,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1305504,0,0,14,16,0,0.4956,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1305626,0,15,13,0,0,0.3257,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306029,0,19,19,20,0,0.4289,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306073,0,15,13,0,0,0.3286,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306141,0,15,17,0,0,0.3324,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306360,0,0,19,21,0,0.4494,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306390,0,17,17,17,0,0.407,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306537,0,0,19,20,0,0.4795,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306626,0,18,18,20,0,0.4095,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306785,0,0,11,12,0,0.5787,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306980,0,0,22,24,0,0.5489,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1306991,0,18,17,20,0,0.4217,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1307277,0,18,18,19,0,0.4107,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1307830,0,15,16,15,0,0.3493,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1308314,0,18,19,19,0,0.4065,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1308326,0,16,16,0,0,0.3262,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1308568,0,0,19,21,0,0.6431,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1308582,0,14,15,15,0,0.3669,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1308884,10,13,0,0,0,0.0772,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1308957,0,0,19,18,0,0.6187,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1309288,0,6,13,0,0,0.2684,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1309492,0,15,15,0,0,0.3335,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1309749,0,0,0,19,0,0.7893,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1310338,0,17,9,19,0,0.4388,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1310395,0,18,17,0,0,0.289,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1312274,0,16,16,14,0,0.438,nan,nan,nan,nan,0.006,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1313594,0,12,14,0,0,0.2883,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1314897,0,11,14,0,0,0.3369,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1315192,0,7,12,0,0,0.2254,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1315259,0,10,11,0,0,0.228,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1315296,0,14,13,14,0,0.4126,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1316385,8,3,8,0,0,0.1478,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1316431,0,10,10,0,0,0.1981,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1316437,0,0,13,11,0,0.482,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1316465,0,11,10,0,0,0.3291,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317164,0,5,6,0,0,0.1547,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317277,0,12,13,0,0,0.2371,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317286,0,14,13,0,0,0.279,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317454,0,0,10,10,0,0.5688,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1317666,10,12,12,0,0,0.1414,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1319366,0,17,17,0,0,0.2361,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1319821,0,10,13,0,0,0.3088,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1320166,0,0,10,9,0,0.449,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1322229,0,0,7,7,0,0.5261,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1322979,0,0,9,10,0,0.5294,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1324542,0,0,9,10,0,0.5415,nan,nan,nan,nan,0.0005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1325358,0,0,0,7,0,0.7793,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1327978,0,10,13,0,0,0.2073,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1328066,0,0,20,22,0,0.4489,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1328105,0,21,21,23,0,0.4402,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329166,0,0,0,17,0,0.7316,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329196,0,0,0,20,0,0.7693,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329312,0,15,16,0,0,0.3444,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1329615,0,17,17,16,0,0.4039,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330031,13,13,13,0,0,0.1041,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330426,0,16,17,0,0,0.2595,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330642,0,0,17,17,0,0.6339,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1330903,0,0,20,21,0,0.5638,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1331123,0,17,17,0,0,0.2291,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1331993,0,0,16,14,0,0.7196,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1332059,0,0,18,19,0,0.5788,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1332413,0,0,17,17,0,0.6087,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1333246,0,16,14,16,0,0.4379,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1333438,0,15,16,9,0,0.3995,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334084,6,8,11,0,0,0.1335,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334087,0,4,3,0,0,0.2663,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334302,0,0,17,19,0,0.4549,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334423,0,14,14,14,0,0.3577,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334448,0,0,16,16,0,0.5167,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334470,0,0,15,15,0,0.5188,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334597,0,12,12,0,0,0.289,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334620,0,15,14,0,0,0.1961,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334644,0,15,13,0,0,0.2881,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334645,0,12,14,0,0,0.2312,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334707,0,0,15,16,0,0.6488,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1334879,0,0,16,17,0,0.6393,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335472,0,0,14,15,0,0.4989,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335564,0,0,15,14,0,0.6077,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335694,0,11,8,0,0,0.2591,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335717,0,13,12,0,0,0.3048,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335718,0,0,14,15,0,0.6993,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1335868,0,0,17,16,0,0.6194,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336008,0,13,11,13,0,0.438,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336009,0,13,12,0,0,0.3416,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336453,0,9,10,0,0,0.1848,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336480,0,7,10,0,0,0.256,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1336687,0,12,11,0,0,0.2337,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337117,0,0,11,12,0,0.5539,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337221,0,0,14,14,0,0.6688,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337228,0,0,14,14,0,0.5788,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337272,0,0,12,12,0,0.5027,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337325,0,0,12,12,0,0.6387,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337649,0,9,9,0,0,0.2491,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337655,0,0,0,10,0,0.8485,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337687,0,12,12,0,0,0.3195,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337703,0,0,15,14,0,0.5334,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1337838,0,11,10,0,0,0.3119,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338128,0,11,11,0,0,0.3117,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338170,0,11,11,11,0,0.389,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338233,0,0,13,13,0,0.598,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338266,0,0,19,21,0,0.6476,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338278,0,0,10,10,0,0.5639,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338387,0,0,10,10,0,0.5838,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338430,0,0,9,9,0,0.5089,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338471,0,0,11,12,0,0.5309,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1338675,0,8,9,0,0,0.3306,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339002,0,9,9,0,0,0.3025,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339149,0,0,9,9,0,0.4678,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339392,0,6,7,0,0,0.1804,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1339450,0,0,13,13,0,0.5505,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1340454,0,11,11,10,0,0.421,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1341370,0,8,8,8,0,0.409,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1341894,0,7,7,0,0,0.3121,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1342255,0,6,6,0,0,0.2141,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343208,0,0,6,10,0,0.4993,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343337,0,8,8,0,0,0.3389,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343401,0,6,6,6,0,0.3829,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343533,0,8,8,8,0,0.368,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343759,0,0,7,8,0,0.508,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1343871,0,0,7,7,0,0.6379,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1344692,0,7,7,7,0,0.3795,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1345553,0,6,6,0,0,0.3189,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1345582,0,0,7,7,0,0.4588,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1345594,0,5,6,6,0,0.4224,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1346137,0,7,7,7,0,0.3635,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1346387,0,7,6,0,0,0.3445,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
1346956,0,5,5,0,0,0.3335,nan,nan,nan,nan,0.005,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
