objId,Phase,Redshift,subType,nSubType,percSubType,nType,percType,SDSSClass
18909,-5.4,0.2273,Gal,3.0,100.0,3.0,100.0,SNIa?
18927,4.2,0.2163,Ia-norm,38.0,86.36363636363636,44.0,100.0,SNIa
18945,-2.4,0.2748,Ia-norm,140.0,100.0,140.0,100.0,SNIa
18965,-5.4,0.2133,Ia-norm,1.0,100.0,1.0,100.0,SNIa
19002,-4.2,0.274,Ia-norm,35.0,87.5,40.0,100.0,SNIa
19003,-4.9,0.0611,Ia-norm,18.0,78.26086956521739,23.0,100.0,SNIa
19008,-2.7,0.2334,Ia-norm,3.0,100.0,3.0,100.0,SNIa
19023,-1.8,0.2471,Ia-norm,18.0,100.0,18.0,100.0,SNIa
19025,4.6,0.4107,Ia-norm,27.0,93.10344827586206,29.0,100.0,SNIa
19027,2.4,0.2967,Ia-norm,31.0,88.57142857142857,35.0,100.0,SNIa
19029,-2.6,0.3232,Ia-91T,6.0,60.0,10.0,100.0,SNIa
19051,-1.2,0.278,Gal,2.0,50.0,4.0,100.0,SNIa
19070,1.1,0.4594,Ia-norm,46.0,86.79245283018868,53.0,100.0,SNIa
19101,-7.2,0.1926,Ia-norm,21.0,95.45454545454545,22.0,100.0,SNIa
19128,-0.1,0.289,Ia-norm,110.0,93.22033898305084,118.0,100.0,SNIa
19149,-8.7,0.206,Ia-91T,26.0,86.66666666666667,30.0,100.0,SNIa
19155,-7.6,0.0755,Ia-norm,77.0,86.51685393258427,89.0,100.0,SNIa
19174,13.1,0.1666,Ia-norm,5.0,83.33333333333334,6.0,75.0,SNIa
19207,9.3,0.2553,Ia-norm,10.0,83.33333333333334,12.0,100.0,SNIa
19211,11.2,0.4023,Ia-91T,1.0,100.0,1.0,100.0,SNIa
19220,11.0,0.2069,IIL,6.0,75.0,8.0,57.14285714285714,SNIa?
19221,-8.4,0.0505,IIP,1.0,100.0,1.0,100.0,SNII
19222,1.1,0.1614,IIP,13.0,100.0,13.0,100.0,SNII
19230,-2.4,0.2277,Ia-norm,79.0,87.77777777777777,90.0,100.0,SNIa
19282,-9.3,0.1802,Ia-norm,42.0,84.0,50.0,100.0,SNIa
19323,-4.8,0.0709,Ib-norm,4.0,80.0,5.0,100.0,SNIb
19341,-3.3,0.2317,Ia-norm,174.0,95.08196721311475,183.0,100.0,SNIa
19353,-8.6,0.1546,Ia-norm,37.0,100.0,37.0,100.0,SNIa
19381,-4.5,0.2127,Ia-norm,44.0,100.0,44.0,100.0,SNIa
19389,5.0,0.4674,Ia-norm,4.0,66.66666666666666,6.0,100.0,SNIa?
19425,14.1,0.2112,Ia-norm,1.0,100.0,1.0,100.0,SNIa?
19543,-1.1,0.1205,Ia-norm,66.0,100.0,66.0,100.0,SNIa
19604,7.8,0.2937,Ic-norm,2.0,100.0,2.0,66.66666666666666,SNIa
19616,-2.5,0.1718,Ia-norm,6.0,100.0,6.0,100.0,SNIa
19626,6.1,0.116,Ia-norm,13.0,54.166666666666664,24.0,100.0,SNIa
19632,12.3,0.3169,Ia-norm,9.0,90.0,10.0,100.0,SNIa
19658,7.2,0.2028,Ia-norm,12.0,100.0,12.0,100.0,SNIa
19757,8.5,0.3851,Ia-norm,42.0,100.0,42.0,100.0,SNIa
19775,2.6,0.1418,Ia-norm,8.0,88.88888888888889,9.0,100.0,SNIa
19818,5.9,0.3014,Ia-norm,9.0,90.0,10.0,100.0,SNIa
19899,-2.6,0.0908,Ia-norm,1.0,100.0,1.0,100.0,SNIa
19913,11.8,0.2072,Ia-norm,262.0,86.18421052631578,304.0,99.34640522875817,SNIa
19940,-0.6,0.1573,Ia-norm,2.0,50.0,4.0,100.0,SNIa
19953,-8.2,0.123,Ia-norm,54.0,84.375,64.0,100.0,SNIa
19968,0.2,0.058,Ia-norm,11.0,73.33333333333333,15.0,100.0,SNIa
19969,3.0,0.1735,Ia-norm,73.0,94.8051948051948,77.0,100.0,SNIa
19990,8.6,0.2485,Ia-norm,8.0,100.0,8.0,100.0,SNIa
19992,3.5,0.2341,Ia-91T,10.0,37.03703703703704,27.0,96.42857142857143,SNIa
20039,10.0,0.2498,Ia-norm,3.0,100.0,3.0,100.0,SNIa
20040,8.3,0.2891,Ia-norm,2.0,100.0,2.0,100.0,SNIa
20048,1.8,0.1899,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20064,-7.1,0.1098,Ia-norm,7.0,77.77777777777779,9.0,100.0,SNIa
20084,0.8,0.1388,Ia-91T,25.0,64.1025641025641,39.0,97.5,SNIa
20088,10.2,0.2447,Ia-norm,5.0,62.5,8.0,100.0,SNIa
20106,6.1,0.3432,Ia-norm,76.0,98.7012987012987,77.0,100.0,SNIa
20111,2.0,0.2529,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20142,6.4,0.3066,Ia-pec,6.0,40.0,15.0,100.0,SNIa
20144,1.4,0.2263,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20184,3.5,0.3243,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20186,-2.3,0.3569,Ia-norm,86.0,85.14851485148515,101.0,100.0,SNIa
20208,2.6,0.0513,Ia-91bg,4.0,57.14285714285714,7.0,100.0,SNIa
20227,9.5,0.2873,Ia-norm,1.0,50.0,2.0,100.0,SNIa
20245,-2.9,0.2924,IIL,7.0,87.5,8.0,57.14285714285714,SNIa
20345,-1.5,0.268,Ia-norm,233.0,89.272030651341,261.0,100.0,SNIa
20350,-3.9,0.1317,Ia-norm,270.0,90.0,300.0,100.0,SNIa
20364,-2.1,0.2196,Ia-norm,138.0,84.66257668711657,163.0,100.0,SNIa
20376,4.8,0.2003,Ia-norm,46.0,92.0,50.0,100.0,SNIa
20430,1.9,0.1697,Ia-norm,39.0,97.5,40.0,100.0,SNIa
20432,6.4,0.3085,Ia-norm,24.0,96.0,25.0,100.0,SNIa
20470,-6.2,0.1278,Ia-norm,36.0,61.016949152542374,59.0,100.0,SNIa
20528,-0.8,0.1397,Ia-norm,3.0,50.0,6.0,100.0,SNIa
20530,0.4,0.0618,Gal,2.0,100.0,2.0,100.0,SNII
20533,-5.9,0.3037,Ia-91T,17.0,51.515151515151516,33.0,100.0,SNIa
20581,-0.9,0.2128,Ia-norm,4.0,100.0,4.0,100.0,SNIa
20677,-4.0,0.0768,Ib-norm,3.0,50.0,6.0,54.54545454545454,SNIc
20687,-1.0,0.196,Ia-norm,27.0,62.7906976744186,43.0,100.0,SNIa
20718,-7.2,0.1007,Ia-norm,3.0,100.0,3.0,100.0,Unknown
20768,1.1,0.2395,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20821,5.6,0.1986,Ia-norm,13.0,100.0,13.0,100.0,SNIa
20829,-2.9,0.3099,Ia-norm,5.0,100.0,5.0,100.0,SNIa
20889,-3.0,0.2018,Ia-norm,138.0,82.14285714285714,168.0,100.0,SNIa
21006,1.8,0.2947,Ia-norm,9.0,100.0,9.0,100.0,SNIa
21033,-5.7,0.2305,Ia-norm,7.0,100.0,7.0,100.0,SNIa
21034,14.9,0.1097,Ia-norm,94.0,93.06930693069307,101.0,100.0,SNIa
21042,-4.4,0.3124,Ia-norm,1.0,100.0,1.0,100.0,SNIa
21062,-5.4,0.1504,Ia-norm,50.0,74.6268656716418,67.0,95.71428571428572,SNIa
21064,-2.3,0.0719,IIP,18.0,100.0,18.0,100.0,SNII
21502,14.7,0.089,Ia-norm,37.0,90.2439024390244,41.0,100.0,SNIa
21510,-2.2,0.1583,Ia-norm,7.0,58.333333333333336,12.0,100.0,SNIa
21810,9.3,0.1798,Ia-91T,2.0,100.0,2.0,100.0,SNIa
21814,10.7,0.1053,Ia-norm,180.0,85.30805687203792,211.0,96.78899082568807,SNIa
21861,8.8,0.1862,Ia-norm,34.0,94.44444444444444,36.0,100.0,SNIa
22075,3.0,0.1309,Ia-norm,4.0,100.0,4.0,100.0,SNIa
