objId,Phase,Redshift,subType,nSubType,percSubType,nType,percType,SDSSClass
18749,-1.1,0.1882,Ia-91T,6.0,66.66666666666666,9.0,100.0,SNIa
18751,4.2,0.0738,Ia-norm,5.0,83.33333333333334,6.0,100.0,SNIa
18768,7.9,0.1999,Ia-norm,6.0,100.0,6.0,100.0,SNIa
18787,-0.2,0.2003,Ia-norm,1.0,100.0,1.0,100.0,SNIa
18804,-5.8,0.2004,Ia-norm,3.0,100.0,3.0,100.0,SNIa
18807,-7.3,0.1779,Ia-norm,172.0,84.72906403940887,203.0,100.0,SNIa
18809,-1.2,0.1272,Ia-norm,76.0,98.7012987012987,77.0,100.0,SNIa
18834,1.4,0.1409,IIP,30.0,100.0,30.0,96.7741935483871,SNII
18835,-10.4,0.1222,Ia-norm,1.0,100.0,1.0,100.0,SNIa
18855,-4.0,0.1248,Ia-norm,217.0,93.93939393939394,231.0,100.0,SNIa
18890,-8.5,0.0693,Ia-norm,16.0,100.0,16.0,100.0,SNIa
18892,2.8,0.1382,IIP,20.0,100.0,20.0,100.0,SNII
18903,-4.5,0.1578,Ia-91T,9.0,50.0,18.0,100.0,SNIa?
18909,-5.4,0.2273,Gal,3.0,100.0,3.0,100.0,SNIa?
18927,4.2,0.2172,Ia-norm,49.0,84.48275862068965,58.0,100.0,SNIa
18945,-2.4,0.274,Ia-norm,202.0,99.01960784313727,204.0,100.0,SNIa
18965,-5.4,0.2133,Ia-norm,1.0,100.0,1.0,100.0,SNIa
19002,-4.2,0.2701,Ia-norm,56.0,88.88888888888889,63.0,100.0,SNIa
19003,-4.9,0.0605,Ia-norm,19.0,70.37037037037037,27.0,100.0,SNIa
19008,-2.7,0.2334,Ia-norm,3.0,100.0,3.0,100.0,SNIa
19023,-1.8,0.2459,Ia-norm,27.0,96.42857142857143,28.0,100.0,SNIa
19025,4.6,0.4143,Ia-norm,46.0,88.46153846153845,52.0,100.0,SNIa
19027,2.4,0.2967,Ia-norm,32.0,88.88888888888889,36.0,100.0,SNIa
19029,-2.6,0.3232,Ia-91T,6.0,60.0,10.0,100.0,SNIa
19051,-1.2,0.278,Gal,2.0,50.0,4.0,100.0,SNIa
19070,1.1,0.46,Ia-norm,53.0,86.88524590163934,61.0,100.0,SNIa
19101,-7.2,0.1894,Ia-norm,52.0,85.24590163934425,61.0,100.0,SNIa
19128,-0.1,0.289,Ia-norm,128.0,93.43065693430657,137.0,100.0,SNIa
19149,-8.7,0.2059,Ia-91T,30.0,83.33333333333334,36.0,100.0,SNIa
19155,-7.6,0.0732,Ia-norm,168.0,82.35294117647058,204.0,100.0,SNIa
19174,13.1,0.1663,Ia-norm,7.0,70.0,10.0,76.92307692307693,SNIa
19207,9.3,0.2565,Ia-norm,39.0,90.69767441860465,43.0,100.0,SNIa
19211,11.2,0.4023,Ia-91T,1.0,100.0,1.0,100.0,SNIa
19220,11.0,0.2069,IIL,6.0,75.0,8.0,57.14285714285714,SNIa?
19221,-8.4,0.0505,IIP,1.0,100.0,1.0,100.0,SNII
19222,1.1,0.1614,IIP,14.0,100.0,14.0,100.0,SNII
19230,-2.4,0.2257,Ia-norm,124.0,89.85507246376811,138.0,100.0,SNIa
19282,-9.3,0.1722,Ia-91T,1.0,100.0,1.0,100.0,SNIa
19323,-4.8,0.0729,Ib-norm,5.0,71.42857142857143,7.0,100.0,SNIb
19341,-3.3,0.231,Ia-norm,271.0,94.09722222222221,288.0,100.0,SNIa
19353,-8.6,0.1531,Ia-norm,52.0,96.29629629629629,54.0,100.0,SNIa
19381,-4.5,0.2127,Ia-norm,61.0,100.0,61.0,100.0,SNIa
19389,5.0,0.4736,Ia-91T,9.0,52.94117647058824,17.0,100.0,SNIa?
19425,14.1,0.2112,Ia-norm,1.0,100.0,1.0,100.0,SNIa?
19543,-1.1,0.1204,Ia-norm,80.0,100.0,80.0,100.0,SNIa
19604,7.8,0.2937,Ic-norm,2.0,100.0,2.0,66.66666666666666,SNIa
19616,-2.5,0.1715,Ia-norm,7.0,100.0,7.0,100.0,SNIa
19626,6.1,0.1185,Ia-91T,24.0,57.14285714285714,42.0,100.0,SNIa
19632,12.3,0.3225,Ia-norm,16.0,88.88888888888889,18.0,100.0,SNIa
19658,7.2,0.2035,Ia-norm,17.0,100.0,17.0,100.0,SNIa
19757,8.5,0.3874,Ia-norm,113.0,95.76271186440678,118.0,100.0,SNIa
19775,2.6,0.1419,Ia-norm,9.0,90.0,10.0,100.0,SNIa
19794,11.8,0.295,Ia-norm,1.0,100.0,1.0,50.0,SNIa
19818,5.9,0.302,Ia-norm,11.0,91.66666666666666,12.0,100.0,SNIa
19899,-2.6,0.0908,Ia-norm,1.0,100.0,1.0,100.0,SNIa
19913,11.8,0.2051,Ia-norm,1.0,100.0,1.0,100.0,SNIa
19940,-0.6,0.1548,Ia-norm,3.0,60.0,5.0,100.0,SNIa
19953,-8.2,0.121,Ia-norm,114.0,79.72027972027972,143.0,100.0,SNIa
19968,0.2,0.058,Ia-norm,11.0,73.33333333333333,15.0,100.0,SNIa
19969,3.0,0.1743,Ia-norm,112.0,96.55172413793103,116.0,100.0,SNIa
19990,8.6,0.2485,Ia-norm,10.0,100.0,10.0,100.0,SNIa
19992,3.5,0.2384,Ia-91T,30.0,50.0,60.0,95.23809523809523,SNIa
20039,10.0,0.2498,Ia-norm,3.0,100.0,3.0,100.0,SNIa
20040,8.3,0.2891,Ia-norm,2.0,66.66666666666666,3.0,100.0,SNIa
20048,1.8,0.187,Ia-norm,2.0,100.0,2.0,100.0,SNIa
20064,-7.1,0.1095,Ia-norm,10.0,83.33333333333334,12.0,100.0,SNIa
20084,0.8,0.1401,Ia-91T,42.0,56.00000000000001,75.0,97.40259740259741,SNIa
20088,10.2,0.2453,Ia-norm,8.0,61.53846153846154,13.0,100.0,SNIa
20106,6.1,0.3439,Ia-norm,119.0,96.7479674796748,123.0,100.0,SNIa
20111,2.0,0.2534,Ia-norm,3.0,100.0,3.0,100.0,SNIa
20142,6.4,0.3032,Ia-pec,19.0,67.85714285714286,28.0,93.33333333333333,SNIa
20144,1.4,0.2277,Ia-norm,2.0,100.0,2.0,100.0,SNIa
20184,3.5,0.3243,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20186,-2.3,0.3552,Ia-norm,133.0,89.86486486486487,148.0,100.0,SNIa
20208,2.6,0.0609,Ia-norm,21.0,50.0,42.0,100.0,SNIa
20227,9.5,0.2873,Ia-norm,1.0,50.0,2.0,100.0,SNIa
20245,-2.9,0.2924,IIL,7.0,87.5,8.0,53.333333333333336,SNIa
20345,-1.5,0.2788,Ia-norm,1.0,100.0,1.0,100.0,SNIa
20350,-3.9,0.1316,Ia-norm,333.0,89.75741239892183,371.0,100.0,SNIa
20364,-2.1,0.219,Ia-norm,211.0,88.28451882845188,239.0,100.0,SNIa
20376,4.8,0.2038,Ia-norm,78.0,90.69767441860465,86.0,100.0,SNIa
20430,1.9,0.1699,Ia-norm,43.0,97.72727272727273,44.0,100.0,SNIa
20432,6.4,0.309,Ia-norm,25.0,89.28571428571429,28.0,100.0,SNIa
20470,-6.2,0.1264,Ia-norm,46.0,64.7887323943662,71.0,100.0,SNIa
20528,-0.8,0.1399,Ia-norm,14.0,63.63636363636363,22.0,100.0,SNIa
20530,0.4,0.0618,Gal,2.0,100.0,2.0,100.0,SNII
20533,-5.9,0.3037,Ia-91T,18.0,51.42857142857142,35.0,100.0,SNIa
20581,-0.9,0.2128,Ia-norm,4.0,100.0,4.0,100.0,SNIa
20677,-4.0,0.0641,Ib-pec,6.0,66.66666666666666,9.0,50.0,SNIc
20687,-1.0,0.196,Ia-norm,38.0,70.37037037037037,54.0,100.0,SNIa
20718,-7.2,0.098,Ia-norm,5.0,62.5,8.0,100.0,Unknown
20768,1.1,0.238,Ia-norm,2.0,100.0,2.0,100.0,SNIa
20821,5.6,0.1987,Ia-norm,14.0,93.33333333333333,15.0,100.0,SNIa
20829,-2.9,0.3099,Ia-norm,5.0,100.0,5.0,100.0,SNIa
20889,-3.0,0.2012,Ia-norm,213.0,85.54216867469879,249.0,100.0,SNIa
21006,1.8,0.2967,Ia-norm,11.0,100.0,11.0,100.0,SNIa
21033,-5.7,0.2311,Ia-norm,10.0,100.0,10.0,100.0,SNIa
21034,14.9,0.1097,Ia-norm,97.0,91.50943396226415,106.0,100.0,SNIa
21042,-4.4,0.3097,Ia-norm,2.0,66.66666666666666,3.0,100.0,SNIa
21062,-5.4,0.1494,Ia-norm,109.0,81.34328358208955,134.0,97.10144927536231,SNIa
21064,-2.3,0.0719,IIP,24.0,100.0,24.0,96.0,SNII
21502,14.7,0.0891,Ia-norm,44.0,83.01886792452831,53.0,100.0,SNIa
21510,-2.2,0.1583,Ia-norm,9.0,50.0,18.0,100.0,SNIa
21810,9.3,0.1798,Ia-91T,2.0,100.0,2.0,100.0,SNIa
21814,10.7,0.1039,Ia-norm,271.0,81.62650602409639,332.0,94.05099150141642,SNIa
21861,8.8,0.1891,Ia-norm,119.0,86.86131386861314,137.0,100.0,SNIa
22075,3.0,0.1308,Ia-norm,8.0,100.0,8.0,100.0,SNIa
