obj_id,z,z_err,num_points_desu,num_points_desg,t0,amplitude,t0_err,amplitude_err,chi,dof,message
des_01317666.dat,0.1414,0.001,0,8,57286.3855779298,2.2221426693336987e-10,0.11095133571143379,2.0840744250323115e-12,3736.523616808392,17,Minimization exited successfully.
des_01319366.dat,0.2361,0.005,0,0,57289.526892341135,2.713078811297814e-10,0.21007773917881423,3.615154128486466e-12,431.481762520284,13,Minimization exited successfully.
des_01319821.dat,0.3088,0.001,0,0,57007.94728460226,1.1446134321514995e-10,0.7867149660996802,5.555332779786591e-12,66.78880275800664,6,Minimization exited successfully.
des_01320166.dat,0.449,0.01,0,0,57000.41373544344,3.349604749589638e-11,0.4806394704646664,1.6075071941222946e-12,35.76608199647809,6,Minimization exited successfully.
des_01322229.dat,0.5261,0.001,0,0,57009.67912936377,1.5813512310713582e-11,0.7858605738947517,5.679679050229565e-13,32.54276088821422,3,Minimization exited successfully.
des_01322979.dat,0.5294,0.005,0,0,57017.3219460791,1.5225257212803897e-11,0.3363916908201645,2.384652537432637e-13,226.87563824952713,5,Minimization exited successfully.
des_01324542.dat,0.5415,0.0005,0,0,57021.809503878954,2.369485877116416e-11,0.969453088062437,1.4101469127087196e-12,23.179689164976796,5,Minimization exited successfully.
des_01325358.dat,0.7793,0.005,0,0,57018.06232527222,1.2314840414073552e-11,3.2630690257574315,1.098156028951076e-12,8.360070077527165,4,Minimization exited successfully.
des_01327978.dat,0.2073,0.001,0,0,57285.91166726138,3.383835453613814e-10,0.896178439626965,2.3734963630561084e-11,5.559583221347224,6,Minimization exited successfully.
des_01328066.dat,0.4489,0.005,0,0,57278.651061453515,5.461024528347998e-11,1.496731456998532,3.92643000152549e-12,50.35521576207024,16,Minimization exited successfully.
des_01328105.dat,0.4402,0.001,0,0,57284.94759975737,6.250745066163524e-11,0.6230489856352506,2.303508394907581e-12,225.59788821275663,37,Minimization exited successfully.
des_01329166.dat,0.7316,0.005,0,0,57280.21093055213,1.3311740639169786e-11,1.0427583196033083,7.317123757769865e-13,39.79068877970066,14,Minimization exited successfully.
des_01329196.dat,0.7693,0.005,0,0,57279.81531328597,1.3073949536038103e-11,0.8402137583361764,5.943541104001121e-13,76.19863309551423,17,Minimization exited successfully.
des_01329312.dat,0.3444,0.001,0,0,57294.945535921455,3.1849905128034106e-11,0.557469308754662,1.1134853603247057e-12,65.59134034838877,24,Minimization exited successfully.
des_01329615.dat,0.4039,0.005,0,0,57287.6609760399,4.66341410180525e-11,0.6553149364444835,1.7772759253143888e-12,128.80814139441262,28,Minimization exited successfully.
des_01330031.dat,0.1041,0.005,0,12,57307.74697153635,1.895057577404765e-09,0.23546039662323892,2.8743327413620657e-11,3151.0763491908197,10,Minimization exited successfully.
des_01330426.dat,0.2595,0.005,0,0,57299.98881982023,2.7832068034900674e-10,0.18860232401129906,2.3174548518972247e-12,1549.2704260542198,13,Minimization exited successfully.
des_01330642.dat,0.6339,0.001,0,0,57297.502777799404,2.0085978578587412e-11,0.3688961702173401,5.44594361857706e-13,87.40540186640732,13,Minimization exited successfully.
des_01330903.dat,0.5638,0.005,0,0,57283.09932472681,2.6198150164156334e-11,1.3087041730505007,1.7270431156212003e-12,37.17972497708197,16,Minimization exited successfully.
des_01331123.dat,0.2291,0.005,0,0,57301.52433751252,1.7793971918753364e-10,0.18210411270774784,3.0898021518822782e-12,65.34453036345626,13,Minimization exited successfully.
des_01331993.dat,0.7196,0.005,0,0,57300.984059240356,1.2165366571837928e-11,0.3542238606096362,3.840809478408704e-13,110.56405008294556,24,Minimization exited successfully.
des_01332059.dat,0.5788,0.005,0,0,57301.13169329634,3.0273320136078306e-11,0.5491815273780958,1.8315966698813612e-12,26.353366236607265,14,Minimization exited successfully.
des_01332413.dat,0.6087,0.005,0,0,57301.09176607811,3.057286593410281e-11,0.5153164835683128,1.5351275399770563e-12,78.91894871245293,14,Minimization exited successfully.
des_01333246.dat,0.4379,0.005,0,0,57302.33514229726,4.983009603498569e-11,0.5952695519117697,3.0266506180623298e-12,53.87695840981586,24,Minimization exited successfully.
des_01333438.dat,0.3995,0.005,0,0,57306.55795836523,2.462994938501017e-11,0.7917263010458555,9.028082845597172e-13,90.0565401476687,24,Minimization exited successfully.
des_01334084.dat,0.1335,0.001,0,5,57330.33297685064,3.869450547820601e-10,0.5256567966353032,1.1124836934935293e-11,34.466621971040105,9,Minimization exited successfully.
des_01334087.dat,0.2663,0.001,0,0,57345.871400677875,2.149837050061908e-10,1.2503540203688317,6.145578988407286e-11,1.5569288847011035e-09,0,Minimization exited successfully.
