cid,z,z_err,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,chi,dof,message
1333438,0.3995,0.005,0,15,16,9,0,57327.22617055303,1.2553595005101582e-05,0.44450904518477447,0.1143721761696612,0.6156694731143943,8.895197243015451e-07,0.5078932673796893,0.07573432828747029,35.701447607963345,36,Minimization exited successfully.
1334084,0.1335,0.001,6,8,11,0,0,57336.49180752364,0.00012260092428334046,-0.8106336524937293,0.1289911441817032,0.3949854391394183,7.661375975043738e-06,0.3291299016759845,0.04123790198277334,25.833910837136667,21,Minimization exited successfully.
1334087,0.2663,0.001,0,4,3,12,0,57339.78847109996,3.8955943457554515e-05,2.3627690470086526,0.24001679050943692,0.0015976389768184163,4.496775109158367e-06,0.7537829720572627,0.08064363173669326,11.60207480543951,15,Minimization exited successfully.
1334302,0.4549,0.005,0,0,17,19,0,57332.14074390695,1.2672361948704352e-05,-1.049079286973685,-0.008141823444568052,1.1755774493103672,2.316738738439907e-06,0.8363167407793416,0.15483342317064336,13.750801775024172,32,Minimization exited successfully.
1334423,0.3577,0.001,0,14,14,14,0,57335.953371757154,1.9941070972766e-05,0.8480392637809226,0.0324395003879984,0.4868946615351888,1.0071369585678188e-06,0.396604303727156,0.04289313535315653,18.44245280022762,38,Minimization exited successfully.
1334448,0.5167,0.005,0,0,16,16,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1334470,0.5188,0.005,0,0,15,15,0,57333.63027755583,1.055829426892908e-05,0.2760974715866348,-0.024595407603049957,1.022781541596487,1.4225650770638108e-06,0.7807985124228946,0.12463708975634703,20.729245305839353,26,Minimization exited successfully.
1334597,0.289,0.005,0,12,12,11,0,57343.645454610334,4.255321346115951e-05,0.6865342603694018,-0.016628664932145588,0.09306564278813312,6.439040440418241e-07,0.084643932445816,0.012268531652388469,25.191119799323317,31,Minimization exited successfully.
1334620,0.1961,0.001,0,15,14,15,0,57336.261790534634,4.129346469199282e-05,-0.2728977680591844,0.22735410716995744,0.0005570183748204727,3.1130914446324784e-06,0.3485306176564673,0.05534923813589905,38.33689036139815,40,Minimization exited successfully.
1334644,0.2881,0.001,0,15,13,14,0,57332.22120775764,3.400538129897322e-05,-2.115163767648204,-0.09109332448128918,0.3613507574700634,1.6520695896208448e-06,0.2778105376910793,0.04353041215783403,29.023334385114467,38,Minimization exited successfully.
1334645,0.2312,0.001,0,12,14,14,0,57335.617524888694,5.799644831731268e-05,-0.8322646633188004,0.005286793727069226,0.1901545621076366,2.0797157103784685e-06,0.1957045671713581,0.027844876124784392,37.91349942716572,36,Minimization exited successfully.
1334707,0.6488,0.001,0,0,15,16,0,57339.855672511054,7.917297609647061e-06,-0.09313494059720015,-0.17626251888947705,0.41309817150613526,3.3937549040459366e-07,0.3557226927379192,0.05530850275330086,28.33521486928213,27,Minimization exited successfully.
1334879,0.6393,0.005,0,0,16,17,0,57336.415165652295,4.99764522023416e-06,0.2363476435178612,0.03606132667612292,0.4715680878762214,2.4230475139209803e-07,0.3832201904162248,0.05627398510358172,31.285987650427696,29,Minimization exited successfully.
1335472,0.4989,0.005,0,0,14,15,0,57344.60622815529,9.97030162662463e-06,1.0090870931744698,0.07874883524757291,0.8035344100935617,1.2277750089092934e-06,0.765116031441293,0.10555831495314648,16.291794110093623,25,Minimization exited successfully.
1335564,0.6077,0.005,0,0,15,14,0,57343.198434812606,7.214141418503819e-06,-0.8953343549514104,0.051492171225339764,1.3157836075297382,9.72544090814621e-07,1.0617350785186699,0.16876311122961768,26.128263454396745,25,Minimization exited successfully.
1335694,0.2591,0.005,0,11,8,12,0,57347.73196488432,5.2665651850100615e-05,0.9584743369109509,0.018832943175923628,0.14735895432386314,1.3481270135003757e-06,0.16206191682721027,0.020316391425217784,37.0992427871698,27,Minimization exited successfully.
1335717,0.3048,0.001,0,13,12,13,0,57346.75374013521,2.2281931313702588e-05,0.007200390215658589,0.06349945834282153,0.1343500547372969,3.9947904118899035e-07,0.1231862846492353,0.015503791808008,14.983653159874809,34,Minimization exited successfully.
1335718,0.6993,0.005,0,0,14,15,0,57351.389408317766,5.866157437937705e-06,0.42153646833455843,-0.18785785663688429,0.43462845828253194,2.1556657549414434e-07,0.3447774196435722,0.05264993102956379,28.735704779316485,25,Minimization exited successfully.
1335868,0.6194,0.005,0,0,17,16,0,57347.667477710114,6.132110009193897e-06,1.049673379858805,0.20898762484328412,1.0432568887990783,7.287814187539162e-07,0.8352808521449853,0.12551080413757243,25.88596160786747,29,Minimization exited successfully.
1336008,0.438,0.005,0,13,11,13,0,57347.84025797253,1.9169909629895454e-05,0.5879685432126718,-0.031959441263252876,0.3699795247084694,6.455372505814205e-07,0.34878973187452184,0.03116170723750366,22.351482645971394,33,Minimization exited successfully.
1336009,0.3416,0.005,0,13,12,13,0,57344.428498991445,1.4187253723942653e-05,-0.4019861623881042,0.12567146390231526,0.4076461822151032,6.99491944764319e-07,0.3738892945760656,0.044470507241360244,12.65954613286317,34,Minimization exited successfully.
1336453,0.1848,0.001,0,9,10,10,0,57354.95979001577,0.00011432445043388194,0.9314436744186648,-0.07031172605702576,0.13531944551868946,4.1261713251135105e-06,0.1462154309799771,0.024745237706109084,36.69554366148478,25,Minimization exited successfully.
1336480,0.256,0.001,0,7,10,11,0,57350.33232329621,3.454769045687347e-05,-0.02649002857558178,0.08292854148102156,0.39301264726600493,2.0412953428442734e-06,0.33721595285587164,0.047355270330176,14.665078997038123,24,Minimization exited successfully.
1336687,0.2337,0.001,0,12,11,11,0,57351.347183077974,4.686494544134623e-05,0.5667947765473106,0.030188682857191965,0.19770186702589854,1.4091550694764405e-06,0.1560359019879201,0.023650699823835296,27.02294398679952,30,Minimization exited successfully.
1337117,0.5539,0.005,0,0,11,12,0,57361.79392969745,1.3322186038273503e-05,0.7471241820138319,-0.0747118037941799,0.6798957901410176,1.1005233228441894e-06,0.5605335747364004,0.08144957375794229,16.275065200977842,19,Minimization exited successfully.
1337221,0.6688,0.005,0,0,14,14,0,57358.105308948885,7.623974738477287e-06,-1.5493660182985867,-0.10935935987202332,0.9550562578042445,8.278761134267841e-07,0.7499839146559791,0.1363459814641105,18.89785161103554,24,Minimization exited successfully.
1337228,0.5788,0.005,0,0,14,14,0,57357.08873794894,6.113989987895288e-06,-1.1471539852293124,0.05398696095878461,1.4507000565063208,1.09578411381132e-06,1.1211684157949393,0.18649101301889354,13.622127724789545,24,Minimization exited successfully.
1337272,0.5027,0.005,0,0,12,12,0,57356.239420799386,1.3317819286057016e-05,-1.5839266883438987,-0.29579953348816634,0.9669534395034134,1.9143997819110176e-06,0.8645793186108043,0.1440256296010762,11.779874173946304,20,Minimization exited successfully.
1337325,0.6387,0.005,0,0,12,12,0,57356.88566810637,7.937429820779467e-06,-1.2360053463368397,-0.21281077906226345,1.0587297757483611,8.178676601009922e-07,0.7985584791109509,0.136095819017348,21.69833104281261,20,Minimization exited successfully.
1337649,0.2491,0.005,0,9,9,9,0,57363.271529501384,4.227658986878236e-05,0.7685656518541082,0.07519740952015161,0.2240186169910885,1.1382814437578873e-06,0.16340131166291688,0.02187781876329261,32.217673351551696,23,Minimization exited successfully.
1337655,0.8485,0.005,0,0,0,10,0,57357.96732703931,9.802359322937543e-11,-2.5397235183411664,14.633943633098898,0.9826181373318832,5.3152517644170486e-11,0.575312937220694,0.6508779553113836,5.118880378306791,6,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1337687,0.3195,0.005,0,12,12,11,0,57361.398987898276,3.969021969811505e-05,0.8421204141146824,-0.12715154920898852,0.23255204239831073,9.075174044122628e-07,0.1573551084977431,0.020366843208899418,24.726033037356785,31,Minimization exited successfully.
1337703,0.5334,0.005,0,0,15,14,0,57359.66108620593,1.073845691785663e-05,-0.19920496011628305,0.044005375843836514,1.4294629310643359,1.9328459315156967e-06,0.9985591770835561,0.16139692765304897,12.506276621405586,25,Minimization exited successfully.
1337838,0.3119,0.005,0,11,10,11,0,57364.41221199403,3.400752019729285e-05,0.789744312026677,-0.004616006060431995,0.19489058871477027,8.490778050745101e-07,0.20149947057109818,0.021384849440192515,77.03172261349744,28,Minimization exited successfully.
