#      NAME  RED LC-DATA ST      ST-err   COL     COL-err BMAG     BMAG-err   CHI2DOF   MJDMAX    MJDMAX-err
    sn2005lb  0.026   0    1.410    0.032    0.024    0.066   15.406    0.036   40.151   53582.142  0.677
    sn2005lc  0.014   0    1.600   -0.000      NaN      NaN      NaN      NaN   57.516   53557.733  0.653
    sn2005fq  0.147   1    1.600   -0.000      NaN      NaN      NaN      NaN    2.360   53623.641  1.160
    SDSS2661  0.193   0    1.494    0.148    0.146    0.101   21.970    0.225    1.786   53614.424  6.250
    sn2005gi  0.051   1    1.306    0.014    0.562    0.160   19.907    0.027  205.729   53656.535  0.164
    sn2005jr  0.294   1    1.038    0.022   -0.265    0.039   21.711    0.040    1.130   53684.425  0.387
    sn2005mk  0.148   1    0.837    0.027   -0.100    0.041   20.948    0.055    5.193   53692.134  0.302
    sn2005kb  0.015   1    1.600   -0.000      NaN      NaN      NaN      NaN  114.268   53687.273  0.107
    sn2005lm  0.085   1    0.925    0.029   -0.207    0.091   20.287    0.026    2.636   53696.682  0.400
    sn2006fq  0.068   1    1.600    0.000      NaN      NaN      NaN      NaN   32.140   53983.012  0.314
    sn2006fg  0.045   1    1.600   -0.000      NaN      NaN      NaN      NaN  208.023   53983.187  0.144
    sn2006ez  0.089   1    1.600   -0.000      NaN      NaN      NaN      NaN   85.628   53997.496  0.145
    sn2006gd  0.155   1    1.600   -0.000      NaN      NaN      NaN      NaN    6.026   54036.982  0.568
    sn2006kh  0.060   1    1.600    0.000      NaN      NaN      NaN      NaN   56.622   54040.471  0.162
    sn2006gq  0.070   1    1.600   -0.000      NaN      NaN      NaN      NaN   36.440   54007.589  0.186
    sn2006ix  0.076   1    1.600   -0.000      NaN      NaN      NaN      NaN   43.768   54020.002  0.117
    sn2006kn  0.120   1    0.755    0.013   -0.333    0.097   20.488    0.042   17.940   54017.881  0.191
    sn2006jl  0.051   1    1.573    0.015    0.783    0.062   19.509    0.070  157.266   54026.758  0.173
    sn2006iw  0.031   1    1.600   -0.000      NaN      NaN      NaN      NaN  169.141   54032.322  0.076
    sn2006kv  0.062   1    1.031    0.012    0.383    0.087   19.724    0.017   39.238   54027.625  0.198
    sn2006ns  0.120   1    1.005    0.013   -0.327    0.072   20.300    0.030   16.023   54036.301  0.171
    sn2006pc  0.055   1    1.211    0.059    0.158    0.238   21.449    0.057    2.019   54047.952  0.588
    sn2006ny  0.079   1    1.064    0.025   -0.282    0.063   19.423    0.013    9.116   54055.332  0.199
   SDSS16391  0.057   1    1.160    0.147   -0.237    0.069   20.053    0.022    1.174   54054.539  1.028
    sn2006pu  0.152   1    1.254    0.073   -0.041    0.024   20.420    0.027    1.200   54067.945  0.829
   SDSS16838  0.150   0    0.882    0.017   -0.079    0.011   18.805    0.039    7.089   54070.968  0.245
    sn2007mr  0.080   1    1.600   -0.000      NaN      NaN      NaN      NaN    3.946   54362.491  0.957
    sn2007ja  0.085   1    1.295    0.103      NaN      NaN   22.697    0.105    1.711   54394.173  1.493
    sn2007hw  0.062   0    1.600    0.000      NaN      NaN      NaN      NaN   50.199   54354.958  0.698
   SDSS17236  0.042   1    1.600   -0.000      NaN      NaN      NaN      NaN    2.859   54393.291  0.944
    sn2007ib  0.034   1    1.600   -0.000      NaN      NaN      NaN      NaN   53.452   54370.276  0.287
    sn2007jm  0.091   1    1.600   -0.000      NaN      NaN      NaN      NaN  103.090   54369.261  0.202
   SDSS17422  0.141   1    1.117    0.044   -0.114    0.039   21.105    0.038    1.526   54356.744  0.412
   SDSS17436  0.138   1    1.600   -0.000      NaN      NaN      NaN      NaN    3.683   54355.894  0.647
    sn2007jn  0.058   0    1.574    0.081    0.556    0.265   20.700    0.059    3.201   54344.604  1.761
    sn2007iz  0.255   1    1.600   -0.000      NaN      NaN      NaN      NaN    7.240   54392.594  0.438
    sn2007jf  0.069   1    1.600   -0.000      NaN      NaN      NaN      NaN    9.857   54361.852  0.789
    sn2007nr  0.144   1    1.169    0.025   -0.038    0.043   21.433    0.048    4.384   54368.418  0.328
    sn2007kw  0.067   1    1.600   -0.000      NaN      NaN      NaN      NaN   41.303   54377.826  0.150
    sn2007ky  0.074   1    0.932    0.018   -0.051    0.109   20.121    0.035   13.722   54373.334  0.163
    sn2007kz  0.127   1    0.885    0.032   -0.244    0.209   21.058    0.088    2.675   54373.391  0.319
   SDSS18321  0.103   1    1.470    0.037   -0.160    0.127   21.025    0.036    8.794   54373.168  0.371
    sn2007lj  0.050   1    1.600   -0.000      NaN      NaN      NaN      NaN   24.126   54386.879  0.173
    sn2007lb  0.038   1    1.600    0.000      NaN      NaN      NaN      NaN   82.070   54386.994  0.150
    sn2007ll  0.081   1    1.600   -0.000      NaN      NaN      NaN      NaN    4.439   54387.972  0.250
    sn2007nw  0.057   1    1.333    0.018      NaN      NaN   20.508    0.049   15.746   54387.702  0.272
    sn2007ld  0.023   1    1.300    0.002    0.026    0.056   17.731    0.033  236.016   54387.537  0.037
    sn2007md  0.055   1    1.581    0.038    0.810    0.061   20.803    0.025    6.551   54386.860  0.462
