cid,num_points_91bg_proj_sdss_u1,num_points_91bg_proj_sdss_u2,num_points_91bg_proj_sdss_u3,num_points_91bg_proj_sdss_u4,num_points_91bg_proj_sdss_u5,num_points_91bg_proj_sdss_u6,num_points_91bg_proj_sdss_g1,num_points_91bg_proj_sdss_g2,num_points_91bg_proj_sdss_g3,num_points_91bg_proj_sdss_g4,num_points_91bg_proj_sdss_g5,num_points_91bg_proj_sdss_g6,num_points_91bg_proj_sdss_r1,num_points_91bg_proj_sdss_r2,num_points_91bg_proj_sdss_r3,num_points_91bg_proj_sdss_r4,num_points_91bg_proj_sdss_r5,num_points_91bg_proj_sdss_r6,num_points_91bg_proj_sdss_i1,num_points_91bg_proj_sdss_i2,num_points_91bg_proj_sdss_i3,num_points_91bg_proj_sdss_i4,num_points_91bg_proj_sdss_i5,num_points_91bg_proj_sdss_i6,num_points_91bg_proj_sdss_z1,num_points_91bg_proj_sdss_z2,num_points_91bg_proj_sdss_z3,num_points_91bg_proj_sdss_z4,num_points_91bg_proj_sdss_z5,num_points_91bg_proj_sdss_z6,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
703,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,20,0,0.296481,53626.51437213923,3.586703416893544e-05,0.8016261500147621,0.030705597210069824,0,0.6377362818202528,2.032252694268847e-06,0.6111803750729554,0.04756807305584476,77.3745032747022,96,Minimization exited successfully.
722,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0.085038,53618.98168588286,0.0002840026364747747,-0.09967913242808635,0.1459410387291411,0,0.00029821016869391315,8.798980376033277e-06,0.1492045888266702,0.025621310499502392,1358.711506342377,75,Covariance may not be accurate.
735,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0.189482,53610.81085122614,6.648643232972706e-05,-2.757813853981422,-0.010619895187689687,0,0.0025707405620778445,5.398363913724775e-06,0.4924109302494708,0.07940811110292534,67.55759753759709,76,Covariance may not be accurate.
739,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0.106421,53612.9757482687,0.00024395873173598952,-1.3646956899598575,0.07522231590772555,0,0.0011921050463570282,8.933445507274115e-06,0.17847373109111442,0.03166089868508176,631.4875057806948,76,Minimization exited successfully.
744,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0.12694,53613.826282554444,0.0001740187479650987,1.2089495739080025,0.10903502771173912,0,0.0007141871647036169,6.79140640724718e-06,0.26426729642984803,0.03151977709283493,608.6858772548477,74,Minimization exited successfully.
762,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0.190088,53625.20432280293,9.275015033106488e-05,1.0677983730279905,-0.03477823422168125,0,0.3044646609814663,3.2286859617511297e-06,0.2913819767307304,0.030798897609828763,105.73852992346661,76,Minimization exited successfully.
774,22,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0.092269,53615.722653957586,0.0003400565453625798,-0.506647317959624,0.10455725131702265,0,0.00046247114005382173,1.1638869440732123e-05,0.1616861288762168,0.026077823264065547,1230.8959425789053,85,Covariance may not be accurate.
779,21,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0.236938,53626.94415726348,5.5476586308625675e-05,0.45368466949596975,0.030239118204364868,0,0.4188490289961919,2.45789103579169e-06,0.3702903754117792,0.038562157286875676,94.9461136954487,107,Minimization exited successfully.
822,13,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,20,0,0,0,0,0,0.236635,53621.56987761328,4.921274472604875e-05,-0.551463040946218,-0.07939734389846953,0,0.0001578450101078488,2.3205256553471256e-06,0.4559435377464809,0.04606820653110141,119.12629257931312,97,Minimization exited successfully.
841,21,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0.298318,53624.90556114493,3.624384140557657e-05,0.25248577115483695,-0.08376962646108999,0,0.6036200622620527,2.2169367685553896e-06,0.611667533438534,0.045077561473237326,77.92692448462148,104,Minimization exited successfully.
