#      NAME  RED LC-DATA ST      ST-err   COL     COL-err BMAG     BMAG-err   CHI2DOF   MJDMAX    MJDMAX-err
    sn2005lb  0.026   1    1.600   -0.000      NaN      NaN      NaN      NaN   39.824   53632.378  0.177
    sn2005lc  0.014   1    1.600   -0.000      NaN      NaN      NaN      NaN  701.961   53639.083  0.037
    sn2005fq  0.147   1    1.600   -0.000      NaN      NaN      NaN      NaN    2.369   53625.418  0.951
    SDSS2661  0.193   0    1.600   -0.000      NaN      NaN      NaN      NaN    2.069   53618.575  3.134
    sn2005gi  0.051   1    1.366    0.008    0.402    0.012   19.966    0.020  143.743   53657.211  0.137
    sn2005jr  0.294   1    1.036    0.022   -0.229    0.034   21.725    0.044    1.274   53684.335  0.372
    sn2005mk  0.148   1    0.822    0.022   -0.094    0.036   20.953    0.053    3.875   53692.252  0.280
    sn2005kb  0.015   1    1.600   -0.000      NaN      NaN      NaN      NaN  274.205   53691.275  0.054
    sn2005lm  0.085   1    0.949    0.026   -0.060    0.020   20.297    0.024    2.535   53697.001  0.313
    sn2006fq  0.068   1    1.600   -0.000      NaN      NaN      NaN      NaN   32.834   54011.670  0.129
    sn2006fg  0.045   1    1.600   -0.000      NaN      NaN      NaN      NaN  148.745   53984.384  0.096
    sn2006ez  0.089   1    1.600    0.000      NaN      NaN      NaN      NaN   51.529   53997.373  0.112
    sn2006gd  0.155   1    1.600   -0.000      NaN      NaN      NaN      NaN    5.170   54036.677  0.471
    sn2006kh  0.060   1    1.600   -0.000      NaN      NaN      NaN      NaN   71.822   54038.923  0.095
    sn2006gq  0.070   1    1.600   -0.000      NaN      NaN      NaN      NaN   30.817   54009.742  0.136
    sn2006ix  0.076   1    1.600   -0.000      NaN      NaN      NaN      NaN   23.833   54019.899  0.089
    sn2006kn  0.120   1    1.046    0.017    0.048    0.023   20.755    0.037   13.104   54021.619  0.221
    sn2006jl  0.051   1    1.307    0.009    0.208    0.014   19.228    0.073  101.106   54022.661  0.099
    sn2006iw  0.031   1    1.600   -0.000      NaN      NaN      NaN      NaN  150.488   54034.018  0.045
    sn2006kv  0.062   1    1.024    0.007    0.132    0.012   19.734    0.016   19.207   54029.454  0.131
    sn2006ns  0.120   1    1.095    0.012    0.051    0.019   20.280    0.028   13.438   54037.624  0.139
    sn2006pc  0.055   1    1.338    0.048    0.340    0.025   21.527    0.046    3.959   54051.506  0.522
    sn2006ny  0.079   1    0.896    0.008   -0.053    0.017   19.390    0.012   11.046   54055.612  0.131
   SDSS16391  0.057   1    1.092    0.090   -0.191    0.018   20.099    0.020    3.964   54056.196  0.396
    sn2006pu  0.152   1    1.278    0.074   -0.040    0.025   20.426    0.027    1.077   54068.165  0.847
   SDSS16838  0.150   0    0.891    0.016   -0.107    0.013   18.780    0.038    4.913   54071.164  0.238
    sn2007mr  0.080   1    1.600   -0.000      NaN      NaN      NaN      NaN    5.211   54363.276  0.388
    sn2007ja  0.085   1    1.471    0.055    0.872    0.027   21.564    0.057    2.067   54350.781  1.120
    sn2007hw  0.062   1    1.600   -0.000      NaN      NaN      NaN      NaN   15.320   54352.731  0.355
   SDSS17236  0.042   1    1.600   -0.000      NaN      NaN      NaN      NaN    2.103   54393.472  0.792
    sn2007ib  0.034   1    1.600   -0.000      NaN      NaN      NaN      NaN   45.777   54371.977  0.161
    sn2007jm  0.091   1    1.600   -0.000      NaN      NaN      NaN      NaN   38.081   54390.955  0.164
   SDSS17422  0.141   1    1.104    0.039   -0.084    0.052   21.113    0.037    1.620   54356.839  0.375
   SDSS17436  0.138   1    1.600   -0.000      NaN      NaN      NaN      NaN    3.385   54357.645  0.536
    sn2007jn  0.058   1    0.952    0.020    0.301    0.019   20.503    0.042    3.328   54347.764  0.408
    sn2007iz  0.255   1    1.600   -0.000      NaN      NaN      NaN      NaN    5.753   54392.351  0.387
    sn2007jf  0.069   1    1.600   -0.000      NaN      NaN      NaN      NaN    8.663   54365.289  0.467
    sn2007nr  0.144   1    1.255    0.026   -0.008    0.036   21.506    0.048    3.806   54369.505  0.343
    sn2007kw  0.067   1    1.600   -0.000      NaN      NaN      NaN      NaN   27.976   54379.602  0.110
    sn2007ky  0.074   1    1.549    0.024    0.344    0.016   20.724    0.027   12.409   54380.840  0.285
    sn2007kz  0.127   1    1.600   -0.000      NaN      NaN      NaN      NaN    3.921   54384.390  0.373
   SDSS18321  0.103   1    1.600   -0.000      NaN      NaN      NaN      NaN    7.862   54374.896  0.308
    sn2007lj  0.050   1    1.457    0.008    0.054    0.008   19.411    0.019   32.198   54389.536  0.090
