cid,z,t0,stretch,color
00001,0.2294883448393358,53618.69955444961,0.8631074215708813,0.6240464005250788
00002,0.2640059117319151,53615.76477299066,1.059321412369082,0.36790079886325033
00003,0.30092926435952305,53659.3252233549,0.7655047375982623,0.6763647418836322
00004,0.12805875777009312,53633.31105732745,0.9915915784514324,0.40236863085064656
00005,0.24666252843479586,53682.23607700736,1.0625804304619892,0.4137159085352866
00006,0.18995197870474145,53631.520971279126,0.9798832144570442,0.605377273323915
00007,0.24694341815788712,53673.56783360173,0.9230585533946216,0.5382397528208661
00008,0.32484916287805166,53707.2631475356,1.031977687424971,0.59454245943394
00009,0.40925415427066697,53639.51790257782,0.932079366746681,0.5661835524346113
00010,0.3731252344192051,53690.759866013046,0.8950413743144916,0.5128905281002162
00011,0.3788063416144495,53704.68000946473,0.7265317725841112,0.7762185750381292
00012,0.13888055711324054,53686.815989981355,1.1154189149911469,0.34833272278432814
00013,0.4094663868787176,53631.59028959835,0.9190583812055475,0.9807598590223819
00014,0.25639957171999034,53637.17849949509,1.028919044728158,0.4262178853517787
00015,0.08870107246271142,53661.3853127502,1.0483553827690466,0.5268495777887973
00016,0.37845409821129344,53620.70946700227,0.9441191408988832,0.4525671366573669
00017,0.44007460277462895,53673.76196820617,0.956630825011675,0.3965833372986231
00018,0.18154299422535514,53638.38997844731,0.8501961198869494,0.7511321356851663
00019,0.423097343057104,53690.04586584688,0.9180627796795595,0.648105339607467
00020,0.10518709989963881,53679.801910439506,0.9945194197270921,0.5629724640273707
00021,0.38309100003133273,53704.810429626115,1.1383176151373506,0.4301127390779512
00022,0.33934869357471176,53615.311031912104,0.9898426113217101,0.35341037092595073
00023,0.42103744727607395,53671.73148089329,1.151299390780013,0.42920815111959426
00024,0.23624922836118933,53675.150679430815,0.8473731628627685,0.414952843051115
00025,0.35211256933851415,53648.05550576819,0.9374022718638921,0.6571141520560089
00026,0.400375096972888,53633.605125439586,0.9954933957929707,0.6498515644837938
00027,0.3730559091628057,53704.72111873243,0.9702977772546576,0.5579781153118776
00028,0.4071884404951466,53644.24487811517,0.9844038269353512,0.25165927082918027
00029,0.3343099724369073,53653.972203086036,0.9713893490184291,0.5095974741419481
00030,0.42853669700145974,53617.84789318232,0.9721720667958943,0.5535143988609211
00031,0.26980584172261207,53643.03933287818,0.834344697218059,0.6737410904445886
00032,0.20901605340524584,53649.82825434064,1.070832570546747,0.6205731667556128
00033,0.3826964959267516,53659.653267289425,0.9801123039031076,0.5654055944907069
00034,0.4049873570785573,53620.48158143503,0.9968322204005146,0.5369756399320115
00035,0.3300534331491524,53622.01770393263,1.0776608971951074,0.5020432553923537
00036,0.3561212081762521,53642.65462742924,0.9369787567064496,0.32403543815821967
00037,0.44811979301689253,53660.71387440239,0.8486806586065231,0.6899609358668388
00038,0.397093888098131,53663.24450443297,1.0179384720626192,0.5408419719261971
00039,0.36279611595099204,53627.409770664875,0.9448004722412652,0.29607139050601944
