time,band,flux,fluxerr,zp,zpsys
53646.496877729085,sdssu,47.51141293652111,6.63245011933132,27.5,ab
53652.44424615014,sdssu,133.21769084230175,12.575876805075612,27.5,ab
53658.39161457119,sdssu,145.17151636390392,12.694233509853309,27.5,ab
53664.338982992245,sdssu,100.41883667819314,10.466764588478528,27.5,ab
53670.2863514133,sdssu,68.67720990735687,8.562773993396691,27.5,ab
53676.233719834345,sdssu,49.508195522371665,7.619064709804036,27.5,ab
53682.1810882554,sdssu,46.39297204432942,7.096387135303577,27.5,ab
53688.12845667645,sdssu,45.00615092970628,6.571517792053677,27.5,ab
53694.075825097505,sdssu,32.82186597782186,6.08256092199726,27.5,ab
53700.02319351856,sdssu,36.289167248122965,5.642469076852424,27.5,ab
53705.97056193961,sdssu,32.968732637848674,5.26671957345591,27.5,ab
53711.917930360665,sdssu,23.38542384904053,4.932699897367999,27.5,ab
53717.86529878172,sdssu,18.425646404257478,4.61427196495473,27.5,ab
53723.81266720277,sdssu,16.556097963235157,4.2893365297892325,27.5,ab
53729.760035623825,sdssu,10.384813267716218,3.9999494268662743,27.5,ab
53735.70740404487,sdssu,13.725897850741989,3.734525435467763,27.5,ab
53741.654772465925,sdssu,8.649251760908655,3.4868261729330703,27.5,ab
53747.60214088698,sdssu,10.704799184839588,3.2562109036888405,27.5,ab
53753.54950930803,sdssu,12.833997573261119,3.0405814797983908,27.5,ab
53759.496877729085,sdssu,6.288996036406307,2.839404655941812,27.5,ab
53646.496877729085,sdssg,678.8748220454327,26.81282642138709,27.5,ab
53652.44424615014,sdssg,1927.6759575008987,43.430649225311974,27.5,ab
53658.39161457119,sdssg,2128.0118465165265,45.79216361421829,27.5,ab
53664.338982992245,sdssg,1381.943133178234,38.10043416566814,27.5,ab
53670.2863514133,sdssg,802.3173796846279,28.17634221766606,27.5,ab
53676.233719834345,sdssg,499.88828729288457,21.921927833310974,27.5,ab
53682.1810882554,sdssg,388.1512761749514,19.870215925881933,27.5,ab
53688.12845667645,sdssg,331.1632920446118,18.205707014584796,27.5,ab
53694.075825097505,sdssg,306.14051864896214,16.705784770647302,27.5,ab
53700.02319351856,sdssg,228.11789870813294,15.422167481565682,27.5,ab
53705.97056193961,sdssg,215.96137759500087,14.55738441511753,27.5,ab
53711.917930360665,sdssg,205.45748322276083,13.79475260071426,27.5,ab
53717.86529878172,sdssg,188.5639303176409,13.46416335921916,27.5,ab
53723.81266720277,sdssg,191.4705552865019,13.201288126324432,27.5,ab
53729.760035623825,sdssg,160.7170280713562,12.529787144344024,27.5,ab
53735.70740404487,sdssg,132.26696106191582,11.911280634392462,27.5,ab
53741.654772465925,sdssg,132.59188776636734,11.319189951807545,27.5,ab
53747.60214088698,sdssg,129.7478376136056,10.754647786352246,27.5,ab
53753.54950930803,sdssg,117.04070792974292,10.217152816692003,27.5,ab
53759.496877729085,sdssg,99.47403948395461,9.705372772186163,27.5,ab
53646.496877729085,sdssr,2595.55531688339,50.37697121961891,27.5,ab
53652.44424615014,sdssr,8215.632956227213,90.34201419728626,27.5,ab
53658.39161457119,sdssr,10904.219002660773,104.54848391053262,27.5,ab
53664.338982992245,sdssr,9346.124945071153,96.54601656385151,27.5,ab
53670.2863514133,sdssr,5376.148716478964,73.05576300411819,27.5,ab
53676.233719834345,sdssr,3000.54006305579,54.85702501457965,27.5,ab
