time,band,flux,fluxerr,zp,zpsys
53615.49984133352,sdssu,26.98953827763841,5.265956328037,27.5,ab
53621.44720975457,sdssu,257.5524677025983,16.284608694818083,27.5,ab
53627.39457817563,sdssu,334.2953481998331,17.93413665470116,27.5,ab
53633.34194659668,sdssu,168.70092697877033,13.529428963591732,27.5,ab
53639.28931501773,sdssu,104.05695831212545,10.10386316590482,27.5,ab
53645.23668343878,sdssu,84.63139479280869,8.803358310630287,27.5,ab
53651.18405185983,sdssu,71.41565571991002,8.398498498536192,27.5,ab
53657.131420280886,sdssu,83.02674001726304,7.979036151648551,27.5,ab
53663.07878870194,sdssu,49.42402609152865,7.578601070118568,27.5,ab
53669.02615712299,sdssu,42.9292742719031,7.065492165758758,27.5,ab
53674.97352554405,sdssu,32.193080245204854,6.5500824777234925,27.5,ab
53680.9208939651,sdssu,30.436551541832802,6.022937180229413,27.5,ab
53686.86826238615,sdssu,27.514003030268107,5.589036691846867,27.5,ab
53692.81563080721,sdssu,22.457958342592715,5.1955142201063,27.5,ab
53698.76299922826,sdssu,19.73074639633887,4.828400740829674,27.5,ab
53704.710367649306,sdssu,17.67474166423565,4.485976377931226,27.5,ab
53710.65773607036,sdssu,16.245752344720657,4.166665689812385,27.5,ab
53716.60510449141,sdssu,16.758702591155682,3.8697675606625612,27.5,ab
53722.552472912466,sdssu,9.657265565174491,3.592670991016721,27.5,ab
53728.49984133352,sdssu,9.706344730225872,3.334394983180547,27.5,ab
53615.49984133352,sdssg,296.7104494718806,16.937016153831152,27.5,ab
53621.44720975457,sdssg,2037.9668051778258,44.71966344158224,27.5,ab
53627.39457817563,sdssg,2578.028209041394,51.01175953533105,27.5,ab
53633.34194659668,sdssg,1757.3638779927965,41.45966963163224,27.5,ab
53639.28931501773,sdssg,752.4341343028409,27.668567915778358,27.5,ab
53645.23668343878,sdssg,521.7579266209586,22.486657878138057,27.5,ab
53651.18405185983,sdssg,385.2862539933406,19.695947730369536,27.5,ab
53657.131420280886,sdssg,264.3009625934056,17.282631126013328,27.5,ab
53663.07878870194,sdssg,246.8057708078196,15.173650787613322,27.5,ab
53669.02615712299,sdssg,204.80782220767287,14.283593903418037,27.5,ab
53674.97352554405,sdssg,205.27656943332374,13.691554108431774,27.5,ab
53680.9208939651,sdssg,179.4254856072133,13.543793469762107,27.5,ab
53686.86826238615,sdssg,163.15274741334056,12.587723504517875,27.5,ab
53692.81563080721,sdssg,125.02355146325601,11.851593312319258,27.5,ab
53698.76299922826,sdssg,117.96240665742688,11.161743345640662,27.5,ab
53704.710367649306,sdssg,106.42453909246645,10.512215539545798,27.5,ab
53710.65773607036,sdssg,101.1217676861643,9.900300936127316,27.5,ab
53716.60510449141,sdssg,94.4836290801703,9.323481985563637,27.5,ab
53722.552472912466,sdssg,74.26813475539713,8.779885963430347,27.5,ab
53728.49984133352,sdssg,61.080893103537946,8.267113222347948,27.5,ab
53615.49984133352,sdssr,937.5669926759407,30.884308739381563,27.5,ab
53621.44720975457,sdssr,6806.637909706532,81.24238984495432,27.5,ab
53627.39457817563,sdssr,11206.086059705998,106.1426059873599,27.5,ab
53633.34194659668,sdssr,9675.006807968999,97.79984971532934,27.5,ab
53639.28931501773,sdssr,4872.219437958311,69.78190219395948,27.5,ab
53645.23668343878,sdssr,3132.039264750401,55.79193089212869,27.5,ab
53651.18405185983,sdssr,2206.0931326868226,47.70303251422354,27.5,ab
53657.131420280886,sdssr,1674.2737598827314,40.85517612574271,27.5,ab
53663.07878870194,sdssr,1161.9047726346232,34.95154350188194,27.5,ab
53669.02615712299,sdssr,998.1834922902624,32.06861847402469,27.5,ab
53674.97352554405,sdssr,901.7109546550028,30.19504337775856,27.5,ab
53680.9208939651,sdssr,783.5673558327883,28.113912286308356,27.5,ab
53686.86826238615,sdssr,719.3946430435055,26.451047248439476,27.5,ab
53692.81563080721,sdssr,635.2797069981505,25.243153880794583,27.5,ab
53698.76299922826,sdssr,551.9699712854207,24.120243931584525,27.5,ab
53704.710367649306,sdssr,487.8349335613118,23.038500477941454,27.5,ab
53710.65773607036,sdssr,499.9867489827159,22.004778477552247,27.5,ab
53716.60510449141,sdssr,430.21747481613477,21.000430895903328,27.5,ab
53722.552472912466,sdssr,358.89528535966053,20.0587945686453,27.5,ab
53728.49984133352,sdssr,374.24227029870514,19.159848917121458,27.5,ab
53615.49984133352,sdssi,1546.1116612513854,39.926996890014635,27.5,ab
53621.44720975457,sdssi,11170.751981808979,105.34650984409497,27.5,ab
53627.39457817563,sdssi,20507.24076244663,143.76411752436798,27.5,ab
53633.34194659668,sdssi,22901.00763533394,151.09215685828855,27.5,ab
53639.28931501773,sdssi,16175.117818907727,127.19232421407752,27.5,ab
53645.23668343878,sdssi,10991.851310627464,104.98134684157947,27.5,ab
53651.18405185983,sdssi,7766.49293960392,88.96947288084887,27.5,ab
53657.131420280886,sdssi,5678.1930675063295,75.4209649868805,27.5,ab
53663.07878870194,sdssi,4187.69087033298,64.87668429429733,27.5,ab
53669.02615712299,sdssi,3383.33137472368,58.877663920542105,27.5,ab
53674.97352554405,sdssi,2890.4907156166964,54.13169207766928,27.5,ab
