time,band,flux,fluxerr,zp,zpsys
53636.92862659693,sdssu,19.952796495807227,3.745279176711441,27.5,ab
53642.87599501798,sdssu,118.6206977864002,10.26729982130718,27.5,ab
53648.823363439034,sdssu,130.0001078819397,10.728142724472805,27.5,ab
53654.77073186009,sdssu,78.53177120521278,8.814193337515837,27.5,ab
53660.71810028114,sdssu,38.29578852271223,7.118088789918383,27.5,ab
53666.66546870219,sdssu,48.46741415695014,6.400562575896376,27.5,ab
53672.61283712324,sdssu,40.83762124821406,5.868722316247965,27.5,ab
53678.560205544294,sdssu,32.151221589729744,5.353035985640025,27.5,ab
53684.50757396535,sdssu,21.14250755758826,4.876926804046165,27.5,ab
53690.4549423864,sdssu,20.808122554575203,4.440555937310382,27.5,ab
53696.402310807454,sdssu,22.710627824031455,4.124315277549644,27.5,ab
53702.34967922851,sdssu,15.581102639860447,3.8349788767885196,27.5,ab
53708.29704764956,sdssu,15.62095244629278,3.53563385589128,27.5,ab
53714.244416070615,sdssu,9.039361695223304,3.277000256650963,27.5,ab
53720.19178449167,sdssu,11.95369836753154,3.0320083398156275,27.5,ab
53726.139152912714,sdssu,13.091048178937108,2.805718098232296,27.5,ab
53732.08652133377,sdssu,8.210019953219629,2.596741734962611,27.5,ab
53738.03388975482,sdssu,6.523854153726737,2.403432910156321,27.5,ab
53743.981258175874,sdssu,3.091064314242873,2.2247189083937613,27.5,ab
53749.92862659693,sdssu,2.524830870060126,2.0594205315453813,27.5,ab
53636.92862659693,sdssg,376.09615663493764,18.773437327774882,27.5,ab
53642.87599501798,sdssg,1313.2597892143583,36.44756557068855,27.5,ab
53648.823363439034,sdssg,1560.6577514664991,39.393009988465245,27.5,ab
53654.77073186009,sdssg,992.5900358001609,31.814826465350574,27.5,ab
53660.71810028114,sdssg,498.3941861405255,22.94005642884498,27.5,ab
53666.66546870219,sdssg,356.9951802928679,18.198469659125713,27.5,ab
53672.61283712324,sdssg,266.24853725907866,16.551882679453946,27.5,ab
53678.560205544294,sdssg,229.695231378538,15.103276849498936,27.5,ab
53684.50757396535,sdssg,214.67690490480672,13.839515316474818,27.5,ab
53690.4549423864,sdssg,176.23333886008902,12.840183795887485,27.5,ab
53696.402310807454,sdssg,166.86199932247854,12.189053742305145,27.5,ab
53702.34967922851,sdssg,128.96275603640566,11.702137170587203,27.5,ab
53708.29704764956,sdssg,130.8584998849733,11.439071988260071,27.5,ab
53714.244416070615,sdssg,116.69940842483815,10.807833214815036,27.5,ab
53720.19178449167,sdssg,123.04234050963646,10.224236246613698,27.5,ab
53726.139152912714,sdssg,85.74366738997128,9.666417716473921,27.5,ab
53732.08652133377,sdssg,91.84271362845851,9.136906923272273,27.5,ab
53738.03388975482,sdssg,69.36174210036248,8.635882517652572,27.5,ab
53743.981258175874,sdssg,64.96386645689262,8.154178098195217,27.5,ab
53749.92862659693,sdssg,52.01509270536115,7.704957008414465,27.5,ab
53636.92862659693,sdssr,1421.7441122324449,37.48617519710327,27.5,ab
53642.87599501798,sdssr,6289.858191941983,78.69103189111777,27.5,ab
53648.823363439034,sdssr,8774.10688101809,93.8658038265407,27.5,ab
53654.77073186009,sdssr,7194.336057016191,84.87754693403375,27.5,ab
53660.71810028114,sdssr,3732.9579681532964,61.23043544108811,27.5,ab
53666.66546870219,sdssr,2175.6441781857434,46.87596644265237,27.5,ab
53672.61283712324,sdssr,1772.6194153593622,40.96213312362682,27.5,ab
53678.560205544294,sdssr,1300.134856757362,35.697324951393796,27.5,ab
53684.50757396535,sdssr,921.4408373246488,31.17678518122038,27.5,ab
53690.4549423864,sdssr,783.3201042149567,27.750505129505456,27.5,ab
53696.402310807454,sdssr,688.459755189168,25.883811763327248,27.5,ab
53702.34967922851,sdssr,622.7853233556567,24.73346637283791,27.5,ab
