cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2008bf,20,27,27,27,27,0,0,27,10,5,10,0,4,0,0,0.0235,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.023500
    t0 = +1635.735216
    x0 = -37091266367539.750000
    x1 = -4318948.549488
     c = -63382653.957805
"
2008bi,4,10,14,17,7,0,0,14,5,4,4,0,4,0,0,0.0134,1632.5236,6.022934574636516e-06,0.0,0.0,0,22.82932736414068,2.1662615411146574e-06,42.3380404629256,0.24441472287964044,40039112.11167009,62,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
2008bq,15,17,16,16,16,0,0,16,8,3,7,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.034000
    t0 = +1614.129164
    x0 = +150293475.215173
    x1 = +23.237973
     c = -4129.457152
"
2008bt,8,14,14,14,13,0,0,14,5,1,1,0,0,0,0,0.0154,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.015400
    t0 = +1638.943597
    x0 = +337530285352.727478
    x1 = +39787.802629
     c = +319314.276224
"
2008bz,7,14,14,12,12,0,0,11,0,0,0,0,0,0,0,0.0603,1655.0142194989753,3.0830891024685573e-06,6.354898904104044,0.11796657615917601,0,105.08479467495852,1.0000012987592828,1.6080144005441313,1.0005274665764703,100549401.36877136,66,Covariance may not be accurate.
2008cc,21,19,21,21,20,0,0,21,17,13,12,0,2,0,0,0.0104,1655.8936443918342,2.3904373659410133e-06,6.725043740569532,0.366164750675428,0,0.0032672223261442923,8.542882505016991e-10,0.004818864696151697,0.00027874579909989883,1292082.2869436278,119,Minimization exited successfully.
2008cd,0,5,4,5,4,0,0,5,0,0,0,0,0,0,0,0.0074,1594.641409361198,3.115080631409539e-06,3.143042335553126,0.06649611580466662,0,0.34776414061661853,7.320521804717163e-08,0.3210146415382731,0.030458657735711315,68.3850035538364,19,Minimization exited successfully.
2008cf,6,13,13,13,13,0,0,13,9,10,1,0,5,0,0,0.046,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.046000
    t0 = +1642.074450
    x0 = -797854189151.602539
    x1 = -495968.021652
     c = +19074579.273833
"
2008ff,17,23,24,23,23,0,0,23,23,31,29,0,14,0,0,0.0193,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.019300
    t0 = +1714.731140
    x0 = -25061838044963.660156
    x1 = -3594889.847556
     c = -28661488.257066
"
2008fl,20,23,23,23,23,0,0,23,13,15,16,0,7,0,0,0.0199,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.019900
    t0 = +1745.859971
    x0 = +24536.749538
    x1 = +863368.312262
     c = +4669052.382503
"
2008fp,27,29,28,29,29,0,0,30,26,42,41,0,19,0,0,0.0057,1739.7104189450029,2.339540808586742e-06,42.08273485656401,-0.12486638885737814,0,0.05904635258877988,4.2851714643177287e-07,8.836392527504705,0.023244419493376436,150061715.66358507,168,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
2008fr,8,19,19,18,20,0,0,21,23,8,6,0,8,0,0,0.0397,1795.8536385875586,2.524438233569471e-06,9.63146207033713,0.3597118588832036,0,0.018235079254395714,7.3843380046975425e-09,0.06473875442361827,0.0022196755485802853,55713.097516276655,101,Minimization exited successfully.
2008fu,3,14,19,17,8,0,0,20,10,4,3,0,5,0,0,0.052,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.052000
    t0 = +1753.048097
    x0 = +777500294512.812012
    x1 = +287659.154925
     c = +2618087.112286
"
2008fw,21,24,23,22,23,0,0,24,10,6,7,0,2,0,0,0.0085,1752.341260865279,2.370620485187872e-08,1033.870027418323,0.38837746893909425,0,1.507671970557567e-05,7.643476016407947e-12,0.20681326969878058,0.00023035929800892051,53979249.47891626,133,Covariance may not be accurate.
2008gg,18,26,26,26,26,0,0,26,20,14,12,0,4,0,0,0.032,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.032000
    t0 = +1830.853427
    x0 = +1625543864157.454590
    x1 = -816772.630333
     c = +16790353.390855
"
2008gl,16,22,22,22,19,0,0,22,20,8,15,0,0,0,0,0.034,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.034000
    t0 = +1858.229659
    x0 = -9952574060816.785156
    x1 = -354781.640040
     c = -17146624.233957
"
2008go,6,6,6,6,6,0,0,6,7,0,0,0,0,0,0,0.0623,1774.707383442868,3.0892361481710162e-06,4.1099555816241535,0.0317241370392864,0,0.3006421318638104,5.8589311855274173e-08,0.20728023442424676,0.026995274389938168,326.2982299407589,32,Minimization exited successfully.
2008gp,14,17,20,20,21,0,0,21,20,17,19,0,0,0,0,0.0334,1804.3320028955964,2.3668584243477804e-06,8.913693050731084,-0.11387189919827426,0,0.06747771701759575,9.253772974453716e-09,0.11391516964623717,0.006696812076786134,10385.282452334657,109,Minimization exited successfully.
2008ha,7,14,18,18,12,0,0,17,7,7,6,0,0,0,0,0.0046,1783.280528898834,2.893788249308718e-06,17.54886462438227,0.06424967987749332,0,0.16451114850531212,7.059487807532479e-08,0.6829615405992581,0.03408180726834848,178.32031541933122,82,Minimization exited successfully.
2008hj,14,16,16,16,16,0,0,16,18,6,7,0,2,0,0,0.0379,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.037900
    t0 = +1845.650479
    x0 = +3980661007366.679199
    x1 = +87964.848371
     c = +8939932.316120
"
2008hu,7,12,16,16,12,0,0,14,10,3,5,0,2,0,0,0.0497,1815.7241869557802,2.7418614605357872e-06,16.172738139305693,0.0516737564095157,0,0.2011871429913299,5.855070938956532e-08,0.618781712369574,0.03189998920323916,463.391144361966,73,Minimization exited successfully.
2008hv,21,24,24,24,24,0,0,24,31,23,18,8,4,0,0,0.0126,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.012600
    t0 = +1892.627098
    x0 = +5387556746.641130
    x1 = +5832.776272
     c = -5537.626819
"
2008ia,15,11,15,14,16,0,0,15,19,28,18,5,10,0,0,0.0219,1852.3392937015396,2.8503698102546323e-06,5.972391106640908,-0.4121739488792302,0,0.09938930493035514,1.951303292368676e-08,0.21463280709940036,0.009588436248354308,6397.66715961788,82,Minimization exited successfully.
2009D,20,21,21,21,21,0,0,21,13,14,6,12,6,0,0,0.025,1880.2441807603075,2.528596280475614e-06,3.795871406396726,-0.40379478580716593,0,0.06402450403879811,9.088773827692215e-09,0.07957036571997232,0.006587244406701825,10259.06295839884,121,Minimization exited successfully.
2009F,9,13,16,16,17,0,0,18,10,14,8,10,8,0,0,0.013,1822.9412459266412,6.216890469800692e-05,-3.4127637488225986,-0.9843992484289715,0,1.5478599380003288e-07,1.8177006791144752e-07,0.008297214712571204,0.0028220648633632828,6123404.052018611,85,Minimization exited successfully.
2009I,3,5,5,5,5,0,0,5,10,7,0,10,0,0,0,0.0262,1858.6958003621542,2.91711152456307e-06,7.29829144466227,0.06061180455975447,0,0.3240890441255715,8.313719792542614e-08,0.5546716684116904,0.03409246341152763,51.63602740677031,24,Minimization exited successfully.
2009J,3,7,7,7,6,0,0,7,4,0,0,0,0,0,0,0.0158,1857.6787469552523,3.4133380044155283e-06,5.186210145101983,0.0266089559919168,0,0.5952484411365049,6.953526202635898e-08,0.47100020247426444,0.028729277752165928,219.7644837115328,33,Minimization exited successfully.
2009P,10,14,15,14,15,0,0,14,11,0,0,6,0,0,0,0.0251,1922.8717268098283,2.674832024511634e-06,6.362739311674805,0.2112206881301439,0,0.04736209890882037,1.7041938225510364e-08,0.08878410661985561,0.0040838561552571295,15085.867894843435,78,Minimization exited successfully.
2009Y,29,27,28,31,30,0,0,30,29,26,6,22,6,0,0,0.0094,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.009400
    t0 = +1923.003640
    x0 = -218346164542.082977
    x1 = -30518.514292
     c = -1629353.378572
"
2009aa,16,22,22,22,22,0,0,22,32,32,5,31,6,0,0,0.0273,1929.7192283128593,2.1389888711114464e-06,9.066797257880664,0.19199950264048823,0,0.19157862425186067,6.615895495031084e-08,0.7502176845314565,0.027069237529685212,330617788.7548598,122,Minimization exited successfully.
2009ab,10,10,10,10,10,0,0,10,14,14,0,14,0,0,0,0.0112,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.011200
    t0 = +1895.240166
    x0 = +84201994.344707
    x1 = -21.649873
     c = -150.304366
"
2009ad,12,12,12,12,12,0,0,12,22,17,0,17,0,0,0,0.0284,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.028400
    t0 = +1829.123806
    x0 = +5448808045029.039062
    x1 = +57809.994732
     c = +7933665.536161
"
2009ag,18,18,18,18,18,0,0,18,32,31,3,30,4,0,0,0.0086,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.008600
    t0 = +1950.603953
    x0 = +3330737933.182983
    x1 = +1947.763558
     c = +5147.825994
"
2009al,12,14,14,14,14,0,0,15,14,12,2,12,0,0,0,0.0221,1941.3384355537182,2.6659380009619604e-06,5.364166867103594,-0.2687433203776656,0,0.06971477597164721,1.091636699436513e-08,0.10473951733385448,0.006515050582948295,10219.344686024597,79,Minimization exited successfully.
2009cz,8,8,8,8,8,0,0,8,9,12,2,10,2,0,0,0.0211,1950.744033480514,2.114383725423736e-06,13.688882135142604,0.07463213721141179,0,0.22614659686314553,1.0295708257265815e-07,1.139955920949243,0.04408963826758848,433.2208308699556,44,Minimization exited successfully.
2009dc,10,10,10,9,10,0,0,10,15,19,4,15,4,0,0,0.0214,1958.3910563506915,2.470212080733147e-06,11.181540825887506,0.08094774489049009,0,0.22908296217713087,6.443161252752198e-08,0.48481196209571,0.03573083546856446,373.18981053069353,55,Minimization exited successfully.
2009ds,9,9,9,9,9,0,0,9,11,12,2,12,1,0,0,0.0193,1966.8306328765866,2.6783577013409674e-06,4.797982962903025,0.05943361790547764,0,0.2595356283879937,5.2838519784724836e-08,0.2081604455372277,0.026791942938489608,697.796590631873,50,Minimization exited successfully.
2009le,9,9,9,9,9,0,0,9,4,4,0,4,0,0,0,0.0178,2164.566314739526,2.656333850954343e-06,5.767806258305692,0.02903974025524228,0,0.3163680154791564,5.255739245855466e-08,0.2574415850329539,0.025845660439714226,244.4418187283498,50,Minimization exited successfully.
2010ae,0,2,2,2,1,0,0,2,9,14,8,9,8,0,0,0.0037,2316.7035182496165,1.9942598242512283e-09,18074.50823222967,0.28542785901119727,0,1.7223273525480636,3.5578485697705043e-10,3219.7070204860993,0.17969105254178513,773800.9156250098,5,Covariance may not be accurate.
