cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1250017,0,0,0,15,0,0.1817,56553.51565749103,2.7369727466264866e-10,1.2556507611883028,6.950275589163996,0,0.3729441871510062,3.0526962780704667e-10,1.6691106595195042,0.5384274120890713,12.166324178105523,11,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1253920,0,0,0,15,0,0.1956,56584.00584879583,2.1936128551123402e-07,-0.9436325115315758,3.3872728957736205,0,1.0043128554571013,2.6154450680693333e-07,0.5329428465642265,0.6592453882702173,29.364911458667223,11,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1255502,0,0,0,15,0,0.1482,56592.45312677205,0.0020440772795647906,0.9044865127950484,-1.222932439896328,0,0.7778643898636801,0.003109543275498019,0.4681855116879736,0.8139243606565001,31.208861532017423,11,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1257366,0,0,0,15,0,0.2114,56611.510599308735,3.6168651485810624e-11,-0.10532433745268698,7.982902503675053,0,0.49420500271298806,2.7428624218477344e-11,0.634656402245015,0.4114013668389177,14.127097667420646,11,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1257695,0,0,0,12,0,0.1838,56613.4569462641,3.232240889790767e-09,0.6132612316663477,5.723064634300477,0,0.7384147646334895,3.4720978891366877e-09,0.5089603854577956,0.5801990525122646,31.341085598739888,8,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1259412,0,0,0,12,0,0.3047,56624.58569308736,1.7360303169707842e-07,0.9525028441088638,3.206256264634272,0,0.465068832047109,1.0989482389083252e-07,0.3556027191204501,0.38049409832529385,11.706971748952956,8,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1261579,0,0,0,10,0,0.3222,56638.62851467583,2.9760141985487434e-05,0.059862826838752645,0.026035235027092603,0,0.415173438614147,1.6777214170085867e-05,0.41260244962764436,0.34673441482266393,9.556532209378211,6,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1263369,0,0,0,9,0,0.3125,56666.47937619278,2.7864454228087113e-08,1.2984243550688737,4.289409843532331,0,1.1630080240684038,2.7240579140233723e-08,1.302597543876782,0.589443159640357,0.9062956715767014,5,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1263715,0,0,0,9,0,0.2919,56667.45388816325,3.1740612931059325e-08,1.471735803263246,4.230260594894921,0,1.0831219926476479,3.2470872032113976e-08,1.1026361972907361,0.6077327725483527,0.5864568025317227,5,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1275946,0,0,0,19,0,0.2321,57262.12103901867,1.0016367868865598e-05,1.3820907354913652,1.1183109523107095,0,0.8709729477304791,9.524434386466481e-06,0.42236526117081585,0.5425157560600224,91.55108920604825,15,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1279500,0,0,0,11,0,0.235,57253.20033407958,5.641354272703159e-05,0.8904119670929908,0.007342254402618664,0,2.2029595462227007,4.245118771054852e-05,0.5002873002374695,0.4303482634139923,71.5535522546418,7,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1281668,0,0,0,22,0,0.3071,57270.87684883427,1.4837914940334775e-12,-0.25721963988087,10.155560233087902,0,0.7831411736478913,1.0844770364209525e-12,0.7010036813103872,0.4305745223828261,22.90961586740618,18,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1283373,0,0,0,18,0,0.2075,57267.682185876845,2.3851220313601316e-08,-1.0731045562046062,4.304652268260588,0,1.241554872780398,3.0967277281071903e-08,0.6951991438301542,0.7212615034950464,8.25384824124587,14,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1283878,0,0,0,14,0,0.3135,nan,nan,nan,nan,0.001,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
1286398,0,0,0,13,0,0.1503,57270.985931828196,0.00010477130006424404,-2.1727793284490606,-0.017444009588947294,0,1.0760932504599623,0.00023687452441082,0.7437578287954492,1.2097033215060236,3.5700217979811697,9,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1287626,0,0,0,6,0,0.304,56682.933248490706,3.21799359319437e-05,-0.030781832502630342,0.006735365222617689,0,1.065121100131364,2.818311088443758e-05,1.0188960014390802,0.5321120473244818,0.764866928000769,2,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1289288,0,0,0,23,0,0.2897,57273.73752977843,0.03967721645386208,-3.2071133811498957,-4.457040664358312,0,1.8451833039143821,0.0658329545776508,1.8056695500589635,1.007586890976504,6.428660554958501,19,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1289664,0,0,0,18,0,0.2491,57280.55293392701,2.747808623713039e-07,-0.6968682803121417,3.053533163877397,0,0.599275689375645,2.148864020655634e-07,0.3777786814658386,0.4481511530946817,17.56168201921243,14,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1290816,0,0,0,10,0,0.2185,56892.080339194625,6.53479783930299e-08,1.269267348686996,3.86784664743137,0,2.856517493059073,6.621229764798943e-08,0.6367953336065005,0.5659182862415216,18.713986633905776,6,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1291090,0,0,0,14,0,0.292,56904.80897191788,9.323028542486071,1.464144372574798,-7.508536535961476,0,0.6896905029934715,8.686917241081769,0.6841090351012521,0.5717000460665039,14.554676699193543,10,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1292332,0,0,0,12,0,0.2735,56901.75213570055,4.324125611445761e-05,1.264721892694167,0.034531369909205044,0,1.4560567678126972,4.9522086468882196e-05,0.7272122479971014,0.6760466134126972,12.945042310176055,8,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1292336,0,0,0,12,0,0.2336,56902.54364574504,8.241276799432762e-08,-0.1595097062161289,3.6433283880214633,0,5.625070843962021e-05,9.166530311321216e-08,0.4301136020159035,0.5887573440265322,25.03857124981878,8,Minimization exited successfully.
1292560,0,0,0,13,0,0.2248,56904.43486314335,2.7994069859592406e-08,0.49764503339257976,4.398118955896082,0,0.6333863120707974,2.5972232651600275e-08,0.31984459544934896,0.5200622847991335,23.362175418971926,9,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1293319,0,0,0,15,0,0.2969,56913.47336742063,0.1421213101171872,2.010173273335989,-4.971387483340414,0,1.5650797612979659,0.12105832439269866,0.7346475572313189,0.5214499693718261,12.018111772886838,11,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1293758,0,0,0,17,0,0.1472,56916.447456868314,3.1032949011979882,-1.7384108535718874,-5.479576369067184,0,0.9992194465157809,5.469321185881952,0.5428267685875413,0.9589863638965277,27.373897375586075,13,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1294743,0,0,0,14,0,0.3126,56914.49749593174,1.0145947807993709e-10,-0.17787984354247083,7.425320486765438,0,0.00047454176456085406,7.459352227634258e-11,0.6076160990707007,0.4385211582716639,7.3794694830361705,10,Covariance may not be accurate.
1296321,0,0,0,13,0,0.1844,56930.96821728868,1.1170348550856097e-07,0.886226206120589,3.4816656499542,0,98.29124554056762,2.5183949604083185,2.584978053558835,1.0000009999995,2.588129397292984,9,Covariance may not be accurate.
1296657,0,0,0,14,0,0.1462,56924.048326950004,0.015018553167251071,0.8670073087597301,-2.493326100807583,0,1.2099067274175468,0.024443774783308128,0.546942654859706,0.8737872040343972,10.99550101644715,10,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1297026,0,0,0,16,0,0.2585,56928.42776272637,1.0083748464659974e-07,-0.5531519485478092,3.504606962822283,0,1.1366106505302014,9.496879595184235e-08,0.6105242990418622,0.5429048791214658,2.8550939665016974,12,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1297465,0,0,0,16,0,0.2778,56939.24493451247,342.50149420756213,1.6720148510401949,-9.69457330364264,0,0.9773855891180574,261.7000836379162,0.5079870425868953,0.46612994572055344,19.45781227749338,12,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1298281,0,0,0,15,0,0.2351,56931.36997501147,0.0037979414888375846,-1.5093526994692912,-2.617668146457277,0,1.0949624623863201,0.004250335252517648,0.6006554810579817,0.6476222683324125,3.8374397180884525,11,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1298893,0,0,0,10,0,0.1962,56934.788549979414,19947658124609.883,-6.759219776409534,-23.181681708958216,0,2.1380720680936065,90084636506077.16,7.292286785001923,2.6443426659944778,0.15815876350590857,6,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
