cid,num_points_desg,num_points_desr,num_points_desi,num_points_desz,num_points_desy,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1248677,13,13,17,16,0,0.3502,56554.360524865304,3.3834169033589157e-05,0.992598464972656,-0.10500751367173766,0,0.1179931236874836,8.679084901971883e-07,0.11255052521271569,0.02242940456375153,384.755257286127,55,Minimization exited successfully.
1250017,14,16,15,15,0,0.1817,56553.8678169226,0.00011685096647604254,0.8946511302470661,-0.05477481793044131,0,0.09552179404636263,3.5289204521268824e-06,0.13998898211120148,0.02526009325051068,65.29866403077922,56,Minimization exited successfully.
1253039,17,19,18,20,0,0.4535,56574.95882190942,1.6419307537968165e-05,0.28946162405676823,-0.0925455683884322,0,0.29043484383510076,4.7439343533462044e-07,0.26615866247514086,0.028283901453051374,70.93815434358063,70,Minimization exited successfully.
1253101,17,16,18,17,0,0.4596,56577.9521770108,1.4828697757476861e-05,1.3742281622636892,0.013563875815456816,0,0.43829405254655285,5.55498498194806e-07,0.36720134885325084,0.03305297239950014,79.21652513381356,64,Minimization exited successfully.
1253920,14,15,14,15,0,0.1956,56583.2393357123,9.885524047214823e-05,-0.7431975400649362,-0.0643800192813449,0,0.11039054550201399,3.0737334126271207e-06,0.13690696323392926,0.02712187988165532,141.52937861200837,54,Minimization exited successfully.
1255502,6,4,4,15,0,0.1482,56592.694375034924,0.00023051165917602757,1.038596794603956,-0.05061544498896364,0,0.1782646584251779,1.3841504423331425e-05,0.2497410637982842,0.04034654593481041,105.8894171709682,25,Minimization exited successfully.
1257366,7,8,10,15,0,0.2114,56611.870670898265,4.5130395087178424e-05,-0.19602651249844882,0.14070939464269272,0,0.4098492844241264,2.1861533860204063e-06,0.3586186518693748,0.03741240254095912,46.336807864427115,36,Minimization exited successfully.
1257695,12,11,13,12,0,0.1838,56613.31829831713,0.00012617132083537209,0.4475271883176335,-0.09180812491145246,0,0.0959058990192716,3.6349968628876462e-06,0.08664921467319253,0.024604097529915075,138.13523087643824,44,Minimization exited successfully.
1258906,13,15,13,15,0,0.3492,56621.56228474277,2.0842535800488783e-05,-0.006593712040798394,0.009291556760229414,0,0.3337223545240704,9.505748142096815e-07,0.31129435558629037,0.03598769055021797,41.96376054110022,52,Minimization exited successfully.
1258940,17,18,17,18,0,0.4259,56619.48968353309,1.6166785633789372e-05,-0.16731377963522664,-0.07448671954779529,0,0.4446225912506634,7.777604628889098e-07,0.38276066935480957,0.038157386421522804,59.77571621193125,66,Minimization exited successfully.
1259412,12,11,12,12,0,0.3047,56624.40287198629,3.690653191437687e-05,0.9174028402602659,-0.02535962748658044,0,0.18294917499588337,9.81825742756015e-07,0.13367892159021189,0.024185406439893975,105.8800874028114,43,Minimization exited successfully.
1261579,10,10,10,10,0,0.3222,56638.51706274667,3.0106453797795754e-05,-0.18901415469292804,0.014893457043809954,0,0.10886089722407633,8.117140862115582e-07,0.1163823356135314,0.0238677476286675,31.45140470197532,36,Minimization exited successfully.
1262214,23,22,23,0,0,0.6894,56657.181405356765,5.719497629685933e-06,0.20379298389452138,-0.11131105611373959,0,0.3572667077787628,1.69272996788927e-07,0.2554032340336079,0.042753746073676435,72.62852056526334,64,Minimization exited successfully.
1262715,11,10,12,13,0,0.6894,56660.15868910885,6.7397852293649144e-06,0.9330313044207958,-0.04982962416638481,0,0.3671372844692087,1.8461424207832947e-07,0.307849434396807,0.03238205637525354,40.40620428617608,42,Minimization exited successfully.
1263369,9,9,9,9,0,0.3125,56665.736961746894,3.2352880446540054e-05,0.14504952519649095,-0.04495811786178783,0,0.27395555846305797,1.131006322437067e-06,0.2704949018082714,0.03133540198891696,19.562875389474904,32,Minimization exited successfully.
1263715,8,9,9,9,0,0.2919,56667.1728702852,3.911782779040529e-05,0.4670420972450504,-0.03278870341147205,0,0.21565482953883475,1.3887495773134959e-06,0.26474361345767017,0.029808203157928426,19.856096014091705,31,Minimization exited successfully.
