cid,class,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
679,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
680,Variable,1,0.203640394723418,53683.189497949075,1.1830024301464106e-09,0.06335946241493112,1.3006497284732177,2.292995149770236e-10,1153.493149477672,75,Minimization exited successfully.
682,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
685,pSNII,1,0.29934301572103417,53646.907145503086,2.186406832306149e-09,0.009259858050707448,0.5988661215160391,1.4807814943351417e-10,544.7839090707818,40,Minimization exited successfully.
688,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
689,Variable,1,0.9694967780689743,53657.20661992541,1.6015487098747596e-07,0.007526149996886333,0.321704793459503,8.131052306489183e-09,1687.6992280864292,37,Minimization exited successfully.
691,Unknown,0,0.130903,53594.15138324945,6.110639457369279e-09,nan,1.3634965734490834,5.730640627537283e-10,38.20115764175972,40,Minimization exited successfully.
692,Variable,0,0.197275,53633.891615994886,1.0120696566233618e-09,nan,1.4946062956005335,1.0423805118994051e-10,123.04504714184712,38,Minimization exited successfully.
694,Unknown,0,0.127493,53612.35004181483,4.846066034243323e-09,nan,0.2500489581034344,6.849292149227292e-11,280.83686195265983,70,Minimization exited successfully.
695,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
696,pSNIa,1,0.0020000016064241318,53605.01201039407,7.572261194828332e-10,0.0518974961322682,0.8494770528741356,7.05958928723119e-11,42.11845887472762,37,Minimization exited successfully.
697,Unknown,0,0.156675,53604.837585710535,1.005570484218905e-09,nan,1.1909628362882358,1.0169516267084329e-10,131.52098519768555,81,Minimization exited successfully.
698,Variable,1,0.6266279107547638,53655.82853309797,9.441891849226112e-09,0.0551771468065273,0.8829000088517205,2.7028716972033126e-09,1013.6603490480445,39,Minimization exited successfully.
699,Variable,1,0.002000000000421318,53452.56742573631,2.4533375330715943e-08,0.0,0.0,0.0,250.8349738156494,81,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
700,AGN,0,0.595712,53561.25947897159,8.365943964022356e-07,nan,0.4909939259014209,2.6893050257137942e-08,137.67834645898586,42,Minimization exited successfully.
701,Unknown,0,0.20657,53598.29172661037,2.0313990843373847e-09,nan,0.9020806908483792,2.0498553223578676e-10,32.00743947190374,41,Minimization exited successfully.
