type,ntemp,fraction,slope,redshift,redshift_error,age,age_error,obj_id,phase
Ia-91bg,1,0.01,0.0,0.2682,0.0,-2.7,0.0,13099,-0.7000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ia-pec,1,0.01,0.0,0.2721,0.0,-2.6,0.0,13099,-0.7000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,13099,-0.7000000001862645
Ia,1,1.0,0.0,0.2222,0.0,2.7,0.0,13305,-1.8999999999068677
Ia-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ia-91T,1,1.0,0.0,0.2222,0.0,2.7,0.0,13305,-1.8999999999068677
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
II,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,13305,-1.8999999999068677
Ia,1,1.0,0.0,0.2015,0.0,8.1,0.0,13370,12.0
Ia-norm,1,1.0,0.0,0.2015,0.0,8.1,0.0,13370,12.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,13370,12.0
Ia,3,1.0,0.0,0.2388,0.0076,1.3,1.95,13511,0.6000000000931323
Ia-norm,3,1.0,0.0,0.2388,0.0076,1.3,1.95,13511,0.6000000000931323
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
II,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,13511,0.6000000000931323
Ia,5,1.0,0.0,0.2562,0.0063,0.0,3.529,13689,4.899999999906868
Ia-norm,5,1.0,0.0,0.2562,0.0063,0.0,3.529,13689,4.899999999906868
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
II,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,13689,4.899999999906868
Ia,1,1.0,0.0,0.2869,0.0,8.3,0.0,13757,11.100000000093132
Ia-norm,1,1.0,0.0,0.2869,0.0,8.3,0.0,13757,11.100000000093132
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
II,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,13757,11.100000000093132
Ia,3,1.0,0.0,0.1404,0.0031,1.7,5.021,14024,-5.2999999998137355
Ia-norm,3,1.0,0.0,0.1404,0.0031,1.7,5.021,14024,-5.2999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14024,-5.2999999998137355
Ia,8,1.0,0.0,0.1373,0.0039,4.3,2.535,14108,-1.2000000001862645
Ia-norm,7,0.88,0.0168,0.1372,0.001,4.4,2.268,14108,-1.2000000001862645
Ia-91T,1,0.12,-0.0193,0.1477,0.0,0.8,0.0,14108,-1.2000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14108,-1.2000000001862645
Ia,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ia-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ic,1,1.0,0.0,0.2242,0.0,-1.3,0.0,14157,11.200000000186265
Ic-norm,1,1.0,0.0,0.2242,0.0,-1.3,0.0,14157,11.200000000186265
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14157,11.200000000186265
Ia,27,1.0,0.0,0.29,0.0057,1.9,3.65,14261,4.2000000001862645
Ia-norm,25,0.93,-0.0634,0.2897,0.0057,1.9,3.781,14261,4.2000000001862645
Ia-91T,2,0.07,0.069,0.296,0.0005,1.95,1.626,14261,4.2000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14261,4.2000000001862645
Ia,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-norm,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-norm,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-norm,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-norm,11,1.0,0.0,0.0467,0.0014,3.3,2.441,14279,-13.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,14279,-13.0
