cid,class,fit_z,z,t0,amplitude,z_err,t0_err,amplitude_err,chi,dof,message
679,Unknown,0,0.0,53578.81921460308,3.138304081200392e-09,nan,2.45750886803944,4.033519883163999e-10,128.22234592026945,102,Minimization exited successfully.
682,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
688,Unknown,0,0.0,53605.183709336525,1.1631544323557146e-09,nan,0.4756856237872853,5.727924217518163e-11,166.03581873710607,100,Minimization exited successfully.
691,Unknown,0,0.0,53603.14844301226,3.0616882801021463e-09,nan,0.38763879006000934,9.267586139303057e-11,365.8029075472611,103,Minimization exited successfully.
692,Variable,0,0.0,53635.07709025232,2.0787404378977247e-09,nan,0.2925399767664203,5.983900117200402e-11,1273.7908035580776,102,Minimization exited successfully.
694,Unknown,0,0.0,53613.016793419534,4.796394933524446e-09,nan,0.14829581217782106,3.655439563353617e-11,2344.2132172714537,184,Minimization exited successfully.
695,Variable,0,0.0,53682.193386861225,-4.1995599265140807e-10,nan,1.408560536798177,8.299469432495047e-11,846.8612379877834,101,Minimization exited successfully.
697,Unknown,0,0.0,53576.15055532521,7.448556544546845e-09,nan,1.763256002406706,5.016686786957479e-10,350.92954213127916,206,Minimization exited successfully.
700,AGN,0,0.0,53522.88534793449,4.68144419279845e-08,nan,2.7431232054041175,1.6958436506939685e-09,1505.4128493775543,107,Minimization exited successfully.
701,Unknown,0,0.0,53603.640459800496,1.782819834233156e-09,nan,0.5891912226034037,8.981321026522678e-11,147.89356763752494,107,Minimization exited successfully.
702,AGN,0,0.0,53685.97399610248,1.7783596606236956e-09,nan,0.31424140948729473,1.1770889324033267e-10,3160.650563166542,107,Minimization exited successfully.
703,zSNIa,0,0.0,53613.524717215005,1.59162967899578e-09,nan,0.6270110529658268,5.99483491911905e-11,347.00125118565285,106,Minimization exited successfully.
704,Unknown,0,0.0,53604.63759150138,1.3174730837800527e-09,nan,0.5569286811878555,5.4106473343714134e-11,151.12508536138083,107,Minimization exited successfully.
708,AGN,0,0.0,53617.2574682611,9.525945370093114e-09,nan,0.05915775102766929,6.951171976065948e-11,34111.670457062726,106,Minimization exited successfully.
710,Variable,0,0.0,53619.43105041677,1.647210820463599e-09,nan,0.3948548738080717,1.0832112445964597e-10,1352.8080683007856,108,Minimization exited successfully.
711,Unknown,0,0.0,53702.7006336843,6.337286670234746e-08,nan,0.5763884072366636,4.005874813675438e-08,853.4114598257414,98,Minimization exited successfully.
716,zSNII,0,0.0,53517.1125679804,1.0968038250564898e-07,nan,0.6833283457417565,8.059904433777045e-10,6611.554041885962,202,Minimization exited successfully.
717,Unknown,0,0.0,53603.48089252026,1.2113450363065453e-09,nan,0.9990349847503239,7.101489175327582e-11,172.48417817341874,98,Minimization exited successfully.
718,Variable,0,0.0,53684.58241890626,1.0915389167103626e-09,nan,0.7765665931110561,7.868269832274982e-11,1811.7659385851903,98,Minimization exited successfully.
719,AGN,0,0.0,53690.38649297119,1.2680336237035105e-09,nan,0.5399220677609264,1.0618553498167928e-10,1016.5663049340409,98,Minimization exited successfully.
722,SNIa,0,0.0,53613.53518849539,6.9710869600831104e-09,nan,0.12473779307038058,5.0166420002259064e-11,2290.553514881314,103,Minimization exited successfully.
728,Variable,0,0.0,53604.15958240097,2.802800889687172e-10,nan,1.174775803596276,6.903640978008885e-11,428.4983386129988,103,Minimization exited successfully.
730,AGN,0,0.0,53699.520711392426,3.930418181709097e-08,nan,0.1467592365006567,2.893606224650968e-09,37680.74889103499,103,Minimization exited successfully.
734,AGN,0,0.0,53633.835943991486,4.123492699028934e-09,nan,0.3048176899574173,9.070014578060395e-11,6960.7808468738,101,Minimization exited successfully.
735,zSNIa,0,0.0,53604.58489815478,1.676204166072093e-09,nan,0.4299851639807457,6.5579759740598e-11,101.97677700293853,100,Minimization exited successfully.
739,SNIa,0,0.0,53604.11028841421,6.297087636913418e-09,nan,0.12441692711581709,6.454815342653001e-11,1097.1318447154222,98,Minimization exited successfully.
742,Variable,0,0.0,53604.341068654125,1.5999073486443307e-09,nan,0.466569907945086,6.675028364284352e-11,220.48741992317173,103,Minimization exited successfully.
744,SNIa,0,0.0,53605.94701036402,5.010184472298063e-09,nan,0.1408997459548118,5.6524242108285944e-11,1688.9114679725267,102,Minimization exited successfully.
752,Variable,0,0.0,53634.46274322367,1.5208701722987538e-09,nan,0.32571211400136235,7.90269466688302e-11,2552.8014591139495,108,Minimization exited successfully.
762,SNIa,0,0.0,53609.121413169865,3.482752843663233e-09,nan,0.13793712018014048,5.311694383122654e-11,1442.2437154895888,98,Minimization exited successfully.
764,zSNII,0,0.0,53607.043847579174,1.14655150736572e-09,nan,0.5582422514708014,5.632446469099373e-11,315.6872370762166,101,Minimization exited successfully.
765,zSNII,0,0.0,53542.97374286266,1.974746292703563e-08,nan,2.5760806383550516,1.0353662737048188e-09,861.8887808784714,117,Minimization exited successfully.
768,AGN,0,0.0,53632.720560736845,8.551530894364136e-08,nan,0.03652950896139373,3.0301634715593305e-10,159594.11781669344,103,Minimization exited successfully.
770,Unknown,0,0.0,53608.020169159485,1.294072398563753e-09,nan,0.7214606473353342,5.553895754012941e-11,735.1708498029479,93,Minimization exited successfully.
772,zSNII,0,0.0,53606.88874237397,1.305614805255252e-09,nan,0.48045623496727785,5.904269498787885e-11,263.3473819402214,116,Minimization exited successfully.
774,SNIa,0,0.0,53605.99596082694,9.668629398593437e-09,nan,0.12383439209588687,9.425106808344374e-11,2871.7067594569453,111,Minimization exited successfully.
779,zSNIa,0,0.0,53617.026493787416,1.998556809261278e-09,nan,0.29159178254849394,4.8546411151841505e-11,606.4528712805511,111,Minimization exited successfully.
782,Unknown,0,0.0,53608.91123588969,3.2793789171325677e-09,nan,0.13316367749939673,5.7311716633359983e-11,2101.5901132888166,113,Minimization exited successfully.
785,AGN,0,0.0,53609.99133147231,1.4627799039310127e-09,nan,0.30409233907266753,4.595350145159424e-11,2093.7939010529826,113,Minimization exited successfully.
792,Unknown,0,0.0,53544.403395244975,1.4412219935878386e-08,nan,0.024519698457879713,5.333925371190448e-10,197.55714361160835,108,Minimization exited successfully.
799,zSNII,0,0.0,53566.11057850802,7.249945223193066e-09,nan,1.850000676295167,4.999952863125357e-10,557.9254565481817,107,Minimization exited successfully.
800,AGN,0,0.0,53619.03449116017,8.111059908373265e-10,nan,0.5281065963717992,6.749336718213689e-11,283.8868269723638,108,Minimization exited successfully.
818,Unknown,0,0.0,53605.63633553336,1.3329128574369888e-09,nan,0.5578341574728256,6.187936502057482e-11,113.29122504717978,114,Minimization exited successfully.
820,Variable,0,0.0,53634.56257866853,3.2778200738653536e-09,nan,0.341356796277978,7.355025890935082e-11,3432.4423322184293,76,Minimization exited successfully.
822,zSNIa,0,0.0,53608.001064924414,1.959853093867448e-09,nan,0.29760218994124443,5.9805504943496e-11,317.2049509542919,111,Minimization exited successfully.
824,Variable,0,0.0,53686.98357637981,2.380393104195147e-09,nan,0.39074738609269843,6.603199403906793e-11,8919.644554173326,110,Minimization exited successfully.
829,Variable,0,0.0,53505.92171130468,5.5300201781720725e-08,nan,3.5855137074177037,1.0920556010392121e-09,4090.2854637389123,113,Minimization exited successfully.
830,Unknown,0,0.0,53520.50564716515,1.7478093193320724e-08,nan,143.19302614119806,1.0183365355473242,5390.477274507226,112,Covariance may not be accurate.
835,AGN,0,0.0,53617.20587235734,4.087983286557726e-09,nan,0.13930616033394472,6.96055458133446e-11,4577.960963574849,98,Minimization exited successfully.
837,Variable,0,0.0,53629.30838834431,1.847823453767742e-09,nan,0.815404383247369,7.57975103377208e-11,1439.0695970270604,108,Minimization exited successfully.
841,zSNIa,0,0.0,53609.18617445615,1.600887805472721e-09,nan,0.252583679590316,5.910403338550608e-11,345.79924507182307,108,Minimization exited successfully.
846,Variable,0,0.0,53619.19288887077,4.6707568066272564e-09,nan,0.14364724486222258,6.40852387373629e-11,4929.516123401139,111,Minimization exited successfully.
853,AGN,0,0.0,53616.82507052689,1.8937499959596417e-09,nan,0.29334085328810033,6.160652995513665e-11,1430.9823327326349,98,Minimization exited successfully.
854,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
859,zSNIa,0,0.0,53615.03561224907,1.9163296406944593e-09,nan,0.2918729203265684,5.211728814699851e-11,495.8001283991932,106,Minimization exited successfully.
860,Variable,0,0.0,53697.23968026098,1.816919399749686e-09,nan,0.4496358393880655,3.0513614352421346e-10,779.9155299073548,100,Minimization exited successfully.
861,Variable,0,0.0,53609.04451293407,8.627552934090267e-10,nan,0.5243106200505281,5.5766593712866407e-11,627.6042180977834,103,Minimization exited successfully.
863,zSNII,0,0.0,53607.621607355824,1.2902837585619995e-09,nan,0.7568457770757959,5.5155748695899477e-11,556.1415436967305,98,Minimization exited successfully.
870,AGN,0,0.0,53535.74222835901,6.430173461851855e-08,nan,3.1074970454392314,3.1421297836081122e-09,1160.8354106721645,110,Minimization exited successfully.
875,Unknown,0,0.0,53567.65219144122,1.013380132416555e-08,nan,1.8056607926882862,6.068106567736039e-10,886.9839585890167,108,Minimization exited successfully.
879,Unknown,0,0.0,53619.00542657564,3.863462828524334e-09,nan,0.14998278177517932,8.441307825245383e-11,10970.86985765179,99,Minimization exited successfully.
883,Variable,0,0.0,53647.42048322036,1.3791187919947896e-09,nan,0.3100956814814708,6.122704410606882e-11,850.9382549233685,105,Minimization exited successfully.
884,Variable,0,0.0,53666.902011584534,9.91888603133686e-10,nan,0.5913424275713624,5.259558390800755e-11,1940.7110050383867,193,Minimization exited successfully.
893,zSNIa,0,0.0,53574.3712862246,9.38105777799135e-09,nan,0.8918544520383875,3.684508979853609e-10,463.2638144555305,103,Minimization exited successfully.
894,Variable,0,0.0,53638.249391150865,5.204327322350013e-09,nan,0.39672978314047214,3.237420881868464e-10,2632.941904366634,102,Minimization exited successfully.
895,Unknown,0,0.0,53606.21648671904,1.1522852406104027e-09,nan,0.5842067583180324,6.963718112571297e-11,162.36420813610607,98,Minimization exited successfully.
896,Unknown,0,0.0,53630.540164587575,1.430477225191293e-09,nan,0.3353446990258817,6.867734414004392e-11,2157.2113397157045,98,Minimization exited successfully.
904,zSNIa,0,0.0,53607.651951996646,1.543183436287683e-09,nan,0.518151050171582,7.754989843838035e-11,295.2779967906093,103,Minimization exited successfully.
907,Unknown,0,0.0,53606.87739930034,4.191404593493724e-09,nan,0.1616842843068298,6.603519002203604e-11,4080.694245139571,93,Minimization exited successfully.
908,Variable,0,0.0,53661.18286764859,1.871927239680593e-09,nan,0.2830888337775832,6.125576594989642e-11,6141.52592023635,121,Minimization exited successfully.
910,Unknown,0,0.0,53605.50940910176,2.7912393688808795e-09,nan,0.30284576023041154,6.221223940575467e-11,468.73770271692763,101,Minimization exited successfully.
911,zSNIa,0,0.0,53608.596963757,1.8524602168511072e-09,nan,0.2446121270331787,6.411430172700986e-11,164.67853815815238,114,Minimization exited successfully.
913,Variable,0,0.0,53690.42230298292,3.09528755753819e-09,nan,0.28085903151804814,8.447331102286872e-11,9080.89676620876,104,Minimization exited successfully.
921,zSNII,0,0.0,53617.4119451733,6.794520745518703e-10,nan,0.5564714465617726,2.8215232011592886e-11,648.5366612188848,233,Minimization exited successfully.
930,zSNII,0,0.0,53659.38680965776,1.4624055393934108e-09,nan,0.2675327825199929,2.797033293987353e-11,5119.775843483956,178,Minimization exited successfully.
932,zSNIa,0,0.0,53607.05738039297,1.5644948878632003e-09,nan,0.48628905834266334,8.675837601208734e-11,216.20053468970937,112,Minimization exited successfully.
933,AGN,0,0.0,53538.73745949907,2.1282798108739394e-08,nan,4.275639149680501,1.426719922681451e-09,806.882257108949,202,Minimization exited successfully.
934,Variable,0,0.0,53531.37373533394,2.6585848924549828e-08,nan,1.1735883643486886,1.5708639124031325e-09,880.7421642797941,116,Minimization exited successfully.
936,Variable,0,0.0,53634.29454904477,1.54027413238517e-09,nan,0.3054465124696435,7.371942032674674e-11,638.8891433536244,117,Minimization exited successfully.
938,Unknown,0,0.0,53661.65036514221,8.447783564997624e-10,nan,0.5773919720377307,7.347749970552059e-11,1075.6678685765255,116,Minimization exited successfully.
948,AGN,0,0.0,53639.95513774242,1.560739399589327e-08,nan,167.37047276405428,1.1725111029474588e-09,6331.705091439426,107,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
952,AGN,0,0.0,53633.505250522336,3.3231785717420946e-09,nan,112.81201746874285,1.4782854769913596e-10,6844.803929565511,103,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
954,Variable,0,0.0,53629.35023882146,-2.932570109650567e-10,nan,1.0912231739930576,5.2142789464704305e-11,367.6120446095488,103,Minimization exited successfully.
976,AGN,0,0.0,53602.57412505913,4.15342744320219e-09,nan,0.30162947278950014,1.6343296384875137e-10,2119.6077674258477,112,Minimization exited successfully.
977,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
979,Unknown,0,0.0,53608.14075077558,1.1285548194319746e-09,nan,0.6062262574196211,6.174231466150986e-11,148.51666649246323,107,Minimization exited successfully.
983,zSNII,0,0.0,53568.133990849856,1.6137188708768462e-08,nan,0.9256814629989094,5.726451326214635e-10,567.3682522866975,100,Minimization exited successfully.
986,zSNIa,0,0.0,53607.83331213343,1.1800005010301284e-09,nan,0.5705927538292599,5.7320500094119466e-11,151.56978677852123,101,Minimization exited successfully.
991,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1000,Unknown,0,0.0,53604.257391488536,3.3983496329138005e-09,nan,0.21092804444924695,6.0793576351119e-11,356.20075615406546,108,Minimization exited successfully.
1008,zSNIa,0,0.0,53608.51012622489,3.1029606449080598e-09,nan,0.17213186734443298,6.660224744267518e-11,729.5497902901405,112,Minimization exited successfully.
1023,Variable,0,0.0,53662.028717401605,1.396830679755953e-09,nan,0.294700339272822,3.671176124553928e-11,1873.7866422181323,116,Minimization exited successfully.
1025,Variable,0,0.0,53503.417210849366,4.795739173845643e-08,nan,2.934354763252486,2.212022429129434e-09,1617.4631390145732,114,Minimization exited successfully.
1027,zSNII,0,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1031,Unknown,0,0.0,53604.88908317871,1.8739685078563086e-09,nan,0.37913644614673103,4.462248897980251e-11,773.4061096244741,230,Minimization exited successfully.
1032,SNIa,0,0.0,53611.49255750232,3.645064330150071e-09,nan,0.14706657975330018,5.661591104442746e-11,436.51894994531415,108,Minimization exited successfully.
1033,AGN,0,0.0,53702.88967465536,1.7115840252916034e-06,nan,0.2980173925716372,6.061720549880831e-07,2754.187392108255,86,Minimization exited successfully.
1040,AGN,0,0.0,53504.97328230081,6.389665604261377e-08,nan,2.8093569097436557,1.176185166743519e-09,1720.8163694208538,108,Minimization exited successfully.
1041,Unknown,0,0.0,53605.67185365957,3.901008553531143e-09,nan,0.16863118184846826,5.864565920190028e-11,709.2301818372872,112,Minimization exited successfully.
1108,Variable,0,0.0,53628.628467636445,2.670006087786019e-09,nan,0.2709203673111915,1.8666416233908852e-10,810.5559542857374,87,Minimization exited successfully.
1111,Variable,0,0.0,53696.642439450996,1.9311509437978053e-07,nan,101.73815209334862,1.0285281687418477,3785.5456263176256,74,Covariance may not be accurate.
1112,SNIa,0,0.0,53615.74279815983,1.553494484961018e-09,nan,0.30461654147075024,5.981618684326214e-11,203.28787630879265,98,Minimization exited successfully.
1113,zSNII,0,0.0,53545.243961379725,1.0527177633197625e-07,nan,0.3415482594355126,8.182254139539607e-10,5347.14407999427,98,Minimization exited successfully.
1114,SNII,0,0.0,53614.89116361638,7.725059107768864e-08,nan,0.03173565196630079,1.775630342929525e-10,160504.69183561509,92,Minimization exited successfully.
1119,SNIa,0,0.0,53613.72740398158,1.3130393959371581e-09,nan,140.56935687575242,1.0000581271759654,206.89056928898026,88,Covariance may not be accurate.
1123,Variable,0,0.0,53690.0627718277,1.460167768613786e-09,nan,0.36837581966392463,6.39518446447334e-11,1691.8323886880303,88,Minimization exited successfully.
1126,Unknown,0,0.0,53605.61553833168,2.403406485210419e-09,nan,0.5074834144470515,1.0364601133153996e-10,133.15818051425595,88,Minimization exited successfully.
1127,Unknown,0,0.0,53615.68004854569,3.2343070371038267e-09,nan,0.2208588885332574,6.321696037141761e-11,4772.725222686564,87,Minimization exited successfully.
1131,zSNII,0,0.0,53615.273073635544,7.677295293115156e-10,nan,0.713695394097158,5.585579495941635e-11,217.79946383252673,93,Minimization exited successfully.
