cid,class,fit_z,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
679,Unknown,0,0.124957,53600.60523957487,5.599269773001983e-06,-0.8074367909209926,0.9701778389489226,0,3.8477898931887466,2.7497693392525295e-06,0.9580226077208949,0.3076771246718622,139.346041050777,79,Minimization exited successfully.
680,Variable,1,0.42270700585188,53645.02058341801,2.261246641553186e-06,28.954242450578388,0.3246894289945831,0.01491135541084282,0.5418578962853644,5.067267796435514e-07,7.977543705711673,0.12300429931770586,184.14425646887182,75,Minimization exited successfully.
685,pSNII,1,0.5955812252676022,53645.58772975718,3.824791904477443e-06,22.58233424890211,0.21472323470703827,0.0158561950164266,0.7438497574185021,6.24241651341123e-07,4.9232650232273985,0.08390824559163357,220.77582846971967,39,Minimization exited successfully.
688,Unknown,0,0.067866,53600.8674299988,1.4056747218599467e-05,1.3346983121425267,0.5804770260828555,0,0.003025130950845778,2.9057203165004525e-06,0.8370343813001686,0.1358019451922719,160.90721694377893,78,Minimization exited successfully.
689,Variable,1,0.5258653899890499,53681.359424642294,1.0455238162470367e-05,6.3584890608791795,-0.00973383350520198,0.013495276424077496,1.363813164683961,5.259704076654753e-07,0.8866229547681233,0.0663877800096008,397.314943958392,35,Minimization exited successfully.
691,Unknown,0,0.130903,53602.570881226224,6.496057424094382e-05,-0.11548853730803688,-0.003990779754701907,0,1.5696158145910886,7.318174946623511e-06,0.3629179454072578,0.0593283236045678,341.860135679922,80,Minimization exited successfully.
692,Variable,0,0.197275,53653.18824590744,6.694685555694427e-06,6.157758193974961,1.0477698717151194,0,0.4566597816810827,4.830120958547388e-07,0.7253472122084756,0.051448079583851794,575.7539224035343,80,Minimization exited successfully.
694,Unknown,0,0.127493,53623.77216146062,4.504195124901735e-05,0.8525009696882381,0.33541832755726647,0,6.076528734411113e-05,5.847310908768368e-07,0.14318704480817337,0.011602271088007623,1015.5583713366084,144,Covariance may not be accurate.
695,Variable,0,0.058267,53723.459204390245,0.0013553999027881352,-1.2957233153046759,0.7298774957717837,0,4.443009144633834,0.006322390172773537,0.1286094482291076,0.1879711888329878,724.8191552701937,78,Minimization exited successfully.
696,pSNIa,1,0.5506688017109538,53623.63744291475,1.1735737336913895e-05,-0.4252550544739376,-0.05358548514061447,0.04951725671917817,1.15055015877806,6.757107158402467e-07,0.6817848145455799,0.10203306899305696,41.82529276715033,35,Minimization exited successfully.
