#      NAME  RED LC-DATA ST      ST-err   COL     COL-err BMAG     BMAG-err   CHI2DOF   MJDMAX    MJDMAX-err
    SDSS4262  0.222   1    1.206    0.082   -0.047    0.124   22.407    0.099    1.249   53645.112  0.911
    SDSS4265  0.436   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.331   53658.168  0.822
    SDSS4267  0.300   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.535   53699.574  0.518
    SDSS4268  0.097   1    0.511    0.275      NaN      NaN   23.415    0.414    2.931   53667.258  1.460
    SDSS4269 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4272  0.683   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.468   53657.313  0.912
    SDSS4273 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    4.118   53688.235  1.014
    SDSS4278  0.445   1    2.600   -0.000      NaN      NaN      NaN      NaN   13.220   53657.408  1.307
    SDSS4279  0.171   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.436   53657.621  0.580
    SDSS4280  0.494   1    2.600   -0.000      NaN      NaN      NaN      NaN    6.239   53694.784  0.821
    sn2005in  0.213   1    1.498    0.025   -0.437    0.031   20.214    0.036    2.387   53651.778  0.180
    SDSS4282  0.125   1    2.600   -0.000      NaN      NaN      NaN      NaN    7.184   53688.953  0.704
    SDSS4283 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.246   53628.784  1.489
    SDSS4284  0.106   1    2.600   -0.000      NaN      NaN      NaN      NaN   32.494   53682.532  0.369
    SDSS4287  2.474   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4292 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN   14.025   53655.665  0.555
    SDSS4293 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4300  0.121   1    2.600   -0.000      NaN      NaN      NaN      NaN    6.827   53636.900  1.395
    SDSS4301 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.801   53645.263  1.086
    SDSS4303  0.609   1    2.600   -0.000      NaN      NaN      NaN      NaN    7.093   53658.291  0.653
    SDSS4304  0.213   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4307  0.272   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4311  0.296   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4313  0.392   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4315 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.250   53688.438  1.288
    SDSS4320  0.243   1    2.600    0.000      NaN      NaN      NaN      NaN    5.902   53648.713  0.947
    SDSS4321  0.429   1    2.600   -0.000      NaN      NaN      NaN      NaN    9.419   53659.888  0.548
    SDSS4322 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4324 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4327 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.750   53659.928  2.129
    SDSS4329 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    4.510   53640.004  1.176
    SDSS4330 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4336 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.134   53659.348  0.844
    SDSS4337 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    7.287   53659.195  0.994
    SDSS4341  0.103   1    2.600   -0.000      NaN      NaN      NaN      NaN    0.815   53683.603  8.014
    SDSS4343  0.095   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.071   53664.860  1.642
    SDSS4345 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    3.603   53656.454  0.968
    SDSS4348  0.194   1    1.494    0.316    1.326    0.212   22.306    0.182    3.923   53633.103  1.616
    SDSS4349 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    0.868   53645.950  3.446
    SDSS4350  0.501   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.379   53677.615  1.351
    SDSS4352 -9.000   1    2.584    0.415      NaN      NaN   25.019    0.216    2.642   53658.727  3.332
    SDSS4353  0.731   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.201   53702.203  1.404
    SDSS4355  0.528   1    2.427    0.193    0.361    0.079   23.503    0.094    2.136   53644.450  1.826
    SDSS4356  0.372   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.843   53652.972  1.033
    SDSS4359 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.846   53668.937  1.359
    SDSS4365 -9.000   1    1.161    0.342      NaN      NaN   22.295    0.106   15.490   53703.012  2.162
    SDSS4367 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4369 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.362   53655.583  1.503
    SDSS4370 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    6.598   53697.143  1.622
    SDSS4373  0.849   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.270   53662.552  1.127
    SDSS4382  0.152   1    1.092    0.096   -0.253    0.107   20.999    0.080   10.830   53628.742  0.505
    SDSS4386  0.120   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.120   53659.110  2.843
    SDSS4387  0.805   1    1.577    0.101    0.256    0.165   23.531    0.150    1.586   53643.591  1.525
    SDSS4388 -0.000   1    1.903    0.214    0.006    0.157   22.959    0.094    2.386   53630.240  2.120
    SDSS4390 -9.000   1    0.536    0.039      NaN      NaN   22.265    0.144    2.955   53686.178  0.512
    SDSS4393  0.060   0    2.541   14.462      NaN      NaN      NaN      NaN    1.930   53719.089152.365
    SDSS4402  0.426   1    1.171    0.090   -0.299    0.041   22.279    0.063   13.139   53668.528  0.853
    SDSS4406  0.091   1    2.600   -0.000      NaN      NaN      NaN      NaN    0.576   53682.587  3.844
    SDSS4407 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.074   53655.577  1.257
    SDSS4409  0.430   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.119   53664.916  1.012
    SDSS4413 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.193   53647.639  1.487
    SDSS4414 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4415 -9.000   1    0.893    0.004      NaN      NaN   30.189    0.044 2552.103   53628.544  0.206
    SDSS4417  0.362   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4418 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4420 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    2.093   53648.555  1.468
    SDSS4421 -9.000   1    2.447    0.083      NaN      NaN   22.030    0.044    2.535   53662.741  0.722
    SDSS4432  0.975   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.577   53697.913  2.151
    SDSS4434 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4436  0.904   1    1.441    0.033   -0.140    0.052   21.736    0.077    9.018   53690.289  0.624
    SDSS4437  0.821   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.655   53664.557  1.623
    SDSS4442  0.262   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.661   53689.463  1.109
    SDSS4444 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.376   53684.577  1.644
    SDSS4447 -9.000   1    2.246    0.217      NaN      NaN   22.044    0.084    5.220   53628.290  1.451
    SDSS4450 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4452  0.342   1    2.600    0.000      NaN      NaN      NaN      NaN    2.252   53649.284  1.242
    SDSS4453  0.084   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.612   53700.940  2.667
    SDSS4455 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4461  0.227   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.516   53670.379  1.269
    SDSS4464  0.834   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.504   53662.840  1.235
    SDSS4470  0.180   1    0.664    0.288      NaN      NaN   23.235    0.372    0.561   53702.000  1.268
    SDSS4471  1.060   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.226   53675.341  1.539
    SDSS4473 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.932   53684.105  2.757
    SDSS4477 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.328   53660.338  0.683
    SDSS4478  0.724   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.955   53673.347  1.099
    SDSS4480  0.339   1    2.600    0.000      NaN      NaN      NaN      NaN    2.092   53648.419  1.389
    SDSS4482  0.473   1    1.689    0.201   -0.009    0.066   22.842    0.120    2.125   53633.305  1.513
    SDSS4485  0.085   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4488  0.190   1    2.600    0.000      NaN      NaN      NaN      NaN    4.185   53635.278  0.614
    SDSS4490  0.496   1    1.058    0.073    0.121    0.087   23.196    0.119    1.263   53644.574  0.895
    SDSS4491  0.192   1    0.520    0.048   -0.532    0.114   22.517    0.114    1.836   53641.078  0.389
    SDSS4494 -9.000   1    1.201    0.130      NaN      NaN   22.917    0.183    1.180   53650.868  1.070
    SDSS4495 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    2.450   53630.763  1.744
    SDSS4500 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4503  0.078   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.651   53696.430  1.233
    SDSS4507  0.649   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.909   53638.245  2.709
    SDSS4508  0.570   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.925   53666.894  0.891
    SDSS4512 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4514  0.664   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.813   53665.753  1.236
    SDSS4516 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.319   53657.024  1.006
    SDSS4518 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.934   53658.089  2.307
    SDSS4519  0.186   1    1.366    0.158   -0.447    0.140   22.363    0.148    2.464   53632.345  1.194
    SDSS4521 -9.000   1    1.629    0.222      NaN      NaN   22.528    0.149    2.646   53626.911  1.554
    SDSS4522 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.107   53663.171  0.680
    SDSS4529 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.506   53668.275  1.010
    SDSS4530  0.296   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4533 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.066   53657.705  1.054
    SDSS4534 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4538  0.406   1    2.600   -0.000      NaN      NaN      NaN      NaN    8.324   53657.472  0.568
    SDSS4539 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4540 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4541  0.479   1    2.467    0.252   -0.004    0.061   22.700    0.121    2.590   53635.606  1.600
    SDSS4544 -9.000   0    1.012    0.411      NaN      NaN   23.116    0.390    0.618   53707.402  5.096
    SDSS4547  0.441   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4548 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.806   53618.583  3.611
    SDSS4552  0.088   1    2.600   -0.000      NaN      NaN      NaN      NaN    0.931   53638.902  7.879
    SDSS4553 -9.000   1    0.945    0.288      NaN      NaN   25.623    0.250    1.122   53625.337  3.519
    SDSS4556 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    2.208   53656.792  1.179
    SDSS4557 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4562 -9.000   1    0.902    0.206      NaN      NaN   24.569    0.235    1.638   53674.338  2.005
    SDSS4564  0.366   1    0.965    0.077   -0.270    0.048   25.654    0.129    3.528   53636.924  0.948
    SDSS4565 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4570 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.789   53656.838  0.737
    SDSS4572  0.384   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4578  0.414   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4580  1.855   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.841   53686.455  1.585
    SDSS4586  0.140   1    2.600    0.000      NaN      NaN      NaN      NaN    3.059   53628.301  2.546
    SDSS4589 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    4.326   53656.052  0.846
    SDSS4593  0.085   1    0.833    0.199      NaN      NaN   24.187    0.414    0.712   53677.784  1.551
    SDSS4600  0.105   1    0.454    0.131      NaN      NaN   22.916    0.462    1.315   53628.406  1.234
    SDSS4608 -9.000   1    2.467    0.287      NaN      NaN   22.516    0.132    1.812   53695.069  2.890
    SDSS4610 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4612  0.395   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4619  0.180   1    1.158    0.128   -0.179    0.131   22.579    0.107    1.718   53677.671  1.190
    SDSS4623  0.332   1    2.600   -0.000      NaN      NaN      NaN      NaN   16.213   53690.307  0.275
    SDSS4627  0.291   1    0.840    0.015   -0.179    0.033   20.228    0.038   12.304   53647.705  0.131
    SDSS4628  0.724   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.895   53651.592  0.825
    SDSS4631  0.120   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.062   53636.854  3.771
    SDSS4634  3.158   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4639  0.365   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4640 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4641  2.849   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4644 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.879   53654.538  2.085
    SDSS4646 -9.000   0    2.328    0.682      NaN      NaN   22.970    0.522    0.899   53605.800  7.188
    SDSS4647 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    7.818   53667.724  0.717
    SDSS4650 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    3.929   53654.221  1.122
    SDSS4651  0.152   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4652 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4653 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    5.118   53661.155  0.883
    SDSS4655 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4656 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    2.925   53643.762  1.064
    SDSS4657  0.406   1    0.815    0.106   -0.243    0.074   22.837    0.144    2.487   53701.481  1.239
    SDSS4659  0.607   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.350   53685.379  1.401
    SDSS4660 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.567   53653.931  0.623
    SDSS4662 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4664 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4668 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.026   53661.283  1.432
    SDSS4669  0.142   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4673  0.500   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.739   53661.591  0.722
    SDSS4675 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.627   53648.325  1.669
    SDSS4676  0.245   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4678 -9.000   0    2.115    0.895      NaN      NaN   20.927    0.920    1.224   53544.678 31.365
    SDSS4680 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.629   53665.535  0.809
    SDSS4682  0.402   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4686 -9.000   1    1.310    0.472      NaN      NaN   23.626    0.181    2.535   53670.929  2.726
    SDSS4688 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.699   53652.793  1.650
    SDSS4689 -9.000   1    0.972    0.125      NaN      NaN   23.614    0.164    1.518   53673.053  0.947
    SDSS4690  0.200   1    1.326    0.065    0.994    0.076   23.281    0.163    3.839   53656.458  0.777
    SDSS4695 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4698 -9.000   1    2.470    0.109      NaN      NaN   28.721    0.059   53.156   53681.614  1.581
    SDSS4700 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.420   53690.799  1.881
    SDSS4701  0.621   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.473   53665.863  1.075
    SDSS4702  0.056   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.830   53639.575  5.968
    SDSS4705  0.288   1    0.858    0.067    0.149    0.098   22.487    0.106    2.819   53646.200  0.746
    SDSS4706  0.591   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.912   53674.730  0.612
    SDSS4707 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.632   53688.171  0.965
    SDSS4709  0.565   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.055   53692.579  1.295
    SDSS4711  0.181   1    1.553    0.477   -0.269    0.217   25.471    0.267    3.245   53623.847 12.690
    SDSS4714 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4715  0.041   1    2.600    0.000      NaN      NaN      NaN      NaN    3.021   53656.816  1.534
    SDSS4716  0.545   1    2.600   -0.000      NaN      NaN      NaN      NaN    5.191   53669.390  0.694
    SDSS4720 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.479   53659.196  1.345
    SDSS4731  0.029   1    1.032    0.252      NaN      NaN   25.063    0.528    1.277   53646.532  2.564
    SDSS4733 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4736  0.028   1    2.600   -0.000      NaN      NaN      NaN      NaN   20.104   53641.519  2.806
    SDSS4737  0.465   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4739  0.023   1    0.972    0.883      NaN      NaN   25.526    0.690    7.675   53673.467  4.275
    SDSS4740  0.041   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.000   53658.312  2.128
    SDSS4741 -9.000   1    1.916    0.452      NaN      NaN   23.102    0.185    1.218   53632.376  2.698
    SDSS4742  0.134   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.144   53654.979  1.501
    SDSS4752 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    5.251   53657.268  0.726
    SDSS4753 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    2.049   53690.943  1.654
    SDSS4754  0.090   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4757  0.436   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4760 -9.000   1    1.873    0.259      NaN      NaN   24.106    0.166    1.032   53637.737  2.188
    SDSS4763 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4767 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.400   53654.744  1.145
    SDSS4768 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4769  3.896   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4772  0.105   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.574   53664.187  0.560
    SDSS4773  0.333   1    2.600    0.000      NaN      NaN      NaN      NaN    3.644   53653.707  0.980
    SDSS4779  0.535   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4781  0.115   1    2.600    0.000      NaN      NaN      NaN      NaN    8.036   53691.679  1.090
    SDSS4786 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.211   53649.895  2.042
    SDSS4789  0.567   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.542   53663.354  1.277
    SDSS4796 -9.000   1    1.347    0.364      NaN      NaN   27.640    0.239    1.468   53671.483  2.332
    SDSS4800 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.597   53662.115  0.600
    SDSS4802 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.896   53652.641  1.149
    SDSS4808  0.349   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4812  0.110   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.026   53649.316  2.467
    SDSS4814 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4819 -9.000   1    2.061    0.342      NaN      NaN   23.922    0.187    3.930   53685.953  3.871
    SDSS4822 -9.000   0    1.612    1.029      NaN      NaN   21.273    0.727    1.881   53579.525 16.594
    SDSS4828  0.075   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4857  0.517   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4864  0.137   1    2.380    0.168    0.358    0.109   22.366    0.112    1.736   53651.627  1.307
    SDSS4866  0.378   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.847   53697.520  1.107
    SDSS4875 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.803   53640.060  2.328
    SDSS4876 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    7.350   53637.128  1.671
    SDSS4888 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4896 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4900 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN   95.087   53684.221  0.221
    SDSS4904 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN   34.758   53636.623  0.689
    SDSS4906 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4907 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4910  0.138   1    1.626    0.212   -0.380    0.154   22.530    0.215    2.438   53694.830  1.751
    SDSS4912 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4914 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4915 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4916 -9.000   1    0.843    0.119      NaN      NaN   24.204    0.236    2.172   53667.842  1.023
    SDSS4917 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    0.898   53693.831  3.459
    SDSS4925 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.486   53655.601  1.281
    SDSS4927  0.504   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.206   53690.292  1.633
    SDSS4928  0.127   1    1.804    0.138    1.037    0.061   21.511    0.088    2.206   53651.158  1.030
    SDSS4931 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    3.181   53657.624  0.987
    SDSS4933 -9.000   0    2.600    0.000      NaN      NaN      NaN      NaN    1.842   53603.590  5.887
    SDSS4935 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.696   53653.477  3.669
    SDSS4938 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.429   53683.219  3.095
    SDSS4939 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.252   53659.014  0.965
    SDSS4946  0.118   0    2.600   -0.000      NaN      NaN      NaN      NaN    1.173   53542.235237.663
    SDSS4947 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.050   53691.410  0.994
    SDSS4950 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4953 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4958  0.000   1    0.540    0.096      NaN      NaN   22.317    0.441    0.605   53694.252  1.615
    SDSS4961 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    3.825   53630.995  1.281
    SDSS4963 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4968  0.182   1    2.600    0.000      NaN      NaN      NaN      NaN    1.796   53674.701  0.856
    SDSS4969  0.307   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4978  0.282   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS4981 -9.000   1    1.420    0.515      NaN      NaN   25.891    0.645    2.438   53649.232  2.469
    SDSS4982 -9.000   1    2.003    0.563      NaN      NaN   23.547    0.299    1.782   53628.329  5.432
    SDSS4986  0.268   0    2.600    0.000      NaN      NaN      NaN      NaN    2.095   53525.182 14.068
    SDSS4989  0.108   1    2.556    2.062      NaN      NaN   28.451    0.512    1.856   53667.033 11.960
    SDSS4991  0.447   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.800   53659.422  0.806
    SDSS4999 -9.000   1    1.030    0.076      NaN      NaN   21.785    0.088    2.564   53652.149  0.710
    SDSS5007  0.452   1    2.600   -0.000      NaN      NaN      NaN      NaN    2.386   53650.794  1.096
    SDSS5009 -9.000   1    1.802    0.090      NaN      NaN   23.131    0.148    3.668   53690.238  1.645
    SDSS5012 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.646   53647.419  1.308
    SDSS5015  0.508   0    2.600    0.000      NaN      NaN      NaN      NaN    3.328   53498.110 54.382
    SDSS5017  0.550   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.315   53665.583  0.993
    SDSS5018  0.170   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS5026 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    4.011   53648.323  1.009
    SDSS5030 -9.000   1    2.422    0.412      NaN      NaN   23.554    0.167    2.882   53641.007  3.186
    SDSS5031 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS5036 -9.000   0      NaN      NaN      NaN      NaN      NaN      NaN      NaN         NaN    NaN
    SDSS5039  0.083   1    0.953    0.041    0.847    0.057   20.804    0.073    3.274   53649.927  0.311
    SDSS5040 -9.000   1    2.600    0.000      NaN      NaN      NaN      NaN    1.748   53648.219  1.822
    SDSS5045  0.137   1    2.600   -0.000      NaN      NaN      NaN      NaN    1.161   53667.051  3.630
    SDSS5047 -9.000   1    2.600   -0.000      NaN      NaN      NaN      NaN    3.417   53660.181  1.196
