type,ntemp,fraction,slope,redshift,redshift_error,age,age_error,obj_id,phase
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19230,-2.3999999999068677
Ia,30,1.0,0.0,0.1784,0.0073,0.3,5.089,19282,-9.299999999813735
Ia-norm,27,0.9,0.043,0.178,0.0077,0.8,5.257,19282,-9.299999999813735
Ia-91T,1,0.03,0.0,0.1778,0.0,0.8,0.0,19282,-9.299999999813735
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ia-pec,2,0.07,0.0,0.183,0.0011,-4.05,2.051,19282,-9.299999999813735
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19282,-9.299999999813735
Ia,167,1.0,0.0,0.2291,0.0068,-0.5,5.267,19341,-3.2999999998137355
Ia-norm,152,0.91,0.0064,0.2288,0.0068,-0.5,5.408,19341,-3.2999999998137355
Ia-91T,8,0.05,0.0042,0.2323,0.007,0.55,2.472,19341,-3.2999999998137355
Ia-91bg,3,0.02,-0.0023,0.2276,0.0041,-0.4,2.606,19341,-3.2999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ia-pec,4,0.02,-0.0038,0.2312,0.0045,1.3,6.09,19341,-3.2999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19341,-3.2999999998137355
Ia,130,1.0,0.0,0.1476,0.0064,-1.1,4.692,19353,-8.600000000093132
Ia-norm,114,0.88,0.0189,0.1476,0.006,-1.2,4.686,19353,-8.600000000093132
Ia-91T,10,0.08,-0.0089,0.1475,0.0113,-0.15,5.661,19353,-8.600000000093132
Ia-91bg,2,0.02,0.002,0.1458,0.0019,-1.55,1.626,19353,-8.600000000093132
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ia-pec,4,0.03,0.0019,0.1528,0.0029,-1.0,4.586,19353,-8.600000000093132
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19353,-8.600000000093132
Ia,129,1.0,-0.0,0.2122,0.0046,-0.3,4.39,19381,-4.5
Ia-norm,119,0.92,0.0108,0.2118,0.0043,-0.3,4.483,19381,-4.5
Ia-91T,7,0.05,-0.0017,0.2183,0.0049,0.3,2.506,19381,-4.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ia-pec,3,0.02,-0.0032,0.2154,0.0036,-2.6,5.034,19381,-4.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19381,-4.5
Ia,60,1.0,0.0,0.1229,0.0049,0.0,3.751,19543,-1.1000000000931323
Ia-norm,58,0.97,0.013,0.1227,0.0046,-0.1,3.799,19543,-1.1000000000931323
Ia-91T,2,0.03,-0.0057,0.1319,0.007,1.75,1.344,19543,-1.1000000000931323
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19543,-1.1000000000931323
Ia,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ia-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ib,1,1.0,0.0,0.2826,0.0,69.6,0.0,19604,7.7999999998137355
Ib-norm,1,1.0,0.0,0.2826,0.0,69.6,0.0,19604,7.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19604,7.7999999998137355
Ia,66,1.0,0.0,0.1707,0.0055,-0.35,4.52,19616,-2.5
Ia-norm,63,0.95,0.0152,0.1708,0.0056,-0.5,4.591,19616,-2.5
Ia-91T,3,0.05,-0.0063,0.17,0.004,0.8,1.493,19616,-2.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19616,-2.5
Ia,28,0.67,-0.1507,0.1182,0.0062,2.75,5.824,19626,6.100000000093132
Ia-norm,24,0.57,-0.1165,0.1187,0.0063,3.1,5.405,19626,6.100000000093132
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ia-91bg,2,0.05,0.0,0.1166,0.0001,1.1,0.707,19626,6.100000000093132
Ia-csm,2,0.05,-0.0014,0.1142,0.0012,-1.35,15.203,19626,6.100000000093132
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
II,6,0.14,0.0,0.1137,0.0004,153.65,43.609,19626,6.100000000093132
IIP,5,0.12,0.0,0.1138,0.0004,160.4,39.286,19626,6.100000000093132
II-pec,1,0.02,0.0,0.1136,0.0,113.6,0.0,19626,6.100000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
NotSN,8,0.19,0.2013,0.1141,0.0003,0.0,0.0,19626,6.100000000093132
AGN,1,0.02,0.0,0.1142,0.0,0.0,0.0,19626,6.100000000093132
Gal,7,0.17,0.2096,0.1139,0.0004,0.0,0.0,19626,6.100000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19626,6.100000000093132
Ia,13,0.93,0.0714,0.327,0.005,6.1,3.143,19632,12.299999999813735
Ia-norm,3,0.21,0.0,0.3235,0.0043,9.4,2.871,19632,12.299999999813735
Ia-91T,2,0.14,0.3571,0.3301,0.0044,10.7,2.121,19632,12.299999999813735
Ia-91bg,5,0.36,0.0,0.3283,0.0032,4.1,1.855,19632,12.299999999813735
Ia-csm,1,0.07,0.4286,0.3173,0.0,5.6,0.0,19632,12.299999999813735
Ia-pec,2,0.14,0.0,0.3206,0.0003,6.75,0.636,19632,12.299999999813735
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
II,1,0.07,0.0,0.3017,0.0,34.5,0.0,19632,12.299999999813735
IIP,1,0.07,0.0,0.3017,0.0,34.5,0.0,19632,12.299999999813735
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19632,12.299999999813735
Ia,90,0.99,0.0023,0.2034,0.0053,2.2,3.612,19658,7.2000000001862645
Ia-norm,86,0.95,0.0143,0.2033,0.005,2.05,3.685,19658,7.2000000001862645
Ia-91T,2,0.02,-0.004,0.2147,0.0007,3.15,0.071,19658,7.2000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ia-pec,2,0.02,-0.004,0.1977,0.0085,3.15,1.626,19658,7.2000000001862645
Ib,1,0.01,0.0,0.1981,0.0,-22.2,0.0,19658,7.2000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ib-pec,1,0.01,0.0,0.1981,0.0,-22.2,0.0,19658,7.2000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19658,7.2000000001862645
Ia,3,1.0,0.0,0.3825,0.0013,4.3,1.007,19757,8.5
Ia-norm,2,0.67,0.3333,0.3821,0.0005,4.5,1.414,19757,8.5
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ia-pec,1,0.33,0.0,0.3842,0.0,4.3,0.0,19757,8.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19757,8.5
Ia,115,1.0,0.0,0.1439,0.0047,0.9,4.775,19775,2.6000000000931323
Ia-norm,105,0.91,-0.0206,0.1437,0.0046,0.9,4.855,19775,2.6000000000931323
Ia-91T,5,0.04,0.0296,0.1517,0.0022,0.8,1.71,19775,2.6000000000931323
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ia-pec,5,0.04,0.0,0.1417,0.003,4.3,5.662,19775,2.6000000000931323
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
II,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,19775,2.6000000000931323
Ia,15,0.28,-0.1479,0.3154,0.0069,6.4,18.777,19818,5.899999999906868
Ia-norm,11,0.2,-0.13,0.3138,0.0063,4.4,17.164,19818,5.899999999906868
Ia-91T,3,0.06,0.0,0.3214,0.0005,32.0,5.631,19818,5.899999999906868
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ia-csm,1,0.02,0.0319,0.3059,0.0,-12.1,0.0,19818,5.899999999906868
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,19818,5.899999999906868
II,32,0.59,-0.0677,0.3043,0.0056,168.8,102.251,19818,5.899999999906868
IIP,22,0.41,0.0137,0.304,0.0022,160.4,71.167,19818,5.899999999906868
II-pec,1,0.02,0.0,0.3041,0.0,113.6,0.0,19818,5.899999999906868
IIn,7,0.13,0.0139,0.3056,0.0091,323.8,162.979,19818,5.899999999906868
