type,ntemp,fraction,slope,redshift,redshift_error,age,age_error,obj_id,phase
Ia-91T,3,0.05,-0.0165,0.2697,0.0057,7.8,3.195,15440,4.899999999906868
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ia-csm,1,0.02,0.0,0.2607,0.0,9.4,0.0,15440,4.899999999906868
Ia-pec,7,0.11,-0.0168,0.2629,0.002,7.2,1.68,15440,4.899999999906868
Ib,13,0.2,-0.1055,0.2471,0.0023,-0.7,4.855,15440,4.899999999906868
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ib-pec,13,0.2,-0.1055,0.2471,0.0023,-0.7,4.855,15440,4.899999999906868
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15440,4.899999999906868
Ia,29,1.0,0.0,0.1792,0.0055,-5.0,4.053,15453,-7.2000000001862645
Ia-norm,28,0.97,0.0064,0.1791,0.0055,-5.05,4.093,15453,-7.2000000001862645
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ia-pec,1,0.03,0.0257,0.1851,0.0,-1.4,0.0,15453,-7.2000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15453,-7.2000000001862645
Ia,26,1.0,0.0,0.1251,0.0069,-4.8,5.733,15459,-4.5
Ia-norm,21,0.81,0.049,0.1261,0.0071,-6.2,5.756,15459,-4.5
Ia-91T,5,0.19,-0.0468,0.1219,0.0056,0.8,1.71,15459,-4.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15459,-4.5
Ia,78,1.0,0.0,0.1811,0.0059,-0.45,4.645,15461,-7.0
Ia-norm,73,0.94,0.0197,0.181,0.006,-0.5,4.745,15461,-7.0
Ia-91T,4,0.05,-0.0079,0.1826,0.0035,1.95,1.515,15461,-7.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ia-pec,1,0.01,0.0,0.1846,0.0,-2.6,0.0,15461,-7.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15461,-7.0
Ia,5,1.0,0.0,0.2489,0.0118,17.9,9.164,15466,12.299999999813735
Ia-norm,2,0.4,0.0,0.2549,0.0085,17.65,16.617,15466,12.299999999813735
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ia-csm,1,0.2,0.0,0.2481,0.0,17.9,0.0,15466,12.299999999813735
Ia-pec,2,0.4,0.0,0.2467,0.0203,15.2,7.212,15466,12.299999999813735
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15466,12.299999999813735
Ia,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ia-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
II,2,0.4,0.0,0.2099,0.0025,157.35,241.053,15467,-2.0
IIP,1,0.2,0.0,0.2081,0.0,327.8,0.0,15467,-2.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
IIn,1,0.2,0.0,0.2116,0.0,-13.1,0.0,15467,-2.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
NotSN,3,0.6,0.0,0.2096,0.0003,0.0,0.0,15467,-2.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Gal,3,0.6,0.0,0.2096,0.0003,0.0,0.0,15467,-2.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15467,-2.0
Ia,26,1.0,0.0,0.1416,0.0056,-2.0,4.889,15508,5.5
Ia-norm,24,0.92,0.0224,0.1416,0.0053,-2.5,4.985,15508,5.5
Ia-91T,2,0.08,0.0,0.1466,0.0083,1.75,1.344,15508,5.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ia,26,1.0,0.0,0.1416,0.0056,-2.0,4.889,15508,5.5
Ia-norm,24,0.92,0.0224,0.1416,0.0053,-2.5,4.985,15508,5.5
Ia-91T,2,0.08,0.0,0.1466,0.0083,1.75,1.344,15508,5.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15508,5.5
Ia,113,1.0,0.0,0.1808,0.006,0.0,5.158,15583,-2.0
Ia-norm,102,0.9,0.0117,0.1809,0.006,-0.1,5.26,15583,-2.0
Ia-91T,1,0.01,0.0069,0.1848,0.0,0.8,0.0,15583,-2.0
Ia-91bg,2,0.02,0.0051,0.1781,0.0018,-1.55,1.626,15583,-2.0
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ia-pec,8,0.07,-0.0125,0.1788,0.0068,3.15,4.475,15583,-2.0
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15583,-2.0
Ia,123,0.9,0.011,0.1721,0.0067,18.8,22.737,15648,9.399999999906868
Ia-norm,104,0.76,0.0395,0.1723,0.0065,18.6,22.235,15648,9.399999999906868
Ia-91T,7,0.05,-0.0073,0.1743,0.008,17.4,28.465,15648,9.399999999906868
Ia-91bg,9,0.07,-0.0346,0.1659,0.0067,45.6,24.084,15648,9.399999999906868
Ia-csm,2,0.01,0.0,0.164,0.004,47.5,28.567,15648,9.399999999906868
Ia-pec,1,0.01,0.0318,0.1641,0.0,3.6,0.0,15648,9.399999999906868
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
Ic,9,0.07,-0.0035,0.1776,0.0077,3.35,14.931,15648,9.399999999906868
Ic-norm,7,0.05,0.0051,0.1852,0.0079,2.95,1.127,15648,9.399999999906868
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
Ic-broad,2,0.01,0.0,0.1741,0.0029,30.55,19.445,15648,9.399999999906868
II,1,0.01,0.0,0.16,0.0,30.7,0.0,15648,9.399999999906868
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
IIn,1,0.01,0.0,0.16,0.0,30.7,0.0,15648,9.399999999906868
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
NotSN,3,0.02,0.0158,0.161,0.0009,0.0,0.0,15648,9.399999999906868
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
LBV,3,0.02,0.0158,0.161,0.0009,0.0,0.0,15648,9.399999999906868
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15648,9.399999999906868
Ia,105,0.85,0.0167,0.2019,0.0046,13.4,20.919,15674,14.700000000186265
Ia-norm,92,0.75,0.0309,0.2019,0.0044,13.3,20.316,15674,14.700000000186265
Ia-91T,8,0.07,-0.0078,0.206,0.0065,12.3,22.485,15674,14.700000000186265
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
Ia-pec,5,0.04,0.0,0.2026,0.0043,22.4,27.309,15674,14.700000000186265
Ib,3,0.02,0.0,0.1963,0.006,8.0,4.703,15674,14.700000000186265
Ib-norm,3,0.02,0.0,0.1963,0.006,8.0,4.703,15674,14.700000000186265
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
Ic,15,0.12,-0.0191,0.2046,0.0045,3.2,14.758,15674,14.700000000186265
Ic-norm,14,0.11,-0.0174,0.204,0.0047,3.1,10.967,15674,14.700000000186265
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
Ic-broad,1,0.01,-0.0006,0.2046,0.0,44.3,0.0,15674,14.700000000186265
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15674,14.700000000186265
Ia,7,1.0,0.0,0.3718,0.0073,4.3,2.375,15704,7.7000000001862645
Ia-norm,6,0.86,-0.3571,0.3713,0.008,4.85,2.564,15704,7.7000000001862645
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ia-pec,1,0.14,0.3571,0.3736,0.0,4.3,0.0,15704,7.7000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15704,7.7000000001862645
Ia,29,1.0,0.0,0.3163,0.0065,2.9,4.455,15776,5.2000000001862645
Ia-norm,27,0.93,0.0252,0.3166,0.0066,2.7,4.542,15776,5.2000000001862645
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ia-pec,2,0.07,-0.0071,0.3135,0.0011,5.3,1.414,15776,5.2000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,15776,5.2000000001862645
Ia,9,0.75,-0.25,0.2142,0.0055,-1.2,3.247,15872,-0.7000000001862645
Ia-norm,8,0.67,-0.1667,0.2148,0.0052,-0.9,3.151,15872,-0.7000000001862645
Ia-91T,1,0.08,0.0,0.2064,0.0,-4.0,0.0,15872,-0.7000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Ib,1,0.08,0.0,0.2045,0.0,-22.3,0.0,15872,-0.7000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Ib-pec,1,0.08,0.0,0.2045,0.0,-22.3,0.0,15872,-0.7000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Ic,2,0.17,0.3333,0.2166,0.0007,-2.75,0.778,15872,-0.7000000001862645
Ic-norm,2,0.17,0.3333,0.2166,0.0007,-2.75,0.778,15872,-0.7000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,15872,-0.7000000001862645
