cid,class,z,fit_z,t0,x0,x1,c,chi,dof,message
709,Variable,1,0.4982947610301074,53618.25454886302,6.518261476945508e-06,12.885691363096008,-0.06601519556143269,157.15086621932056,39,Minimization exited successfully.
710,Variable,0,0.636901,53659.117881062746,6.0814854965549455e-06,0.6045602205761805,-0.4899715375245084,576.2803331160892,84,Minimization exited successfully.
711,Unknown,0,1.11398,53691.618670893484,3.3364098547868884e-06,5.436611535822258,-0.2595733304098132,243.32877804757163,56,Minimization exited successfully.
712,Variable,1,0.4196712298546227,53645.50001448583,1.2592895902085382e-05,20.549905844230235,0.36032414110001026,1316.661806643816,37,Minimization exited successfully.
716,zSNII,0,0.324,53578.62668582601,0.0002858469394610859,0.39829614457767504,-0.40032131126505127,17483.995126547437,200,Minimization exited successfully.
717,Unknown,0,0.130392,53613.723654223526,5.1869500616666264e-06,0.20422405095650092,1.0983885681891299,100.63808216742385,76,Covariance may not be accurate.
722,SNIa,0,0.086341,53611.06075693747,0.00018876472455240197,-0.3861710169136209,-0.049786759945106944,2066.3834421441006,80,Minimization exited successfully.
730,AGN,0,0.308315,53683.260168934314,5.676046449031422e-05,8.095423820430529,-0.1581407343578313,8742.226752351082,101,Minimization exited successfully.
734,AGN,0,0.372361,53658.60512631916,1.514734838951563e-05,15.715432762451693,-0.005938990227879927,3279.3429577208294,99,Minimization exited successfully.
735,zSNIa,0,0.190858,53610.741947364426,2.3046325820095966e-05,-2.5645535823024708,0.024691058937044267,76.2610493593063,77,Covariance may not be accurate.
736,Variable,1,0.3989997083478543,53656.72505116476,9.79777954533194e-06,15.626880571608217,0.21144889337591652,877.728848506344,36,Minimization exited successfully.
739,SNIa,0,0.107638,53612.914160576875,8.655842401271e-05,-1.4551503090702602,0.07596641173657173,702.9585635123751,76,Covariance may not be accurate.
740,Variable,1,0.3913886033591586,53634.688031133606,2.9637863967195457e-06,22.77530325572081,0.17734254243949207,52.21973671990047,35,Minimization exited successfully.
741,Variable,1,0.39951946633490754,53634.27418874106,5.477384667727845e-06,10.48668183719677,0.11969867683405175,69.41022119016796,35,Minimization exited successfully.
742,Variable,0,0.193795,53610.61601333918,2.178440349264627e-05,-2.54689872518818,0.004962951872303232,209.99158124424434,80,Minimization exited successfully.
744,SNIa,0,0.128251,53613.761498661836,6.23485047570217e-05,1.195650684144068,0.13218555783686145,633.9715562088886,79,Covariance may not be accurate.
746,Unknown,1,0.3015484352733104,53626.46261019445,1.1968319665391628e-05,9.025652623765135,-0.5353145437564685,104.88494960510053,37,Minimization exited successfully.
747,Unknown,1,0.4698142586288911,53606.79247891719,1.2879592623988082e-05,0.5283604710209653,-0.032195199853743674,27.755437628908982,37,Covariance may not be accurate.
748,Variable,1,0.4098693427717982,53654.6640595676,4.407802349533301e-06,15.767317619422293,0.5579867406849831,191.98709038268572,40,Minimization exited successfully.
752,Variable,0,0.41656,53732.60776943428,0.0026958244864805554,1794.6578242395562,0.027766728720679656,2885.640523280612,106,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
757,Variable,1,0.33855811687381254,53632.364371262534,3.532229644839598e-06,18.701007521908302,0.21185558414913844,70.10771392422257,35,Minimization exited successfully.
760,Variable,1,0.33029475274469144,53637.789624644414,3.4500732549567563e-06,14.785752402444874,-0.41577990992623426,120.29767782005331,77,Minimization exited successfully.
761,Variable,1,0.4483368830099596,53643.306041292024,3.857562851193975e-06,14.831738415234254,0.25589797484767174,87.87365048212286,39,Minimization exited successfully.
762,SNIa,0,0.191381,53625.15302447649,3.2740952273624675e-05,1.096536887449427,-0.008750112989757976,113.59327883451363,76,Minimization exited successfully.
763,Unknown,1,0.43308425816923596,53607.758805305755,1.0156918374948077e-05,3.0703922046125567,0.3090392269336878,39.83934829363517,35,Minimization exited successfully.
764,zSNII,0,0.187068,53620.932577132684,5.882470226073667e-06,10.094446631996021,0.42726839620815754,113.61119664866229,78,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
765,zSNII,0,0.261047,53581.31531463298,9.804856963486363e-05,0.07268520556418362,-0.5196183097717808,824.3082157324982,115,Minimization exited successfully.
767,Variable,1,0.4517146106179078,53682.01336882296,7.861860044085485e-06,7.021484515698793,0.026390666470074722,617.7046094704187,43,Minimization exited successfully.
768,AGN,0,0.054354,53641.47714352019,0.0007483302432039476,6.786936766605953,0.0835760552086851,95439.83887303944,80,Minimization exited successfully.
770,Unknown,0,0.042391,53605.25835920335,1.146671338453562e-06,1.191766369723003,2.2828704756725404,643.5081077368365,67,Covariance may not be accurate.
771,Variable,1,0.4250740101410011,53656.71427545356,5.120595755770552e-06,11.792164220477172,0.10666640401444286,225.29132958125933,42,Minimization exited successfully.
772,zSNII,0,0.210315,53607.829729249606,9.198265243512107e-06,4.799432452957404,0.36944638818014996,243.65605916538098,90,Minimization exited successfully.
773,pSNIa,1,0.42629780880296486,53617.894894218174,2.1646333962506435e-05,0.6922243501608863,-0.24327825189679006,37.753168953777624,39,Minimization exited successfully.
775,Variable,1,0.5242479492011899,53675.072321776184,3.563087152873796e-06,7.922837143082735,0.2871311442290897,186.35149648623604,45,Minimization exited successfully.
779,zSNIa,0,0.238121,53626.91734942766,1.9857633440236492e-05,0.37036731774275844,0.04928049601168825,97.1149769497964,109,Minimization exited successfully.
780,Variable,1,0.41428743490690906,53649.79187496355,2.968666107495564e-06,31.245691840425472,0.2484752685445623,201.067863031248,45,Minimization exited successfully.
781,Variable,1,0.322623378308844,53633.22320977924,5.596618674195497e-06,15.453718808291969,-0.09046446781015641,88.13668712145711,45,Covariance may not be accurate.
782,Unknown,0,0.13216,53629.73196652597,1.1548898339175208e-05,8.170624668075996,0.7243781461231915,978.1283003630226,87,Covariance may not be accurate.
783,Variable,1,0.42884200877686945,53642.75713405283,6.0469178826387365e-06,17.821054977171965,0.1486955864006815,233.1366146446348,39,Minimization exited successfully.
785,AGN,0,0.027865,53632.27511868344,6.1106748557518135e-06,17.130940138375667,0.6509324489881407,1166.933051043166,88,Minimization exited successfully.
792,Unknown,0,0.043516,53592.22492672534,3.630931593507843e-05,-0.12876331306933506,0.2139622647731765,400.49773734153587,84,Covariance may not be accurate.
793,Variable,1,0.5680151994537829,53710.49362845136,4.653392716413552e-06,0.5134998167479824,-0.5443674532153143,256.30690973070887,38,Minimization exited successfully.
798,pSNII,1,0.17766492366190353,53645.4642190564,3.336956141878544e-06,19.90701914119347,0.2822893157839296,108.76022262154248,39,Covariance may not be accurate.
799,zSNII,0,0.147804,53605.820874830846,3.0337312535980736e-05,0.34179128153355476,-0.6111064200319399,114.24426732677102,83,Covariance may not be accurate.
800,AGN,0,0.438911,53637.8385929624,2.9163339068646376e-06,18.436149831445775,0.1067717874021259,154.97288567406764,106,Minimization exited successfully.
801,pSNII,1,0.38246191739483726,53635.03418543639,4.899118810897728e-06,14.076998812654356,-0.2944651666395983,92.28571281066496,39,Minimization exited successfully.
805,Unknown,1,0.45911521434458896,53647.32039925311,1.234079087041148e-05,12.97845033379188,0.15716501379985526,553.5526608538197,41,Covariance may not be accurate.
809,Variable,1,0.5199008867177989,53649.63251345318,3.346794101334782e-06,12.948390705885558,0.24434301046688103,110.10990978812339,41,Minimization exited successfully.
816,Unknown,1,0.5254175659419489,53615.721358714465,1.368026096449053e-05,2.0312202506427286,0.07873187275681223,56.419831971488236,41,Minimization exited successfully.
818,Unknown,0,0.2381,53608.46679166517,1.5188260866735881e-05,-0.720647848443495,0.14577191996715935,113.30415931084372,112,Minimization exited successfully.
820,Variable,0,0.330027,53643.39845309147,1.872468977339172e-05,8.944856689768812,-0.21633889202275497,885.8707107408321,74,Minimization exited successfully.
821,pSNII,1,0.3966923385732588,53634.67532675195,5.095059716906589e-06,17.24795735478498,0.5105982921029367,176.19215467336386,37,Covariance may not be accurate.
822,zSNIa,0,0.237556,53621.52377017069,1.75997023259086e-05,-0.7297342198355975,-0.062180548253956115,134.37401501458095,109,Minimization exited successfully.
824,Variable,0,0.23728,53727.83684371363,-0.0002128720147787875,-68.25078964578442,0.12541451856285238,9456.763634685385,108,Covariance may not be accurate.
829,Variable,0,0.427463,53585.704281508064,7.943911681339368e-05,0.6732127215387385,-0.35463514520938433,5289.305320957827,111,Minimization exited successfully.
832,Variable,1,0.42997940167576687,53659.3287193819,5.901273683963334e-06,13.108383989157067,0.5137928570609782,256.7796140171365,37,Minimization exited successfully.
834,Unknown,1,0.38385421571674355,53604.163365545144,1.998698539828272e-05,6.618168686206059,-0.4301857412831725,63.96882402371508,39,Covariance may not be accurate.
835,AGN,0,0.264938,53592.96487243742,0.00016723397378002683,0.2527148613189274,-0.46973438288245045,4084.12973604138,96,Minimization exited successfully.
837,Variable,0,0.084031,53645.18448989561,2.149294031458593e-05,5.3418328433819395,-0.2458566756323802,1034.1502427283895,84,Minimization exited successfully.
839,Variable,1,0.6941489401223774,53684.1057656185,5.802907392263382e-06,7.125348521970965,-0.0646373331500452,248.8758301244456,39,Minimization exited successfully.
841,zSNIa,0,0.2991,53624.92613340965,1.265739831315462e-05,0.49771585696231485,-0.07917709591735551,86.57344774032322,106,Minimization exited successfully.
846,Variable,0,0.133992,53596.474473253395,2.49477718251306e-05,20.876518846128228,0.5008714995116568,6015.047557971149,86,Minimization exited successfully.
847,Variable,1,0.8261740217317749,53667.61983453619,4.932908861770896e-06,21.803658586744156,-0.22722381135232336,346.98487643649105,41,Minimization exited successfully.
850,pSNII,1,0.21189692944252317,53632.78537243569,6.0860750849770626e-06,16.993364241622693,0.03960971038763274,124.44912512480174,41,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
853,AGN,0,0.356609,53629.76265349812,1.7336832685583254e-05,0.5040897816113925,-0.35930439308363793,492.4009290506198,96,Minimization exited successfully.
855,Variable,1,0.4348496950509102,53645.549209593824,3.310291251182056e-06,11.706484629831827,-0.17284443121076085,161.7366044769558,78,Minimization exited successfully.
858,Variable,1,0.4115725540676963,53645.3755667092,4.202917516302906e-06,21.566776364525357,0.3274608614323473,153.54220490269427,37,Minimization exited successfully.
859,zSNIa,0,0.278296,53624.40939515078,1.6531766973456118e-05,0.4202427988284163,0.042836889817522886,116.45739367201097,104,Minimization exited successfully.
860,Variable,0,0.328912,53704.16447851485,6.9053941795324866e-06,2.962844802083871,-0.353813391458436,703.3314322860169,98,Minimization exited successfully.
861,Variable,0,0.352053,53628.23392627167,6.781042050544094e-06,0.24221412476692195,-0.44106448754717803,407.73470372390216,101,Minimization exited successfully.
862,Variable,1,0.1900915887214536,53633.71010600872,3.7426079205757955e-06,12.23974519511954,0.42516223577526596,77.64785027843281,35,Covariance may not be accurate.
863,zSNII,0,0.094283,53601.52389080094,2.0482826557614607e-05,2.612956260514896,0.26967064430106225,575.0632547460327,76,Minimization exited successfully.
864,Variable,1,0.41576130443021037,53645.355835821574,6.591525533830091e-06,22.307402869500393,0.33800716917720347,449.9899615079895,35,Minimization exited successfully.
865,Variable,1,0.6974165269747977,53583.36877766535,9.082460302285375e-06,78.26414515884873,-0.3592764516128351,3292.180779682681,35,Covariance may not be accurate.
866,Variable,1,0.2381289049912044,53642.30026593992,8.313779044206423e-06,15.61366661342072,-0.032747752185086604,228.92891667158636,35,Covariance may not be accurate.
867,Variable,1,0.5093931009729701,53657.631944137596,4.41568948904167e-06,10.760115672046972,0.2780866699871911,149.124515224179,37,Minimization exited successfully.
874,Variable,1,0.4694371039653178,53646.681557291355,6.959558170867646e-06,16.47285573914822,0.0010745030012343088,325.1848659044886,39,Covariance may not be accurate.
875,Unknown,0,0.105389,53601.55169469014,3.104638046497124e-07,2.2120003082237374,3.4004747327252463,941.1208458805189,84,Minimization exited successfully.
876,pSNII,1,0.4596522707647789,53675.58839517552,4.212276324607598e-06,9.648111467469045,-0.4289813724123314,202.835858692385,38,Minimization exited successfully.
877,Variable,1,0.42689414691759536,53646.22401304181,4.21835412469892e-06,13.933563402504642,0.19081703816011097,84.70165390496634,36,Minimization exited successfully.
879,Unknown,0,0.453133,53636.4299188255,1.3804559226425857e-05,23.836765969580327,0.009728703187495196,6579.3696129929285,97,Minimization exited successfully.
881,Unknown,1,0.5744281071712914,53602.21839146324,1.2833084078037607e-05,1.5260106876067892,-0.09182115400155008,22.605152495473945,37,Minimization exited successfully.
883,Variable,0,0.302223,53661.129161321354,7.625859479673541e-06,7.819168516433691,-0.24532979380449313,332.41038247385063,103,Minimization exited successfully.
884,Variable,0,0.318397,53686.39192901517,7.701421435716031e-06,4.634385242233326,-0.12807181639591636,1347.1907259654467,191,Minimization exited successfully.
891,Variable,1,0.4246783771242534,53646.31643520617,3.2562762913825854e-06,16.39358944816965,0.02338734314033476,100.90769621533971,37,Minimization exited successfully.
893,zSNIa,0,0.110133,53620.208413159955,2.1078463639752096e-05,-1.2122092258520558,0.08211511171843539,136.2960021870357,80,Minimization exited successfully.
894,Variable,0,1.03172,53611.2654913351,6.946696324241667e-08,1919.3602799823122,-0.23032714783925995,786.9058525250666,58,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
895,Unknown,0,0.268221,53611.85000014657,9.37291206629522e-06,1.2131144337898514,0.3237900297175056,134.44077748588407,96,Covariance may not be accurate.
896,Unknown,0,0.425016,53652.964756866764,1.0481608060212626e-05,0.6000992485016421,-0.42087898874610613,1186.54388190171,96,Minimization exited successfully.
897,pSNII,1,0.4285152677930289,53632.85675485972,1.4194949820656795e-06,66.90193098131391,-0.06585867786685295,148.08315270598547,35,Covariance may not be accurate.
899,Variable,1,0.42326202309568817,53645.957924191105,3.718171660040747e-06,17.406237890027253,0.5480580022889795,145.82632158509858,35,Minimization exited successfully.
901,Unknown,1,0.4366257306613672,53605.74640405468,1.0421905754227841e-05,4.686093304652769,0.22871076597860013,26.096451247090926,37,Minimization exited successfully.
904,zSNIa,0,0.385316,53621.67280252653,1.0246767813163494e-05,0.4860417666150899,-0.26833906254282797,79.01920814467957,101,Minimization exited successfully.
907,Unknown,0,0.106444,53648.986194032725,1.353823295520845e-05,4.235253106696465,0.9639727712817858,2045.15021027703,67,Minimization exited successfully.
908,Variable,0,0.649307,53638.45719870357,1.0175565920093885e-05,-0.28765553255621995,-0.5184652805329821,1980.3851533995748,96,Minimization exited successfully.
910,Unknown,0,0.149071,53608.90845359843,3.08847453160683e-05,0.8123167377068118,0.26136389931005194,488.9574693627323,79,Covariance may not be accurate.
911,zSNIa,0,0.207264,53621.825415027044,1.3393682895292252e-05,-0.7314175189560848,0.24726171038090444,92.53821514582467,89,Minimization exited successfully.
912,Variable,1,0.4447915999339288,53674.810606647035,2.2853472215586475e-06,19.985933958167188,0.2670514999107539,126.98189598598728,42,Minimization exited successfully.
913,Variable,0,0.355451,53683.41275965756,1.794627000762485e-05,7.250058767243822,0.022505675405971128,3952.2891984951734,102,Minimization exited successfully.
914,Unknown,1,0.3071815364684432,53617.697974087685,2.1690350664405944e-05,5.789265725504365,-0.30990077791516485,176.86345629644927,37,Minimization exited successfully.
917,pSNII,1,0.5079181465405209,53682.06245165039,7.70751115958694e-06,6.603551679939194,-0.15583635528230058,285.5334184204222,39,Minimization exited successfully.
919,pSNII,1,0.5885215661274475,53636.702998252105,5.215769798037327e-06,13.823302489444767,0.19665948872003178,118.91410473593862,41,Minimization exited successfully.
920,Unknown,1,0.4622286187066807,53613.26081661352,8.76384666141309e-06,2.290859908678208,0.4189558149383633,42.18323060291754,41,Minimization exited successfully.
921,zSNII,0,0.126349,53629.79685381799,1.865683625970769e-06,6.8966350789888065,1.2983360882672808,246.4346852857085,184,Minimization exited successfully.
928,Unknown,1,0.5256628527623962,53617.52550874922,1.2163478969724246e-05,2.028579503842411,-0.07496668571406034,43.2671477432676,23,Minimization exited successfully.
929,Unknown,1,0.6774626639222873,53620.505463019734,8.122436571601787e-06,-29.113996082538975,2.679341696629622,211.94607966776638,23,Covariance may not be accurate.
931,Variable,1,0.41258726222705594,53646.65837243846,6.2835597419660485e-06,19.481109250084554,0.42124026978349755,361.1053901061965,39,Minimization exited successfully.
932,zSNIa,0,0.391335,53618.77229760071,8.132293865387801e-06,3.622504280625039,0.04965023559354174,132.37323911329258,110,Minimization exited successfully.
933,AGN,0,0.584619,53597.16426533288,2.1500685271467444e-05,0.04247492338782139,-0.4507708836320704,565.7461806390338,160,Minimization exited successfully.
935,Variable,1,0.507576389352365,53676.29868929793,8.428132306591821e-06,12.013637067552008,-0.08448154919806562,986.722407637887,43,Minimization exited successfully.
936,Variable,0,0.197488,53653.052229232395,6.004065490249506e-06,10.481720961943182,0.2521237914700946,389.77946799983897,91,Minimization exited successfully.
938,Unknown,0,0.761991,53721.50769735536,7.130134801138648e-06,0.6621838593272619,-0.4722035671344699,980.3794975693854,91,Minimization exited successfully.
940,pSNII,1,0.3843122553557298,53635.14616445545,4.418482772444982e-06,16.22871789781805,0.18632366706639844,73.79084690240795,43,Covariance may not be accurate.
941,Variable,1,0.6479120500215098,53648.888396702525,7.537574700803475e-06,10.706281136611967,-0.17874269933210613,201.18315418142998,39,Minimization exited successfully.
942,Variable,1,0.5094798390789148,53680.4345493067,4.955925573759923e-06,5.692461460535975,-0.0031408582169592716,263.2838676843747,41,Minimization exited successfully.
943,Variable,1,0.6122456677108125,53650.05122464011,1.9400941277682714e-06,40.44787470768286,0.3015522265507564,151.93719720091735,41,Minimization exited successfully.
945,Unknown,1,0.46057179422289474,53607.35052945271,6.122074205690252e-06,2.8288703388960443,0.5348095542825554,31.312689814318052,41,Covariance may not be accurate.
946,Variable,1,0.6849032873912313,53664.29015427963,6.559005015168945e-06,21.181044226282307,0.05052660078609734,1313.4065711386115,89,Minimization exited successfully.
947,Variable,1,0.20486315310589776,53644.12112990749,6.9513562647538235e-06,15.935332633284364,0.22220987537447107,195.35813183053256,41,Minimization exited successfully.
948,AGN,0,1.299859,53663.77146676852,1.1611485834521039e-05,0.4517009697366733,-0.4186973744642722,1005.7604379519075,62,Minimization exited successfully.
949,Unknown,1,0.5924760498835767,53636.113022723184,4.887236883178085e-06,15.365666016685227,0.8818733451647335,108.48971906750327,37,Minimization exited successfully.
950,Unknown,1,0.4477221116942029,53604.114901763896,1.072858100292752e-05,0.721220756687424,0.35413039153883,104.94010579709666,81,Minimization exited successfully.
952,AGN,0,0.46156,53646.10733150417,1.330902720246813e-05,9.25703931368155,-0.11137261968003791,3249.339213632212,101,Minimization exited successfully.
953,Variable,1,0.03834189780272252,53652.40258041131,1.864941766809447e-05,0.8962283866335905,0.07073713818526547,882.2416696094031,37,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
954,Variable,0,0.143564,53655.96383069106,-9.930323139534704e-10,33176.006598963206,0.6157668796087126,306.3661569785585,80,Minimization exited successfully.
957,Variable,1,0.426802709953298,53647.612616211234,4.397669092969654e-06,6.825881452812709,0.36064904056514546,67.73617713325648,35,Minimization exited successfully.
979,Unknown,0,0.292702,53618.88348644488,9.453673665820272e-06,-0.16189304538017885,0.18464027071076522,117.77811403483946,105,Minimization exited successfully.
980,Variable,1,0.5091174676956786,53647.74293749544,1.686459931124895e-05,19.521124351088815,-0.05343139921211077,1718.5093921122889,39,Minimization exited successfully.
981,Variable,1,0.5886376808156993,53657.538250773745,1.1901953135947934e-06,50.31525120868411,0.42498844126466506,89.51905921670658,39,Minimization exited successfully.
983,zSNII,0,0.06855,53600.93058070623,2.410301996337642e-05,2.583652766147652,0.6089553816891865,930.085464510988,77,Minimization exited successfully.
984,Variable,1,0.4169534183095629,53646.24823735521,4.331279278912031e-06,19.422182829851177,0.29679234540484367,185.28548859158235,35,Minimization exited successfully.
985,Unknown,1,0.4399587555133093,53608.205102882916,1.2522730781282448e-05,1.5131646789150552,0.30233772148946514,40.081860922951535,38,Covariance may not be accurate.
986,zSNIa,0,0.280578,53618.81481960414,1.0800308186848296e-05,0.16256363236652763,0.0315578259361341,80.95609021444136,99,Minimization exited successfully.
988,Unknown,1,0.3125162819708517,53614.61250422566,4.322370717577823e-05,4.362836464741168,-0.2303350775717571,214.05838493483822,35,Minimization exited successfully.
993,Variable,1,0.43181989074301813,53658.155876791614,3.6969557357676155e-06,14.483324586264809,0.48684003885791177,133.34480367638037,37,Minimization exited successfully.
995,Variable,1,0.3275610486177154,53645.05587291572,7.3683899341107984e-06,22.278449060084174,0.08362866921025906,335.7200994174564,37,Minimization exited successfully.
996,Unknown,1,0.20311997365007373,53650.78717872157,-5.978815812359591e+16,-10.257526807555285,-256.60866435869775,1492.652543568529,33,Reached call limit. Covariance may not be accurate.
999,pSNIa,1,0.5768304750888283,53671.49141987791,4.900398728597199e-06,-2.2654326240421816,-0.7146207529408986,60.36179433618989,39,Minimization exited successfully.
1000,Unknown,0,0.12943,53611.8487783919,4.5334315005478025e-05,-1.7933985759827535,0.006832511715838558,217.39189951081894,84,Minimization exited successfully.
1001,Variable,1,0.5289970766787127,53663.76548824833,3.255105619548711e-05,23.152212422292326,1.311857418554163,1962.2752752018655,33,Minimization exited successfully.
1008,zSNIa,0,0.226191,53623.28636523041,2.626019084816678e-05,0.33051421718404705,-0.026773574288490084,156.6205895437159,110,Minimization exited successfully.
1014,Variable,1,0.2901995173547711,53633.80496935934,4.566343053046117e-06,25.796985370376916,-0.6333337169257791,91.0346961156057,43,Minimization exited successfully.
1015,Variable,1,0.4273133813986477,53647.98445536513,5.2664924620057525e-06,9.610997718279808,-0.08602579160331139,110.06040180189757,43,Minimization exited successfully.
1017,Unknown,1,0.4372195763501288,53611.51991427226,1.3548106404717468e-05,1.2652819180983825,-0.025700362939749193,41.7942288356247,42,Minimization exited successfully.
1023,Variable,0,0.247078,53678.00218944583,1.212044940847582e-05,3.5955239300679516,-0.192858040350761,1212.3795087190533,114,Minimization exited successfully.
1024,pSNII,1,0.5201644065718448,53649.2926895927,9.476571196262137e-06,12.558269869839462,0.06253628766591703,331.16552123001856,43,Minimization exited successfully.
1025,Variable,0,0.739542,53644.2343733688,5.9623669871631865e-06,0.4180745390594765,-0.43254789892956685,742.9618469995831,90,Minimization exited successfully.
1029,Variable,1,0.42901293639195215,53659.74529321689,4.352690368929676e-06,11.268819518819102,0.29479954190905727,256.77872328626654,86,Minimization exited successfully.
1031,Unknown,0,0.115536,53610.689137504145,1.3925702572715396e-05,-0.2421308277448077,0.7688201462699458,516.2301007061576,181,Covariance may not be accurate.
1032,SNIa,0,0.129755,53626.51027774177,3.7678873035343184e-05,-2.6566462134766575,0.10983957195475635,149.02618621665593,84,Minimization exited successfully.
1033,AGN,0,2.043319,53704.8701584416,3.8868283449498264e-06,0.37294744627737536,-0.3655859729347469,203.37893238709,40,Minimization exited successfully.
1034,Variable,1,0.5809904806250888,53664.22465150813,3.6253674692420148e-06,16.103752628154158,0.11486650941995241,210.21909242738744,91,Minimization exited successfully.
1041,Unknown,0,0.065807,53596.01983989263,9.074205242520858e-05,-0.41051546501270103,0.32583369434848897,828.1274512128904,87,Minimization exited successfully.
1042,Variable,1,0.4447665606519565,53676.101678805804,3.1756098807189213e-06,14.638520668862148,0.1555838111438886,131.53665806166072,41,Minimization exited successfully.
1047,Variable,1,0.3186013463830751,53633.48474239253,2.4808921774442477e-06,25.91307800541423,0.25211467449325703,102.56388414234408,37,Minimization exited successfully.
1048,pSNII,1,0.3903610697932322,53634.86878591331,4.298745387468271e-06,15.956336360945144,0.297247021101918,92.2216260093335,37,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
1049,Variable,1,0.6904858805418649,53664.77468841411,5.277409995249651e-06,16.13799633601154,-0.32526312306106414,331.0910400809457,37,Minimization exited successfully.
1108,Variable,0,0.422703,53639.18464693172,1.3496948968815884e-05,0.517169702864601,-0.4048159870303724,188.24491363008593,85,Minimization exited successfully.
1109,pSNII,1,0.3285273433657863,53639.882547483045,7.527772720346118e-06,14.67293143319501,0.4385311741090989,100.57007198948048,31,Minimization exited successfully.
1110,Variable,1,0.5852855871173621,53683.39484106988,0.0002438053612166929,-3.3730802210078794,0.32654326709380926,28536.954090437812,33,Minimization exited successfully.
1111,Variable,0,2.26744,53683.54360521521,1.0274558460271491e-05,0.7494602754050489,-0.2527225590724689,258.07668307499694,34,Minimization exited successfully.
1112,SNIa,0,0.257608,53630.13750287814,1.3858748320043237e-05,-0.617656816603947,0.007664516972311259,77.46037166443233,96,Minimization exited successfully.
1113,zSNII,0,0.056915,53634.37244834675,4.941621847269593e-05,7.484538246665854,0.4910749250004326,3613.1330394560136,76,Minimization exited successfully.
1115,pSNII,1,0.32214901251076467,53639.06293296043,7.662546697058482e-06,16.218474559896382,0.37232729441509677,104.80737327537086,33,Covariance may not be accurate.
1119,SNIa,0,0.297805,53623.03914287041,1.2557644899937619e-05,1.028475691025728,-0.07825322753998358,64.80045450041462,86,Minimization exited successfully.
1121,Variable,1,0.18199575367229198,53638.11524434249,8.272332912505263e-06,13.421929226576855,-0.5764995856723674,86.23993782032561,31,Minimization exited successfully.
