class,cid,num_points_91bg_proj_sdss_u1,num_points_91bg_proj_sdss_u2,num_points_91bg_proj_sdss_u3,num_points_91bg_proj_sdss_u4,num_points_91bg_proj_sdss_u5,num_points_91bg_proj_sdss_u6,num_points_91bg_proj_sdss_g1,num_points_91bg_proj_sdss_g2,num_points_91bg_proj_sdss_g3,num_points_91bg_proj_sdss_g4,num_points_91bg_proj_sdss_g5,num_points_91bg_proj_sdss_g6,num_points_91bg_proj_sdss_r1,num_points_91bg_proj_sdss_r2,num_points_91bg_proj_sdss_r3,num_points_91bg_proj_sdss_r4,num_points_91bg_proj_sdss_r5,num_points_91bg_proj_sdss_r6,num_points_91bg_proj_sdss_i1,num_points_91bg_proj_sdss_i2,num_points_91bg_proj_sdss_i3,num_points_91bg_proj_sdss_i4,num_points_91bg_proj_sdss_i5,num_points_91bg_proj_sdss_i6,num_points_91bg_proj_sdss_z1,num_points_91bg_proj_sdss_z2,num_points_91bg_proj_sdss_z3,num_points_91bg_proj_sdss_z4,num_points_91bg_proj_sdss_z5,num_points_91bg_proj_sdss_z6,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
Unknown,679,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123663,nan,nan,nan,nan,0.123663,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,682,0,0,0,0,13,19,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047317,nan,nan,nan,nan,0.047317,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,688,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066563,nan,nan,nan,nan,0.066563,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,691,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129587,nan,nan,nan,nan,0.129587,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,692,17,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195811,nan,nan,nan,nan,0.195811,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,694,0,31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126178,nan,nan,nan,nan,0.126178,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,695,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056976,nan,nan,nan,nan,0.056976,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,697,0,41,0,0,0,0,0,41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155294,nan,nan,nan,nan,0.155294,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,700,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.593802,nan,nan,nan,nan,0.593802,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,701,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128,nan,nan,nan,nan,0.205128,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,702,0,0,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.576484,nan,nan,nan,nan,0.576484,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,703,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296481,nan,nan,nan,nan,0.296481,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,704,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204966,nan,nan,nan,nan,0.204966,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,708,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212882,nan,nan,nan,nan,0.212882,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,710,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0.634904,nan,nan,nan,nan,0.634904,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,0,19,0,1.111396,nan,nan,nan,nan,1.111396,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,716,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322376,nan,nan,nan,nan,0.322376,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,717,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12901,nan,nan,nan,nan,0.12901,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,718,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160217,nan,nan,nan,nan,0.160217,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,719,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0.483949,nan,nan,nan,nan,0.483949,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,722,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085038,nan,nan,nan,nan,0.085038,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,728,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099949,nan,nan,nan,nan,0.099949,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,730,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306781,nan,nan,nan,nan,0.306781,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,734,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370768,nan,nan,nan,nan,0.370768,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,735,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189482,nan,nan,nan,nan,0.189482,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,739,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106421,nan,nan,nan,nan,0.106421,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,742,0,0,0,0,17,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192502,nan,nan,nan,nan,0.192502,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,744,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12694,nan,nan,nan,nan,0.12694,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,752,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0.415136,nan,nan,nan,nan,0.415136,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,762,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190088,nan,nan,nan,nan,0.190088,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,764,18,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185808,nan,nan,nan,nan,0.185808,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,765,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259902,nan,nan,nan,nan,0.259902,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,768,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053266,nan,nan,nan,nan,0.053266,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,770,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041464,nan,nan,nan,nan,0.041464,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,772,0,0,0,0,21,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20925,nan,nan,nan,nan,0.20925,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,774,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092269,nan,nan,nan,nan,0.092269,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,779,21,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236938,nan,nan,nan,nan,0.236938,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,782,0,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131251,nan,nan,nan,nan,0.131251,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,785,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027101,nan,nan,nan,nan,0.027101,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,792,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04282,nan,nan,nan,nan,0.04282,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,799,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146407,nan,nan,nan,nan,0.146407,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,800,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0.438024,nan,nan,nan,nan,0.438024,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,818,20,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237174,nan,nan,nan,nan,0.237174,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,820,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3284,nan,nan,nan,nan,0.3284,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,822,13,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236635,nan,nan,nan,nan,0.236635,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,824,19,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236368,nan,nan,nan,nan,0.236368,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,829,0,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0.426421,nan,nan,nan,nan,0.426421,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,830,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38623,nan,nan,nan,nan,0.38623,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,835,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263388,nan,nan,nan,nan,0.263388,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,837,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083343,nan,nan,nan,nan,0.083343,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,841,0,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298318,nan,nan,nan,nan,0.298318,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,846,19,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133382,nan,nan,nan,nan,0.133382,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,853,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354958,nan,nan,nan,nan,0.354958,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,854,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038455,nan,nan,nan,nan,0.038455,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,859,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276728,nan,nan,nan,nan,0.276728,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,860,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327284,nan,nan,nan,nan,0.327284,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,861,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3504,nan,nan,nan,nan,0.3504,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,863,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092949,nan,nan,nan,nan,0.092949,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0.66492,nan,nan,nan,nan,0.66492,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,875,0,0,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104044,nan,nan,nan,nan,0.104044,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,879,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.451353,nan,nan,nan,nan,0.451353,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,883,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300628,nan,nan,nan,nan,0.300628,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,884,0,0,0,0,0,0,0,0,20,15,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316794,nan,nan,nan,nan,0.316794,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,893,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108834,nan,nan,nan,nan,0.108834,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1.0294,nan,nan,nan,nan,1.0294,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,895,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266814,nan,nan,nan,nan,0.266814,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,896,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.423446,nan,nan,nan,nan,0.423446,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,904,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383892,nan,nan,nan,nan,0.383892,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,907,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105466,nan,nan,nan,nan,0.105466,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0.647919,nan,nan,nan,nan,0.647919,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,910,0,18,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147747,nan,nan,nan,nan,0.147747,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,911,0,0,23,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206325,nan,nan,nan,nan,0.206325,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,913,0,0,0,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354446,nan,nan,nan,nan,0.354446,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,921,0,0,21,21,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125781,nan,nan,nan,nan,0.125781,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,930,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288698,nan,nan,nan,nan,0.288698,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,932,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.390036,nan,nan,nan,nan,0.390036,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,933,0,0,0,0,0,0,0,41,0,0,0,0,0,40,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0.583165,nan,nan,nan,nan,0.583165,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,934,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0.673624,nan,nan,nan,nan,0.673624,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,936,0,21,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196463,nan,nan,nan,nan,0.196463,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,938,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0.760567,nan,nan,nan,nan,0.760567,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,1.298747,nan,nan,nan,nan,1.298747,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,952,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.459833,nan,nan,nan,nan,0.459833,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,954,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142224,nan,nan,nan,nan,0.142224,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,976,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0.512991,nan,nan,nan,nan,0.512991,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,977,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138718,nan,nan,nan,nan,0.138718,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,979,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.291144,nan,nan,nan,nan,0.291144,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,983,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067238,nan,nan,nan,nan,0.067238,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,986,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.279009,nan,nan,nan,nan,0.279009,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,991,0,0,0,0,0,30,0,0,0,0,0,37,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.223207,nan,nan,nan,nan,0.223207,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,1000,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128293,nan,nan,nan,nan,0.128293,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,1008,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.225039,nan,nan,nan,nan,0.225039,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,1023,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.246079,nan,nan,nan,nan,0.246079,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,23,0.738182,nan,nan,nan,nan,0.738182,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,1027,0,0,0,0,0,17,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.185416,nan,nan,nan,nan,0.185416,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,1031,0,0,0,0,0,42,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114804,nan,nan,nan,nan,0.114804,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,1032,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129033,nan,nan,nan,nan,0.129033,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.041424,nan,nan,nan,nan,2.041424,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
AGN,1040,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.296622,nan,nan,nan,nan,0.296622,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,1041,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065187,nan,nan,nan,nan,0.065187,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,1108,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.421133,nan,nan,nan,nan,0.421133,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,1112,0,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256085,nan,nan,nan,nan,0.256085,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,1113,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055632,nan,nan,nan,nan,0.055632,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNII,1114,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025223,nan,nan,nan,nan,0.025223,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,1119,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.296391,nan,nan,nan,nan,0.296391,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,1123,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266079,nan,nan,nan,nan,0.266079,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,1126,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113914,nan,nan,nan,nan,0.113914,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Unknown,1127,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076085,nan,nan,nan,nan,0.076085,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNII,1131,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.172432,nan,nan,nan,nan,0.172432,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,1132,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.358186,nan,nan,nan,nan,0.358186,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
Variable,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,18,0.708019,nan,nan,nan,nan,0.708019,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
