cid,class,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
1253,SNIa,0.261657,53635.0848004862,4.658539338404173e-05,-0.6497766591160979,-0.1669689765129563,nan,0.3540674223077076,1.7821132087197465e-06,0.3743572591622505,0.02139367044664441,150.98285314991904,59,Minimization exited successfully.
1316,SNIa,0.215653,53614.50152608853,0.00010087123683950519,-6.029244338213178,0.011917735809051337,nan,0.04864241499308264,2.7004814145980408e-06,0.031137864916384813,0.01516086583148278,657.3431567934485,40,Minimization exited successfully.
1354,zSNIa,0.247914,53626.2820801757,2.821385424666543e-05,-5.561160619495267,0.08255939065551789,nan,0.7176145491430361,1.98166395952987e-06,0.15790066576988893,0.07187042891093605,60.57686208166762,41,Minimization exited successfully.
1371,SNIa,0.117969,53633.30876995424,0.00037608351166165086,0.80734336458411,-0.09383661299465744,nan,0.08775094153679674,3.3260769118414938e-06,0.08518862214165551,0.007682434816676301,435.74099201906324,56,Minimization exited successfully.
1378,zSNIa,0.124747,53626.68166186827,2.6560114337413743e-05,-0.4988815253899178,0.4751292256741695,nan,1.0404814105240803,1.8454070093914879e-06,0.596437390908964,0.05671322096410664,85.55844170036855,38,Minimization exited successfully.
1385,zSNIa,0.335346,53625.280163469055,3.173158154434735e-05,-0.7727042794933179,-0.10555271195898627,nan,0.8289118597094784,1.7716661423748575e-06,0.4362358344839745,0.04926938160945229,47.23281725775901,49,Minimization exited successfully.
1395,zSNIa,0.184968,53624.894958056284,8.987976219374063e-05,-3.776979899577882,0.02145897956298933,nan,0.40490028490967234,2.5582232996815213e-06,0.24462680599312747,0.03031478805007794,81.88320486456256,23,Minimization exited successfully.
1403,zSNIa,0.359741,53627.83965020737,2.7671249568707158e-05,-3.0588208707641744,0.11868082335156803,nan,0.6965923209063476,2.1390002999769662e-06,0.6161666814939348,0.09438006598400855,65.26543122104151,42,Minimization exited successfully.
1415,zSNIa,0.210449,53631.64212776375,5.7913819615216265e-05,0.28130550229405005,0.1741740247588976,nan,0.44252774320193566,2.5213010654083667e-06,0.530485256945892,0.033819914893638864,27.71538055312314,38,Minimization exited successfully.
1457,zSNIa,0.359187,53620.48081980932,2.3759113328760324e-05,-4.256740916349789,-0.06478165412032656,nan,1.4499369013828982,2.0905100771619245e-06,0.23023207618909022,0.05400285610620715,76.5868544953471,51,Minimization exited successfully.
1461,zSNIa,0.33986,53630.632610028035,1.7125615055708342e-05,0.10488646719390181,-0.22275631631558218,nan,0.6130271659312712,6.26988648019523e-07,0.1680114315655279,0.015239017891413362,418.1984969611374,112,Minimization exited successfully.
1464,zSNIa,0.288787,53624.824666582295,2.8802299460865925e-05,-2.157856224012211,-0.07269613057909946,nan,0.8078615885206091,1.5604859471953248e-06,0.6984184260263432,0.039029511269304554,28.572090039585376,35,Minimization exited successfully.
1478,zSNIa,0.200911,53620.0190715464,5.931219101090731e-05,-2.279923373316243,-0.20618221293627365,nan,0.4152816547684779,2.0527566543442818e-06,0.09163412588349552,0.03037696143979587,212.0775078002746,38,Minimization exited successfully.
1504,zSNIa,0.316373,53628.16152091861,2.7058381747752266e-05,-4.036973249862255,0.06917599107932304,nan,0.13249958926826366,8.707207737320711e-07,0.02997461525178453,0.017933501337520853,362.3896398954082,134,Minimization exited successfully.
1576,zSNIa,0.475687,53629.82370768058,1.4652439073350916e-05,-2.8214230386250296,-0.04085372031867074,nan,0.7843517027104099,1.101367546134414e-06,0.3757526066067021,0.028182457618907624,79.40814007491537,64,Minimization exited successfully.
1580,SNIa,0.183217,53634.021551024554,9.77656304761956e-05,0.8730594694421606,0.04046255701773599,nan,0.18361374296000577,2.2234920943528183e-06,0.22983736630332569,0.015893450295739926,34.78110455603482,57,Minimization exited successfully.
1595,zSNIa,0.212269,53631.17719103201,8.960869306182832e-05,-0.3760491329995341,-0.05431818471157724,nan,0.25230762171486276,2.232885753295391e-06,0.28606842356796763,0.01958629261234707,120.66215086854085,66,Minimization exited successfully.
1650,zSNIa,0.302746,53622.46800331178,2.1685194737836344e-05,-2.128362114269663,0.09051196330574435,nan,1.0760947958515317,1.922393995133072e-06,0.7511416046404927,0.09561650660546882,72.54233778762438,61,Minimization exited successfully.
1658,zSNIa,0.275748,53638.17807750364,3.585186819432896e-05,0.24169310601983285,0.05984783920310209,nan,0.47398492612774135,1.4106154072462208e-06,0.42033877360303334,0.027503322456430015,74.90824856179043,73,Minimization exited successfully.
1686,SNIa?,0.135049,53599.507678042355,5.6879143623615065e-05,1.356026774226401,0.2141480667998883,nan,7.126646232791245e-05,7.499098674827884e-06,0.9526853611210835,0.052071648401368326,91.25957650206112,50,Covariance may not be accurate.
1688,SNIa,0.357669,53630.23191970236,2.233852313442063e-05,-0.26555868923156384,-0.004511048498691167,nan,1.0769440800831944,1.1620767688499906e-06,0.4128665019235256,0.04533761306819449,46.0418881329145,50,Minimization exited successfully.
1740,zSNIa,0.166272,53632.2546011038,0.00011783069919186414,-0.9055908681059005,-0.0537625779623549,nan,0.2086458764206327,2.3865306368096603e-06,0.23446158311584828,0.018526211659325387,136.41468407846577,59,Minimization exited successfully.
1748,zSNIa,0.337892,53633.523840946655,1.3569198752373754e-05,5.298778841902252,0.10955538486063582,nan,1.0893739528873994,1.4935524785188892e-06,1.8542313775338783,0.06590928522142853,75.78601579709266,60,Minimization exited successfully.
1750,zSNIa,0.258435,53628.33196081994,2.2861709059542096e-05,1.3676736002409644,0.19350397970400657,nan,0.9015314635362301,1.4876704532083841e-06,0.7821300384501989,0.04851082838248906,53.69508380510282,65,Minimization exited successfully.
1775,zSNIa,0.302486,53632.36047998546,2.7614692000109287e-05,-1.0415955079493013,-0.22934452292289212,nan,0.5275783062425035,1.4059737485533112e-06,0.33649102407083437,0.029201661285843932,109.36323446772732,66,Minimization exited successfully.
1794,SNIa,0.1407,53624.65175381914,0.00012895268989883264,1.235382461782397,0.07021660254601056,nan,0.6026681060793635,2.095644689199554e-06,0.33392355811535634,0.014027457984120664,36.57594308919502,36,Minimization exited successfully.
1825,zSNIa,0.155096,53612.381531042745,2.4752802442461243e-05,2.6620751071061513,0.48025237916041735,nan,3.3436394392410875,1.0361013959417136,0.9999776843473621,1.0362226853899423,56.67312154276813,40,Covariance may not be accurate.
1835,zSNIa,0.270324,53627.08523197167,4.80872327280234e-05,-5.8334463812133714,-0.046263914136827525,nan,0.3228196671261685,1.6362245445233105e-06,0.051045495168027595,0.03535606395530741,117.70526517453155,41,Minimization exited successfully.
1978,zSNIa,0.296478,53628.27192710284,2.646037262014514e-05,-3.2498209395760833,0.17841109909077701,nan,0.9060358419483237,1.6678948645005767e-06,0.27317104360299954,0.0664244837814839,71.47605394626882,46,Minimization exited successfully.
1979,zSNIa,0.285356,53625.091756708214,2.9858488410321228e-05,-2.83249039736004,-0.0042803084972501,nan,0.40615547002016683,1.3939232546426676e-06,0.48146157865569794,0.057210318676397844,103.90246835485024,55,Minimization exited successfully.
1991,zSNIa,0.313884,53628.40101992531,3.1723189573411684e-05,-0.6038973041105096,0.016505938993701553,nan,0.8919279281726631,1.8774559746491017e-06,0.9491940411010388,0.05337241409835938,76.70739113301055,50,Minimization exited successfully.
2017,SNIa,0.261621,53636.005775531514,4.5936774747990346e-05,1.3517386987977833,-0.06164955085915283,nan,0.4605366874639003,2.0086898405963852e-06,0.48258340359271795,0.03239451095049523,56.18788775763875,66,Minimization exited successfully.
2030,SNIa,0.232382,53623.83074839007,4.7218942297991596e-05,-4.568492776502451,0.11092390329867449,nan,0.42121187645898317,2.0005927257893434e-06,0.1341699599878616,0.039971016004017174,218.56691354051966,44,Minimization exited successfully.
2031,SNIa,0.151859,53636.793274603435,0.00019073265390133303,0.5186743899599746,-0.07153178718732564,nan,0.11737157368042972,2.2478118293492515e-06,0.1305914627698357,0.010575381522463843,195.34452804294887,43,Minimization exited successfully.
2041,zSNIa,0.208513,53622.956192680045,4.227191944076173e-05,-1.6438755408364103,0.07857841608385976,nan,1.534999412815523,2.44144140643899e-06,0.6835858539533451,0.04890228069822964,37.36521766416565,31,Minimization exited successfully.
2064,zSNIa,0.455074,53625.138263643996,1.6768250253818325e-05,-0.26122352729021925,-0.1313866077286684,nan,2.8208787031944667,1.4690067299546404e-06,0.7700089336039618,0.06619857739315801,43.29723176568069,41,Minimization exited successfully.
2078,zSNIa,0.322184,53627.65361828406,3.066800237834614e-05,-4.24323005240341,-0.0834510295962877,nan,0.7183620218856959,1.5209665133862005e-06,0.15328183989900998,0.032938431019341304,99.58742431253815,47,Minimization exited successfully.
2079,zSNIa,0.305008,53630.299145572535,2.9140115337530287e-05,-2.7205838250069,0.14116937211723204,nan,0.7008743062906433,2.095897468997409e-06,0.47513746787750194,0.07620321854599427,147.82722306622261,66,Minimization exited successfully.
2081,zSNIa,0.250159,53627.97924859686,4.307697725745827e-05,-2.5017843309462595,-0.10990924770575153,nan,0.5035374427679926,1.5314623619724614e-06,0.40056223555565607,0.036098323663258436,54.052822391569975,49,Minimization exited successfully.
2102,SNIa,0.094009,53620.86345757609,0.00047500223914556054,0.9982469954148854,-0.07073583155893924,nan,0.265981315416866,5.09544669164575e-06,0.12134128776932053,0.007134586796746467,199.55828107092202,35,Minimization exited successfully.
2149,zSNIa,0.294257,53624.56202236058,3.138825272831651e-05,0.14401659059709646,-0.0982629714296221,nan,0.7383811227482511,1.732777973282604e-06,0.6058947162572155,0.042617027897295295,39.31535684018074,45,Minimization exited successfully.
2162,zSNIa,0.171423,53630.03029265768,0.00010952405269699135,-1.3475018134210381,-0.07660101657901765,nan,0.2725021446021856,2.0621206176451366e-06,0.26401226922391885,0.017820692216919443,49.793492206576516,56,Minimization exited successfully.
2165,SNIa,0.286619,53635.431446231356,3.2764731906996856e-05,0.5910081375348074,0.16395718245623164,nan,0.5686343655688688,1.2429400682484291e-06,0.5207598315808243,0.01767608533560398,181.17464621498613,76,Minimization exited successfully.
2181,zSNIa,0.377208,53629.52384764417,2.2133968120190554e-05,-3.251324436254,-0.011990910244687347,nan,0.5211952277677483,1.013970284166908e-06,0.30946868017586004,0.028340466549999593,137.0612874683594,106,Minimization exited successfully.
2235,zSNIa,0.346426,53619.17143983992,2.505378626937615e-05,0.9027919191179591,0.03985185509023545,nan,2.0588683248279267,2.142065159419138e-06,1.2232240327621922,0.06758757735047846,39.33447493402414,41,Minimization exited successfully.
2246,SNIa,0.194216,53633.8412107254,6.285384861934381e-05,-0.8501639109588258,0.12368804053529003,nan,0.301285758287122,1.9170917482347323e-06,0.30715520617136427,0.024110306680843595,182.8810217622911,74,Minimization exited successfully.
2280,zSNIa,0.348577,53625.477995916044,1.587456365843469e-05,1.0933807189781808,0.02605327827450406,nan,1.2547594117932022,1.6844354977715384e-06,1.3261324061454012,0.049243669429375796,48.50828051776514,45,Minimization exited successfully.
2290,zSNIa,0.328975,53626.12562385531,2.5037069398697334e-05,-3.341922273232258,-0.01662466258411005,nan,0.8639531902699673,1.4984608786719437e-06,0.2796017348503171,0.029686346716474916,93.9084972087671,61,Minimization exited successfully.
2308,SNIa,0.147025,53630.55708107348,0.0002397161635604681,0.8258218954543074,-0.201580205680221,nan,0.1108216526263277,2.843711255067754e-06,0.11814507274575059,0.009239865443783342,143.45850570363345,50,Minimization exited successfully.
2319,zSNIa,0.159153,53635.71618065237,0.00013076087584211528,0.4884247819112973,-0.009648619864888729,nan,0.15087232107543969,2.0246635077793497e-06,0.17724095171559281,0.012865074216746746,43.74790005769207,48,Minimization exited successfully.
2330,SNIa,0.211788,53635.33230420298,3.3762081762963444e-05,-1.7799675160587969,-0.0006640801857980211,nan,0.49231460884038825,1.5995730061000524e-06,0.4450722455842639,0.04348690095811851,80.8761080490266,70,Minimization exited successfully.
2335,zSNIa,0.18313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
2347,zSNIa,0.4023,53620.06223786983,1.5855946129853082e-05,-2.16931689388437,-0.11363997844706546,nan,1.0259437283457373,1.6516767756837243e-06,0.6762987606809246,0.04459631291953539,69.58362049795116,41,Minimization exited successfully.
2372,SNIa,0.179585,53636.78670871996,9.908792312944587e-05,0.36087053883965414,0.037912735502186684,nan,0.22080370879120892,1.7133599704137775e-06,0.20368041415626298,0.014753425866398256,69.10305238857826,59,Minimization exited successfully.
2422,SNIa,0.263492,53639.17920192587,5.7587499047594145e-05,0.5004733106032163,-0.15446685197883384,nan,0.2922776302366401,1.250881835453268e-06,0.21554677487076454,0.023696327394753126,81.06970771638952,76,Minimization exited successfully.
2437,zSNIa,0.258478,53635.62786406208,2.3153695836976286e-05,-0.5500762784505859,-0.38230094338136955,nan,0.8786487865399977,1.3295060438149043e-06,0.501420788292814,0.05978233697758505,134.51030406386707,78,Minimization exited successfully.
2440,SNIa,0.19029,53634.78741833758,8.785451886913516e-05,-0.02962231478887355,-0.06067686951842666,nan,0.30370084543392295,2.012139388723779e-06,0.2647147773113638,0.019712590110846046,97.72228838989278,57,Minimization exited successfully.
2532,zSNIa,0.267696,53635.69014114304,4.06529068772566e-05,-0.9716921070368796,-0.07687298470119688,nan,0.5397497508565721,1.99302025750825e-06,0.40426920762768764,0.038447539619037005,82.6377769625384,70,Minimization exited successfully.
2533,SNIa,0.338803,53639.49601491143,3.653879890294185e-05,0.26419549721749275,-0.12281181715945061,nan,0.600702423871553,1.4825397743088348e-06,0.28680146152779445,0.03697950468547418,81.14739459046109,65,Minimization exited successfully.
2551,zSNIa,0.247554,53626.66999387489,2.068286467302219e-05,2.3434888656791806,-0.1884868999016975,nan,1.6531298417248763,1.7811785580099682e-06,1.541917826063002,0.06788958904543334,39.13574788303434,33,Minimization exited successfully.
2561,SNIa,0.117406,53639.28847972658,0.00016882804868599376,-0.06610690610619142,0.11106266267132492,nan,0.13171187324769562,1.9705520936655015e-06,0.10847162738224654,0.010597931206402816,131.803763962875,66,Minimization exited successfully.
2630,zSNIa,0.349599,53632.24278098308,3.011333551491111e-05,-0.09958741980322403,-0.13185891016417997,nan,0.6231371489811863,1.352490490454402e-06,0.4027700112916445,0.03125484621051634,67.66004700703402,63,Minimization exited successfully.
2632,zSNIa,0.295151,53633.20922745448,3.271403257296937e-05,-2.5630508100992633,-0.11733583510137242,nan,0.501692312231171,1.4274459054623793e-06,0.30489990041021797,0.03432151871606737,114.86023296028281,82,Minimization exited successfully.
2635,SNIa,0.143104,53640.20538405365,0.00015756286317491371,0.9019601788785797,0.016506497663658564,nan,0.15039612842883798,1.7818280916949632e-06,0.12284508261178681,0.010543660508329618,124.00574953875936,68,Minimization exited successfully.
2639,zSNIa,0.214887,53638.92268783739,8.234271211919034e-05,-0.4520759913166972,0.06414517248273488,nan,0.6702093751628126,1.7344615290449596e-06,0.42967636158142386,0.018730225550264795,158.5660963170552,60,Minimization exited successfully.
2689,SNIa,0.160352,53636.77994942484,0.00013156719034791408,1.32966720716954,0.08235129684876359,nan,0.15447189312180853,2.5259629204680922e-06,0.18526490274518453,0.01485526519333743,129.72639030965303,39,Minimization exited successfully.
2734,zSNIa,0.302007,53640.55337372155,6.268771714981333e-05,2.061413794146575,-0.057740643385075056,nan,0.2297302112565376,1.57891927395624e-06,0.32509972891100625,0.018991163874389386,136.66481014397988,74,Minimization exited successfully.
2766,zSNIa,0.149336,53619.104459916336,0.0001205251398029988,0.020213113707832353,0.05839693935776071,nan,0.5766178070880414,2.9198293420912876e-06,0.4630700422969808,0.021135785641551264,57.557790099942295,26,Minimization exited successfully.
2784,zSNIa,0.398676,53635.165454187176,2.4604073511566545e-05,-3.742263848288554,-0.03203272723410944,nan,0.746215436643979,1.292687158950283e-06,0.11547883203089164,0.045175451718994925,122.39350421335021,73,Minimization exited successfully.
2789,SNIa,0.288898,53635.83678368666,3.333074191358186e-05,-0.5883035251521227,-0.18426688040865666,nan,0.4874185196895269,1.232921275803387e-06,0.23931123877550212,0.025539604437759086,162.85263196524446,70,Minimization exited successfully.
2799,zSNIa,0.375668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
2808,zSNIa,0.313378,53629.057229432,2.9921028700321976e-05,-0.11030535612093716,-0.20978975942882974,nan,0.9762413781209034,1.2345308196039223e-06,0.1876070130280282,0.028696060545144265,138.98047375392747,69,Minimization exited successfully.
2855,zSNIa,0.243729,53643.41341776847,5.4700995505371966e-05,0.41924895602359474,0.052189868257929824,nan,0.4377551760917413,2.1895180865574194e-06,0.3835600067150718,0.03422608896318709,89.62253880999396,55,Minimization exited successfully.
2864,zSNIa,0.242608,53644.4293092683,6.180503221853285e-05,-0.5277839409954902,0.12532021264120766,nan,0.4048884764306422,3.945652388018704e-06,0.4505540463427229,0.03556589647918415,138.97282958740934,68,Minimization exited successfully.
2871,zSNIa,0.290779,53631.569812943766,1.8180818543044244e-05,-2.454122021877793,-0.16474312858338278,nan,0.5265812305005966,1.1694374155693824e-06,0.31994061096771076,0.025037433757281773,216.3357550236393,50,Minimization exited successfully.
2916,SNIa,0.12303,53644.05493153573,0.00015564491545057182,-1.1845545627039973,0.07849035206314864,nan,0.13884061308635864,6.595384084707492e-06,0.21635989117762391,0.027455136728677876,72.52371738178837,41,Minimization exited successfully.
2926,zSNIa,0.302749,53635.862390750095,4.049870614859233e-05,-1.1452157130947738,-0.06849614414292104,nan,0.6585418153954379,1.6503221071389277e-06,0.3277697102175027,0.031930034592588,90.28038133533829,51,Minimization exited successfully.
2943,SNIa,0.264048,53640.525014156956,4.484914185249446e-05,0.506336623463694,-0.09588184909176622,nan,0.5487232793348085,1.2356782236802182e-06,0.25578073557574993,0.024756406012616677,99.59564117367718,54,Minimization exited successfully.
2992,SNIa,0.126077,53641.035185088134,0.00012432181159928872,-1.0884578557108526,0.21877653073872855,nan,0.16939901159275905,1.9854540746218818e-06,0.12428685290993778,0.012800909396451905,146.3119019867987,60,Minimization exited successfully.
3065,zSNIa,0.154383,53625.21386126286,1.5729739278077162e-05,-2.0883019095380226,0.36618592898473223,nan,1.092399981989729,1.556377403557993e-06,0.7236168851201946,0.08270990197180106,42.84162642757546,35,Minimization exited successfully.
3077,zSNIa,0.244054,53646.693571433105,6.23322244382906e-05,1.0473657698606937,0.07408560588616112,nan,1.349653519668209,1.6279953129155366e-06,0.6766429461654475,0.02124938073998496,95.83685265213882,99,Minimization exited successfully.
3080,SNIa,0.173146,53647.67256077534,0.00012860501565334343,0.1475271842877482,-0.04273282006879213,nan,0.13637937771272846,2.2534098792592275e-06,0.1873194553317227,0.0129452200704867,57.976018056489416,52,Minimization exited successfully.
3087,SNIa,0.164306,53648.888286982394,0.00013001006423573146,-0.10891754660329292,0.01935184416473381,nan,0.17228176985008758,2.8421936480030954e-06,0.2116893378503021,0.01567958740007322,129.93861136095165,52,Minimization exited successfully.
3150,zSNIa,0.33168,53633.43972279715,2.1536811020287696e-05,-1.1484008955949974,-0.04076642492049648,nan,0.5669992743387411,1.204819395674944e-06,0.4331345291263602,0.043810306074332485,125.10047443103272,128,Minimization exited successfully.
3161,zSNIa,0.370041,53641.35677943874,1.670385190078164e-05,-3.400517237569871,0.028164821751989994,nan,1.0071109499513113,1.4562069351367875e-06,0.538050899843703,0.0770118248314208,58.4822082661549,56,Minimization exited successfully.
3172,zSNIa,0.315382,53611.611020689525,3.602557804676682e-05,-3.4760011785313765,0.07938391294260289,nan,0.8634140919348283,2.7225159245320882e-06,0.24087179430118608,0.027492257635104097,144.49871776652435,86,Minimization exited successfully.
3175,zSNIa,0.220288,53633.28412596673,3.780402644029307e-05,-0.6043201250764262,-0.013337699572856567,nan,0.756626209946262,1.5261052380961226e-06,0.43533170741992566,0.04204845159173576,124.36995398517746,75,Minimization exited successfully.
3180,zSNIa,0.245505,53642.31839040466,3.1283700315203355e-05,-2.866766594434326,0.22665331623905566,nan,0.4208554358447145,1.3993393504102338e-06,0.24351537476813814,0.04145635707308224,125.20615577921242,71,Minimization exited successfully.
3195,zSNIa,0.298507,53636.19759919519,3.0317559895702536e-05,-2.582281622429644,0.0521726936095116,nan,0.6460673824622063,1.3162250424454294e-06,0.31454604248944273,0.021082626270388666,109.48438674265141,71,Minimization exited successfully.
3199,SNIa,0.249612,53647.51889758773,3.979321666147563e-05,1.1590389930846812,0.05625835954308919,nan,0.3412295524503861,1.3339211748215663e-06,0.3461062292053997,0.024632128043427008,167.37064495392747,134,Minimization exited successfully.
3206,zSNIa,0.415501,53634.58942744382,1.7035816895938733e-05,-0.38293252356451013,-0.04811317250391716,nan,1.4099005756288534,1.3082685311162872e-06,1.0676185499576,0.036214918445558214,119.35127777459721,104,Minimization exited successfully.
3225,zSNIa,0.34057,53632.09166796501,2.552606402772479e-05,-2.9478532198149083,0.031676955787921186,nan,0.5280537087965058,1.4248222667352225e-06,0.3072641874205536,0.0553243203978312,81.13338005790791,66,Minimization exited successfully.
3241,SNIa?,0.257823,53646.36596024573,4.861106048310067e-05,-0.2502699650636619,0.029599130272807982,nan,0.30906421146937646,1.8919270216887607e-06,0.36226042061649355,0.028740139413914696,137.88245621111528,61,Minimization exited successfully.
3256,SNIa,0.106938,53653.0789027574,0.0002126039718891577,-0.6361284296742137,0.05319239490222363,nan,0.47986916078298236,7.698199665215867e-06,0.1715677887610377,0.021648992065113868,102.44466848441955,40,Minimization exited successfully.
3317,SNIa,0.159901,53646.443690785214,0.00012109169533854184,-0.45331902374466604,0.018220455977084618,nan,0.16317218239419162,2.101155625652741e-06,0.166637868134585,0.01340378654558209,89.50990063420548,61,Minimization exited successfully.
3331,SNIa?,0.212097,53649.28476230254,6.835701837587773e-05,-2.105572465312864,0.027256340119332985,nan,0.1816798753934563,1.9631953791308903e-06,0.07153830798790872,0.02441417661771534,153.53430810337233,81,Minimization exited successfully.
3341,zSNIa,0.430018,53638.72782426682,1.6723843055713638e-05,-3.4563012082164204,0.024901730963908335,nan,0.906600066973624,9.656816254833643e-07,0.19353113777923198,0.030863097811437073,102.79090774522889,73,Minimization exited successfully.
3368,zSNIa,0.376543,53634.42313601415,2.3532873037289174e-05,1.449727330503898,0.05615160251898128,nan,1.0961745797176263,1.6275623455855899e-06,0.976905556007974,0.034762409681622294,74.12636140554719,74,Minimization exited successfully.
