class,cid,num_points_91bg_proj_sdss_u1,num_points_91bg_proj_sdss_u2,num_points_91bg_proj_sdss_u3,num_points_91bg_proj_sdss_u4,num_points_91bg_proj_sdss_u5,num_points_91bg_proj_sdss_u6,num_points_91bg_proj_sdss_g1,num_points_91bg_proj_sdss_g2,num_points_91bg_proj_sdss_g3,num_points_91bg_proj_sdss_g4,num_points_91bg_proj_sdss_g5,num_points_91bg_proj_sdss_g6,num_points_91bg_proj_sdss_r1,num_points_91bg_proj_sdss_r2,num_points_91bg_proj_sdss_r3,num_points_91bg_proj_sdss_r4,num_points_91bg_proj_sdss_r5,num_points_91bg_proj_sdss_r6,num_points_91bg_proj_sdss_i1,num_points_91bg_proj_sdss_i2,num_points_91bg_proj_sdss_i3,num_points_91bg_proj_sdss_i4,num_points_91bg_proj_sdss_i5,num_points_91bg_proj_sdss_i6,num_points_91bg_proj_sdss_z1,num_points_91bg_proj_sdss_z2,num_points_91bg_proj_sdss_z3,num_points_91bg_proj_sdss_z4,num_points_91bg_proj_sdss_z5,num_points_91bg_proj_sdss_z6,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
Unknown,679,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123663,nan,nan,nan,nan,0.123663,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
Unknown,682,0,0,0,0,13,19,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047317,nan,nan,nan,nan,0.047317,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
Unknown,688,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066563,nan,nan,nan,nan,0.066563,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
Unknown,691,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129587,53613.695943751016,9.448803763149288e-10,-0.7547817915873704,36.8172600776124,2.1e-05,0.002524226365494542,1.7853070997046718e-10,0.8580876152269585,0.42862329984868996,23.221288715216374,15,Covariance may not be accurate.
Variable,692,17,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195811,53654.124595445704,1.8405423515859736e-05,6.146345635699773,1.07952665717846,3e-05,0.7512787310697604,2.1886109791220217e-06,1.3373609424801265,0.12533814300325113,80.1961260137694,40,Minimization exited successfully.
Unknown,694,0,31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126178,53616.835399325886,0.00013999115287821105,3.1736163060072236,0.029339635629289037,1.8e-05,0.0004965600383002311,7.424723359649233e-06,0.4514780257458036,0.07802155548105652,53.50902268505094,35,Covariance may not be accurate.
Variable,695,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056976,nan,nan,nan,nan,0.056976,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
Unknown,697,0,41,0,0,0,0,0,41,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155294,53620.91591439356,2.0894968100310014e-05,3.4271354354639447,0.37006446458802705,3.2e-05,1.9772824551946542,1.778191944742399e-06,1.4549146097412176,0.09088684913010206,101.31498165227104,63,Minimization exited successfully.
AGN,700,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0.593802,nan,nan,nan,nan,0.593802,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.593802
    t0 = +53586.371959
    x0 = +348526.459372
    x1 = +10.192665
     c = -50.843268
"
Unknown,701,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128,53605.49448072796,8.758181681136982e-05,-1.6201264182620765,0.10257567361889545,0.000202,2.364679422495101,1.6949750183095385e-05,0.6903843468616947,0.12710216697857327,20.356144889006618,22,Minimization exited successfully.
AGN,702,0,0,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.576484,53681.85992623959,1.7786284111915508e-05,8.690939310303161,-0.2881454043596902,0.000183,0.6739561726317334,1.5663724277745326e-06,1.6017883319028616,0.03430213949603196,91.05082118918139,29,Minimization exited successfully.
zSNIa,703,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296481,53626.177613229906,3.7698542542864805e-05,0.16157769310678086,0.028146841362278793,2e-05,0.6359427860988944,2.2650187446362735e-06,0.6973769752087717,0.0785985313692859,17.907466296498225,27,Minimization exited successfully.
Unknown,704,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204966,53597.04254551254,0.00012334319515008111,-1.450016726487602,-0.23943992073765957,1e-05,2.1022651629464235,2.2917869651426082e-05,0.6732757679489635,0.10519470405399409,8.981005945402032,17,Minimization exited successfully.
AGN,708,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212882,53576.58282418255,0.0022075569697852736,0.08233060545576903,-0.6079769116318802,2.8e-05,0.00017617354751564562,5.272522559340104e-05,0.03288696572042869,0.015790301760075127,252.09294127338526,12,Minimization exited successfully.
Variable,710,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0.634904,53658.75499396573,1.84553179146872e-05,0.6866369940691068,-0.5553130040922628,5.8e-05,0.41849115086733946,1.3776185514399398e-06,0.0856851636426751,0.032581415311977495,220.5533180092633,46,Minimization exited successfully.
Unknown,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,0,19,0,1.111396,53683.48222042687,4.382696839175587e-06,26.631936093670223,-0.19736670803241185,-4.0,1.986773607739451,2.2217594345929485e-06,19.081080489398317,0.0716780717769486,25.939044848492763,32,Minimization exited successfully.
zSNII,716,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322376,53644.83514355666,6.823699020402761e-05,13.546773493023656,0.0971087187887293,2.7e-05,0.702353270688036,3.760011315890941e-06,1.231321828154386,0.06231287161372582,249.84194275355765,63,Minimization exited successfully.
Unknown,717,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12901,nan,nan,nan,nan,0.12901,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
Variable,718,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160217,53659.94129999916,1.3385544892961569e-05,20.763890711627244,0.12182126922463597,1.4e-05,0.7978815042588394,2.7490093403738404e-06,6.357609138631343,0.135854468787285,149.02166798125995,34,Minimization exited successfully.
AGN,719,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0.483949,53712.17385535663,1.8098601309947684e-05,7.869046091002586,-0.20528583738879233,7.4e-05,2.300915584539325,5.1498811926676254e-06,5.995606468623138,0.08310230277113696,6.7559225867795165,5,Minimization exited successfully.
SNIa,722,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085038,53614.00640856504,0.0004214133636627357,-0.45888843497403004,-0.04657203070348687,3.6e-05,0.00023871664598118514,2.2201548761228634e-05,0.3265011167853946,0.07187876789291672,39.68396430777656,18,Covariance may not be accurate.
Variable,728,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099949,nan,nan,nan,nan,0.099949,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
AGN,730,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306781,nan,nan,nan,nan,0.306781,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.306781
    t0 = +53613.956548
    x0 = -5914657.308431
    x1 = -16.489321
     c = -2919.687697
"
AGN,734,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370768,53682.813343677284,3.493255086380564e-05,12.916847048727519,-0.16297393329073362,3.7e-05,0.699264701550419,3.0853906445609565e-06,1.8748965433072404,0.05122465761270906,115.37341969721285,20,Minimization exited successfully.
zSNIa,735,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189482,53608.898541351424,7.507245419162409e-05,-2.4688358826403283,-0.117389257740729,4.5e-05,2.7493356045633845,1.7527060803693664e-05,0.5760705459586751,0.14656388775798773,22.992851297097168,20,Minimization exited successfully.
SNIa,739,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106421,53609.33339717341,0.0003247454488098685,-1.5210591200003436,0.1164012629098023,1.8e-05,1.081496378981683,3.127969812392126e-05,0.25134693633047583,0.1304565127381394,12.29614396711911,12,Minimization exited successfully.
Variable,742,0,0,0,0,17,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192502,53612.253427961376,4.963112058901593e-05,-2.0237603855032407,0.4080517710478682,3.9e-05,3.8013075645103527,1.074854492927417e-05,1.0193967197982507,0.1558354204580815,13.083444057432114,25,Minimization exited successfully.
SNIa,744,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12694,53610.59364374745,0.0001784386058946911,3.0254321215140974,0.13769331940879115,1.4e-05,2.025973188719945,1.4844818556526718e-05,1.4309058156327858,0.16924052277604876,11.962530837971226,13,Minimization exited successfully.
Variable,752,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0.415136,53684.49736711634,1.9689243624697975e-05,7.052160582174303,-0.2918172250867335,3.3e-05,0.9688136208242213,1.6957751567189156e-06,1.415978284858306,0.04928041384647879,75.88625859653061,29,Minimization exited successfully.
SNIa,762,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190088,53616.139264095815,7.151994399913822e-05,10.72516724865547,-0.02689663013442404,2.4e-05,0.748343343151646,4.240021164942092e-06,1.500365756040534,0.045784007536446646,57.59381776214197,29,Minimization exited successfully.
zSNII,764,18,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185808,53610.414206640606,2.3639497631976376e-05,9.179970661610236,0.13805864491116754,2.8e-05,1.9235770662489813,3.9011292236584305e-06,3.2268871622911544,0.11067409699303588,22.420585755047277,24,Minimization exited successfully.
zSNII,765,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259902,53643.554260255565,1.754750613071734e-05,13.650159681224741,-0.2996190427406942,0.000149,0.8032497553722351,1.8573748543221796e-06,2.3823529058751545,0.07643332960559121,91.25144839458339,39,Minimization exited successfully.
AGN,768,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053266,nan,nan,nan,nan,0.053266,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.053266
    t0 = +53628.435085
    x0 = -105337716.693374
    x1 = -16.518339
     c = -373.852178
"
Unknown,770,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041464,nan,nan,nan,nan,0.041464,nan,nan,nan,nan,nan,nan,No data points with S/N > 5. Initial guessing failed.
zSNII,772,0,0,0,0,21,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20925,53609.901753401595,2.1205052569051628e-05,7.386793027709473,0.36316015619728803,1.1e-05,2.511898127686436,3.855544735666692e-06,3.160554612268029,0.1633173782477303,26.102663450500216,23,Minimization exited successfully.
SNIa,774,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092269,53611.944813571274,0.0003770751212397099,0.42672615189498675,-0.02418329779544032,3.4e-05,1.0638203708767833,2.627741229391221e-05,0.3625717970884081,0.07277409648849958,9.625383107741772,14,Minimization exited successfully.
zSNIa,779,21,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236938,53627.03577043437,5.636263826543249e-05,0.17723618025214838,0.05075381576708128,2.1e-05,0.4340041286559426,2.675393181485562e-06,0.43600003652441044,0.06485162354968707,38.33416050148679,49,Minimization exited successfully.
Unknown,782,0,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131251,53617.5182359997,3.1291924293604234e-09,2.730593959675748,34.25392719103533,4.8e-05,1.468863015757961,2.0107820282330484e-09,1.4832226361152152,1.5410070348266305,22.43204489750837,13,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
AGN,785,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027101,53669.92956151493,1.7015884939257766e-05,23.58969113004739,0.3955752864363085,7e-06,0.7045164934934292,1.8255505662226125e-06,4.2720183922033215,0.1925259420471904,78.94289851859796,26,Minimization exited successfully.
Unknown,792,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04282,53633.40583448702,2.378035745184945e-07,77.21140909626091,7.528010799865145,1.1e-05,1.3880657159497787,4.664784118712856e-07,78.9702199576865,3.924126803366851,15.92035825253774,24,Minimization exited successfully.
